設立別,學程別,群科別,畢業生人數,公立大學日間部人數,公立大學進修學士班人數,私立大學日間部人數,私立大學進修學士班人數,公立二專日間部人數,公立二專進修(夜間)部人數,私立二專日間部人數,私立二專進修(夜間)部人數,警察大學人數,警察專科學校人數,軍事院校人數,赴國外_大陸就讀人數,其他學校人數,升學率,公立大學日間部比率,公立大學進修學士班比率,私立大學日間部比率,私立大學進修學士班比率,公立二專日間部比率,公立二專進修(夜間)部比率,私立二專日間部比率,私立二專進修(夜間)部比率,警察大學比率,警察專科學校比率,軍事院校比率,赴國外_大陸就讀比率,其他學校比率,農_林_漁_牧業人數,礦業及土石採取業人數,製造業人數,電力及燃氣供應業人數,用水供應及污染整治業人數,營建工程業人數,批發及零售業人數,運輸及倉儲業人數,住宿及餐飲業人數,出版_影音製作_傳播及資通訊服務業人數,金融及保險業人數,不動產業人數,專業_科學及技術服務業人數,支援服務業人數,公共行政及國防；強制性社會安全人數,教育業人數,醫療保健及社會工作服務業人數,藝術_娛樂及休閒服務業人數,其他服務業人數,就業率,農_林_漁_牧業比率,礦業及土石採取業比率,製造業比率,電力及燃氣供應業比率,用水供應及污染整治業比率,營建工程業比率,批發及零售業比率,運輸及倉儲業比率,住宿及餐飲業比率,出版_影音製作_傳播及資通訊服務業比率,金融及保險業比率,不動產業比率,專業_科學及技術服務業比率,支援服務業比率,公共行政及國防；強制性社會安全比率,教育業比率,醫療保健及社會工作服務業比率,藝術_娛樂及休閒服務業比率,其他服務業比率,正在接受職業訓練人數,正在軍中服役人數,需要工作而未找到人數,補習或準備升學人數,健康不良在家休養人數,準備出國人數,其他人數,正在接受職業訓練比率,正在軍中服役比率,需要工作而未找到比率,補習或準備升學比率,健康不良在家休養比率,準備出國比率,其他比率
國立,綜合高中,農業群,55,39,0,13,0,0,0,0,0,0,0,0,1,0,96.36,70.91,0.0,23.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0.0,0.0,1.82,0.0,0.0,0.0,0.0
國立,綜合高中,食品群,143,47,0,69,11,0,0,0,0,0,0,0,0,0,88.81,32.87,0.0,48.25,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,3,0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.59,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,2.1,0.0,0,2,0,0,0,0,0,0.0,1.4,0.0,0.0,0.0,0.0,0.0
國立,綜合高中,家政群,36,0,0,23,1,2,0,1,0,0,0,0,0,0,75.0,0.0,0.0,63.89,2.78,5.56,0.0,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,3,0,0,22.22,0.0,0.0,0.0,2.78,0.0,0.0,0.0,0.0,2.78,0.0,0.0,0.0,0.0,0.0,8.33,0.0,8.33,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
國立,綜合高中,餐旅群,295,49,4,168,4,0,0,0,0,0,0,1,0,0,76.61,16.61,1.36,56.95,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,1,0,0,0,0,1,9,1,22,0,0,0,1,3,15,0,1,1,2,19.32,0.34,0.0,0.0,0.0,0.0,0.34,3.05,0.34,7.46,0.0,0.0,0.0,0.34,1.02,5.08,0.0,0.34,0.34,0.68,1,3,2,2,0,0,1,0.34,1.02,0.68,0.68,0.0,0.0,0.34
國立,綜合高中,水產群,12,4,0,5,0,0,0,0,0,0,0,0,0,0,75.0,33.33,0.0,41.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
國立,綜合高中,其他(綜合),100,1,0,51,6,0,0,0,0,0,0,0,0,0,58.0,1.0,0.0,51.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,1,0,1,3,2,6,0,1,0,1,1,1,0,1,1,0,22.0,0.0,0.0,3.0,1.0,0.0,1.0,3.0,2.0,6.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,1,2,2,0,0,11,0.0,1.0,2.0,2.0,0.0,0.0,11.0
國立,實用技能學程,機械群,395,29,20,124,46,1,0,0,0,0,0,4,0,1,56.96,7.34,5.06,31.39,11.65,0.25,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.25,3,0,43,2,0,4,9,3,11,0,0,0,3,3,13,0,1,2,5,25.82,0.76,0.0,10.89,0.51,0.0,1.01,2.28,0.76,2.78,0.0,0.0,0.0,0.76,0.76,3.29,0.0,0.25,0.51,1.27,8,18,6,2,1,0,6,2.03,4.56,1.52,0.51,0.25,0.0,1.52
國立,實用技能學程,動力機械群,107,4,5,10,23,0,0,0,0,0,0,0,0,0,39.25,3.74,4.67,9.35,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,9,0,0,4,1,1,4,0,0,0,5,0,11,0,0,0,3,40.19,4.67,0.0,8.41,0.0,0.0,3.74,0.93,0.93,3.74,0.0,0.0,0.0,4.67,0.0,10.28,0.0,0.0,0.0,2.8,0,14,5,1,0,0,0,0.0,13.08,4.67,0.93,0.0,0.0,0.0
國立,實用技能學程,電機與電子群,292,22,15,98,47,2,0,0,0,0,0,3,0,0,64.04,7.53,5.14,33.56,16.1,0.68,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,3,0,20,2,0,2,2,1,4,2,0,0,2,3,7,0,1,3,6,19.86,1.03,0.0,6.85,0.68,0.0,0.68,0.68,0.34,1.37,0.68,0.0,0.0,0.68,1.03,2.4,0.0,0.34,1.03,2.05,0,17,11,1,4,0,3,0.0,5.82,3.77,0.34,1.37,0.0,1.03
國立,實用技能學程,土木與建築群,121,8,0,63,13,0,0,0,0,0,0,1,0,0,70.25,6.61,0.0,52.07,10.74,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0,0,2,1,0,6,0,0,4,0,0,0,0,0,0,0,0,0,5,14.88,0.0,0.0,1.65,0.83,0.0,4.96,0.0,0.0,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.13,0,15,1,0,0,0,2,0.0,12.4,0.83,0.0,0.0,0.0,1.65
國立,實用技能學程,商業與管理群,415,19,15,189,29,0,0,0,0,0,0,2,0,0,61.2,4.58,3.61,45.54,6.99,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,7,0,7,0,0,3,15,2,27,0,5,0,4,12,12,0,1,9,11,27.71,1.69,0.0,1.69,0.0,0.0,0.72,3.61,0.48,6.51,0.0,1.2,0.0,0.96,2.89,2.89,0.0,0.24,2.17,2.65,0,12,12,5,5,0,1,0.0,2.89,2.89,1.2,1.2,0.0,0.24
國立,實用技能學程,設計群,151,4,10,99,7,0,0,0,0,0,0,2,0,0,80.79,2.65,6.62,65.56,4.64,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0,0,6,0,0,4,4,0,1,0,0,0,1,0,1,0,0,1,0,11.92,0.0,0.0,3.97,0.0,0.0,2.65,2.65,0.0,0.66,0.0,0.0,0.0,0.66,0.0,0.66,0.0,0.0,0.66,0.0,0,5,3,0,0,0,0,0.0,3.31,1.99,0.0,0.0,0.0,0.0
國立,實用技能學程,農業群,184,21,22,56,7,7,0,0,0,0,0,0,0,0,61.41,11.41,11.96,30.43,3.8,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,0,1,1,1,6,0,7,0,0,0,4,5,15,0,0,1,2,29.35,5.98,0.0,0.0,0.54,0.54,0.54,3.26,0.0,3.8,0.0,0.0,0.0,2.17,2.72,8.15,0.0,0.0,0.54,1.09,2,3,9,0,1,1,0,1.09,1.63,4.89,0.0,0.54,0.54,0.0
國立,實用技能學程,食品群,224,4,6,85,16,0,1,1,0,0,0,0,0,0,50.45,1.79,2.68,37.95,7.14,0.0,0.45,0.45,0.0,0.0,0.0,0.0,0.0,0.0,10,0,5,0,0,0,7,2,27,0,1,0,7,0,11,1,0,9,2,36.61,4.46,0.0,2.23,0.0,0.0,0.0,3.13,0.89,12.05,0.0,0.45,0.0,3.13,0.0,4.91,0.45,0.0,4.02,0.89,1,2,19,1,0,1,3,0.45,0.89,8.48,0.45,0.0,0.45,1.34
國立,實用技能學程,餐旅群,339,19,17,155,35,1,0,0,0,0,0,4,0,0,68.14,5.6,5.01,45.72,10.32,0.29,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,6,0,2,0,0,1,5,2,49,1,0,0,1,2,7,0,1,3,7,25.66,1.77,0.0,0.59,0.0,0.0,0.29,1.47,0.59,14.45,0.29,0.0,0.0,0.29,0.59,2.06,0.0,0.29,0.88,2.06,0,2,3,1,4,1,1,0.0,0.59,0.88,0.29,1.18,0.29,0.29
國立,實用技能學程,水產群,28,10,2,4,1,0,0,0,0,0,0,0,0,0,60.71,35.71,7.14,14.29,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,10.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
國立,實用技能學程,海事群,40,9,0,10,2,0,0,0,0,0,0,2,0,0,57.5,22.5,0.0,25.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15.0,2.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0,22.5
國立,實用技能學程,美容造型群,168,2,2,49,12,1,0,0,0,0,0,0,0,0,39.29,1.19,1.19,29.17,7.14,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,1,0,0,12,0,12,0,0,0,24,3,0,0,0,37,0,55.95,0.0,0.0,2.98,0.6,0.0,0.0,7.14,0.0,7.14,0.0,0.0,0.0,14.29,1.79,0.0,0.0,0.0,22.02,0.0,0,0,5,0,0,0,0,0.0,0.0,2.98,0.0,0.0,0.0,0.0
國立,進修部,普通科,109,13,3,42,2,0,0,0,0,0,0,1,1,0,56.88,11.93,2.75,38.53,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.0,1,0,0,0,0,2,1,1,4,0,0,0,1,2,1,0,1,0,6,18.35,0.92,0.0,0.0,0.0,0.0,1.83,0.92,0.92,3.67,0.0,0.0,0.0,0.92,1.83,0.92,0.0,0.92,0.0,5.5,0,13,1,4,0,0,8,0.0,11.93,0.92,3.67,0.0,0.0,7.34
國立,進修部,機械群,322,9,11,42,54,0,0,0,4,0,0,0,0,0,37.27,2.8,3.42,13.04,16.77,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0.0,4,3,85,2,0,0,5,5,14,3,0,0,8,2,8,0,1,10,4,47.83,1.24,0.93,26.4,0.62,0.0,0.0,1.55,1.55,4.35,0.93,0.0,0.0,2.48,0.62,2.48,0.0,0.31,3.11,1.24,0,25,8,1,1,1,4,0.0,7.76,2.48,0.31,0.31,0.31,1.24
國立,進修部,動力機械群,135,0,6,11,18,0,0,0,0,0,0,1,0,0,26.67,0.0,4.44,8.15,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,2,0,2,5,0,6,1,5,11,0,0,0,27,1,6,0,0,3,8,57.04,1.48,0.0,1.48,3.7,0.0,4.44,0.74,3.7,8.15,0.0,0.0,0.0,20.0,0.74,4.44,0.0,0.0,2.22,5.93,1,12,8,0,0,0,0,0.74,8.89,5.93,0.0,0.0,0.0,0.0
國立,進修部,電機與電子群,342,17,18,23,65,0,0,0,0,0,0,1,0,0,36.26,4.97,5.26,6.73,19.01,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,3,0,57,3,0,6,9,4,16,1,2,0,14,8,10,2,1,6,22,47.95,0.88,0.0,16.67,0.88,0.0,1.75,2.63,1.17,4.68,0.29,0.58,0.0,4.09,2.34,2.92,0.58,0.29,1.75,6.43,2,35,11,3,1,0,1,0.58,10.23,3.22,0.88,0.29,0.0,0.29
國立,進修部,化工群,17,0,4,2,2,0,0,0,1,0,0,0,0,0,52.94,0.0,23.53,11.76,11.76,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,35.29,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.76,17.65,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,5.88,0.0,0.0,0.0
國立,進修部,土木與建築群,16,1,0,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,4,81.25,0.0,0.0,0.0,0.0,0.0,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0,0,0,1,1,0,0,0.0,0.0,0.0,6.25,6.25,0.0,0.0
國立,進修部,商業與管理群,779,22,36,90,64,0,15,0,27,0,1,3,1,0,33.25,2.82,4.62,11.55,8.22,0.0,1.93,0.0,3.47,0.0,0.13,0.39,0.13,0.0,10,0,59,3,1,16,67,6,80,1,22,3,14,19,24,2,13,38,52,55.2,1.28,0.0,7.57,0.39,0.13,2.05,8.6,0.77,10.27,0.13,2.82,0.39,1.8,2.44,3.08,0.26,1.67,4.88,6.68,2,24,11,4,7,1,19,0.26,3.08,1.41,0.51,0.9,0.13,2.44
國立,進修部,外語群,12,1,0,0,4,0,0,0,0,0,0,0,0,0,41.67,8.33,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,41.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,8.33,8.33,0.0
國立,進修部,設計群,149,2,6,25,31,0,0,0,0,0,0,0,0,0,42.95,1.34,4.03,16.78,20.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,27,0,0,9,3,1,8,0,0,0,4,1,0,0,2,1,5,42.95,2.01,0.0,18.12,0.0,0.0,6.04,2.01,0.67,5.37,0.0,0.0,0.0,2.68,0.67,0.0,0.0,1.34,0.67,3.36,1,3,5,3,1,0,2,0.67,2.01,3.36,2.01,0.67,0.0,1.34
國立,進修部,農業群,47,3,4,10,3,0,0,0,0,0,0,0,0,0,42.55,6.38,8.51,21.28,6.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,0,0,1,5,1,3,0,0,0,1,0,2,0,0,1,0,36.17,2.13,0.0,4.26,0.0,0.0,2.13,10.64,2.13,6.38,0.0,0.0,0.0,2.13,0.0,4.26,0.0,0.0,2.13,0.0,1,1,1,2,0,0,3,2.13,2.13,2.13,4.26,0.0,0.0,6.38
國立,進修部,食品群,131,0,11,16,25,0,0,0,0,0,0,0,0,0,39.69,0.0,8.4,12.21,19.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,9,2,0,0,1,0,30,0,1,0,1,0,1,0,0,11,2,48.85,4.58,0.0,6.87,1.53,0.0,0.0,0.76,0.0,22.9,0.0,0.76,0.0,0.76,0.0,0.76,0.0,0.0,8.4,1.53,0,5,3,1,0,1,3,0.0,3.82,2.29,0.76,0.0,0.76,2.29
國立,進修部,家政群,150,4,3,18,8,0,1,0,4,0,0,0,0,1,26.0,2.67,2.0,12.0,5.33,0.0,0.67,0.0,2.67,0.0,0.0,0.0,0.0,0.67,6,1,18,0,0,1,16,2,22,0,0,0,3,8,1,0,3,12,5,65.33,4.0,0.67,12.0,0.0,0.0,0.67,10.67,1.33,14.67,0.0,0.0,0.0,2.0,5.33,0.67,0.0,2.0,8.0,3.33,0,5,4,2,1,0,1,0.0,3.33,2.67,1.33,0.67,0.0,0.67
國立,進修部,餐旅群,146,4,4,13,33,0,0,0,1,0,0,0,0,0,37.67,2.74,2.74,8.9,22.6,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,1,0,5,0,0,2,8,2,38,0,2,0,1,5,1,0,2,8,2,52.74,0.68,0.0,3.42,0.0,0.0,1.37,5.48,1.37,26.03,0.0,1.37,0.0,0.68,3.42,0.68,0.0,1.37,5.48,1.37,0,1,6,2,0,0,2,0.0,0.68,4.11,1.37,0.0,0.0,1.37
縣市立,普通科,普通科,46978,18136,218,24331,305,1,13,22,9,43,110,454,498,7,93.97,38.61,0.46,51.79,0.65,0.0,0.03,0.05,0.02,0.09,0.23,0.97,1.06,0.01,12,2,24,5,2,19,17,4,86,8,2,0,4,11,149,7,3,49,53,0.97,0.03,0.0,0.05,0.01,0.0,0.04,0.04,0.01,0.18,0.02,0.0,0.0,0.01,0.02,0.32,0.01,0.01,0.1,0.11,16,121,25,2009,9,35,27,0.03,0.26,0.05,4.28,0.02,0.07,0.06
縣市立,專業群科,機械群,2402,907,154,931,90,3,0,1,0,0,1,13,2,1,87.55,37.76,6.41,38.76,3.75,0.12,0.0,0.04,0.0,0.0,0.04,0.54,0.08,0.04,1,0,88,4,1,11,9,4,22,1,0,1,13,6,0,0,0,6,5,7.16,0.04,0.0,3.66,0.17,0.04,0.46,0.37,0.17,0.92,0.04,0.0,0.04,0.54,0.25,0.0,0.0,0.0,0.25,0.21,27,36,16,33,1,1,2,1.12,1.5,0.67,1.37,0.04,0.04,0.08
縣市立,專業群科,動力機械群,755,244,27,326,43,10,0,0,0,0,0,5,0,0,86.75,32.32,3.58,43.18,5.7,1.32,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0,0,3,2,0,2,3,3,3,0,0,0,29,2,2,0,0,1,4,7.15,0.0,0.0,0.4,0.26,0.0,0.26,0.4,0.4,0.4,0.0,0.0,0.0,3.84,0.26,0.26,0.0,0.0,0.13,0.53,7,12,6,19,0,0,0,0.93,1.59,0.79,2.52,0.0,0.0,0.0
縣市立,專業群科,電機與電子群,3629,1781,126,1377,40,7,1,0,0,1,2,28,1,3,92.78,49.08,3.47,37.94,1.1,0.19,0.03,0.0,0.0,0.03,0.06,0.77,0.03,0.08,0,2,50,14,1,4,6,1,16,4,0,0,13,2,3,0,0,7,15,3.8,0.0,0.06,1.38,0.39,0.03,0.11,0.17,0.03,0.44,0.11,0.0,0.0,0.36,0.06,0.08,0.0,0.0,0.19,0.41,7,12,8,61,0,1,9,0.19,0.33,0.22,1.68,0.0,0.03,0.25
縣市立,專業群科,化工群,573,339,1,164,33,0,0,0,0,0,2,3,0,0,94.59,59.16,0.17,28.62,5.76,0.0,0.0,0.0,0.0,0.0,0.35,0.52,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.87,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0,0,3,14,0,0,5,0.0,0.0,0.52,2.44,0.0,0.0,0.87
縣市立,專業群科,土木與建築群,641,352,2,215,5,8,0,0,0,0,0,5,1,0,91.73,54.91,0.31,33.54,0.78,1.25,0.0,0.0,0.0,0.0,0.0,0.78,0.16,0.0,0,0,7,0,0,11,2,0,2,0,0,0,7,0,0,0,0,3,0,4.99,0.0,0.0,1.09,0.0,0.0,1.72,0.31,0.0,0.31,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.47,0.0,0,4,0,15,0,0,1,0.0,0.62,0.0,2.34,0.0,0.0,0.16
