設立別,學程別,群科別,畢業生人數,升公立大學日間部人數,升公立大學進修學士班人數,升私立大學日間部人數,升私立大學進修學士班人數,升公立二專日間部人數,升公立二專夜間部人數,升私立二專日間部人數,升私立二專夜間部人數,升警察大學人數,升警察專科學校人數,升軍事院校人數,赴國外_大陸就讀人數,升其他學校人數,升學率,升公立大學日間部比率,升公立大學進修學士班比率,升私立大學日間部比率,升私立大學進修學士班比率,升公立二專日間部比率,升公立二專夜間部比率,升私立二專日間部比率,升私立二專夜間部比率,升警察大學比率,升警察專科學校比率,升軍事院校比率,赴國外_大陸就讀比率,升其他學校比率,就農_林_漁_牧業人數,就礦業及土石採取業人數,就製造業人數,就電力及燃氣供應業人數,就用水供應及污染整治業人數,就營造業人數,就批發及零售業人數,就運輸及倉儲業人數,就住宿及餐飲業人數,就資訊及通訊傳播業人數,就金融及保險業人數,就不動產業人數,就專業_科學及技術服務業人數,就支援服務業人數,就公共行政及國防；強制性社會安全人數,就教育服務業人數,就醫療保健及社會工作服務業人數,就藝術_娛樂及休閒服務業人數,就其他服務業人數,就業率,就農_林_漁_牧業比率,就礦業及土石採取業比率,就製造業比率,就電力及燃氣供應業比率,就用水供應及污染整治業比率,就營造業比率,就批發及零售業比率,就運輸及倉儲業比率,就住宿及餐飲業比率,就資訊及通訊傳播業比率,就金融及保險業比率,就不動產業比率,就專業_科學及技術服務業比率,就支援服務業比率,就公共行政及國防；強制性社會安全比率,就教育服務業比率,就醫療保健及社會工作服務業比率,就藝術_娛樂及休閒服務業比率,就其他服務業比率,正在接受職業訓練人數,正在軍中服役人數,需要工作而未找到人數,補習或準備升學人數,健康不良在家休養人數,準備出國人數,其他人數,正在接受職業訓練比率,正在軍中服役比率,需要工作而未找到比率,補習或準備升學比率,健康不良在家休養比率,準備出國比率,其他比率
國立,綜合高中,動力機械群,33,5,5,10,0,0,0,0,0,0,0,0,0,0,60.6060606061,15.1515151515,15.1515151515,30.303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1,0,0,0,1,0,0,0,0,0,1,1,5,0,0,0,0,39.3939393939,12.1212121212,0.0,3.0303030303,0.0,0.0,0.0,3.0303030303,0.0,0.0,0.0,0.0,0.0,3.0303030303,3.0303030303,15.1515151515,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
國立,綜合高中,電機與電子群,430,126,9,207,18,0,0,0,0,0,1,8,0,1,86.0465116279,29.3023255814,2.0930232558,48.1395348837,4.1860465116,0.0,0.0,0.0,0.0,0.0,0.2325581395,1.8604651163,0.0,0.2325581395,0,0,3,0,0,2,0,0,13,0,0,0,3,6,8,0,0,1,2,8.8372093023,0.0,0.0,0.6976744186,0.0,0.0,0.4651162791,0.0,0.0,3.023255814,0.0,0.0,0.0,0.6976744186,1.3953488372,1.8604651163,0.0,0.0,0.2325581395,0.4651162791,6,10,4,1,0,0,1,1.3953488372,2.3255813953,0.9302325581,0.2325581395,0.0,0.0,0.2325581395
國立,綜合高中,化工群,49,20,2,22,2,0,0,0,0,0,0,0,0,0,93.8775510204,40.8163265306,4.0816326531,44.8979591837,4.0816326531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,6.1224489796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0816326531,0.0,2.0408163265,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
國立,綜合高中,土木與建築群,174,44,6,73,26,8,0,0,0,0,0,1,0,0,90.8045977011,25.2873563218,3.4482758621,41.9540229885,14.9425287356,4.5977011494,0.0,0.0,0.0,0.0,0.0,0.5747126437,0.0,0.0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,3,0,0,0,1,5.1724137931,0.0,0.0,0.0,0.0,0.5747126437,1.1494252874,0.0,0.0,1.1494252874,0.0,0.0,0.0,0.0,0.0,1.724137931,0.0,0.0,0.0,0.5747126437,0,1,0,5,1,0,0,0.0,0.5747126437,0.0,2.8735632184,0.5747126437,0.0,0.0
國立,綜合高中,商業與管理群,1450,309,25,929,20,6,0,2,0,0,0,15,2,0,90.2068965517,21.3103448276,1.724137931,64.0689655172,1.3793103448,0.4137931034,0.0,0.1379310345,0.0,0.0,0.0,1.0344827586,0.1379310345,0.0,0,0,2,3,0,2,10,5,11,1,0,0,1,1,13,0,0,8,4,4.2068965517,0.0,0.0,0.1379310345,0.2068965517,0.0,0.1379310345,0.6896551724,0.3448275862,0.7586206897,0.0689655172,0.0,0.0,0.0689655172,0.0689655172,0.8965517241,0.0,0.0,0.5517241379,0.275862069,0,38,3,11,1,0,15,0.0,2.6206896552,0.2068965517,0.7586206897,0.0689655172,0.0,1.0344827586
國立,綜合高中,外語群,275,53,4,200,9,0,0,0,0,0,0,1,0,0,97.0909090909,19.2727272727,1.4545454545,72.7272727273,3.2727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.3636363636,0.0,0.0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1.4545454545,0.0,0.0,0.0,0.0,0.0,0.3636363636,0.0,0.0,1.0909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,0,0,0,0.0,0.0,0.0,1.4545454545,0.0,0.0,0.0
國立,綜合高中,設計群,447,62,17,306,16,0,0,0,0,0,0,1,0,0,89.932885906,13.870246085,3.8031319911,68.4563758389,3.5794183445,0.0,0.0,0.0,0.0,0.0,0.0,0.2237136465,0.0,0.0,0,0,0,1,0,0,2,1,0,1,0,0,1,2,3,0,0,0,0,2.4608501119,0.0,0.0,0.0,0.2237136465,0.0,0.0,0.4474272931,0.2237136465,0.0,0.2237136465,0.0,0.0,0.2237136465,0.4474272931,0.6711409396,0.0,0.0,0.0,0.0,0,9,4,15,0,0,3,0.0,2.0134228188,0.8948545861,3.355704698,0.0,0.0,0.6711409396
國立,綜合高中,農業群,86,43,0,26,0,1,0,0,0,0,0,2,0,0,83.7209302326,50.0,0.0,30.2325581395,0.0,1.1627906977,0.0,0.0,0.0,0.0,0.0,2.3255813953,0.0,0.0,4,0,1,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,11.6279069767,4.6511627907,0.0,1.1627906977,0.0,0.0,0.0,0.0,0.0,1.1627906977,0.0,1.1627906977,0.0,1.1627906977,0.0,2.3255813953,0.0,0.0,0.0,0.0,0,0,2,2,0,0,0,0.0,0.0,2.3255813953,2.3255813953,0.0,0.0,0.0
國立,綜合高中,食品群,189,62,6,96,9,0,0,0,0,0,0,1,0,0,92.0634920635,32.8042328042,3.1746031746,50.7936507937,4.7619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.5291005291,0.0,0.0,0,0,1,0,0,0,2,0,1,0,0,0,0,3,3,0,0,0,2,6.3492063492,0.0,0.0,0.5291005291,0.0,0.0,0.0,1.0582010582,0.0,0.5291005291,0.0,0.0,0.0,0.0,1.5873015873,1.5873015873,0.0,0.0,0.0,1.0582010582,0,2,0,1,0,0,0,0.0,1.0582010582,0.0,0.5291005291,0.0,0.0,0.0
國立,綜合高中,家政群,135,11,1,85,2,0,0,0,0,0,0,1,0,0,74.0740740741,8.1481481481,0.7407407407,62.962962963,1.4814814815,0.0,0.0,0.0,0.0,0.0,0.0,0.7407407407,0.0,0.0,0,0,1,0,0,0,2,0,3,0,0,0,0,0,4,1,0,11,7,21.4814814815,0.0,0.0,0.7407407407,0.0,0.0,0.0,1.4814814815,0.0,2.2222222222,0.0,0.0,0.0,0.0,0.0,2.962962963,0.7407407407,0.0,8.1481481481,5.1851851852,4,1,0,0,1,0,0,2.962962963,0.7407407407,0.0,0.0,0.7407407407,0.0,0.0
國立,綜合高中,餐旅群,586,108,2,345,13,3,0,0,0,0,0,9,0,0,81.9112627986,18.4300341297,0.3412969283,58.8737201365,2.2184300341,0.5119453925,0.0,0.0,0.0,0.0,0.0,1.5358361775,0.0,0.0,0,0,0,0,1,4,2,3,31,0,0,0,3,0,13,0,4,2,0,10.7508532423,0.0,0.0,0.0,0.0,0.1706484642,0.6825938567,0.3412969283,0.5119453925,5.2901023891,0.0,0.0,0.0,0.5119453925,0.0,2.2184300341,0.0,0.6825938567,0.3412969283,0.0,0,15,14,4,0,1,5,0.0,2.5597269625,2.3890784983,0.6825938567,0.0,0.1706484642,0.8532423208
國立,綜合高中,水產群,42,6,0,22,0,0,0,0,0,0,0,0,0,0,66.6666666667,14.2857142857,0.0,52.380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,14.2857142857,2.380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1428571429,2.380952381,0.0,0.0,0.0,2.380952381,0.0,0.0,0.0,0.0,0.0,0,4,0,1,0,0,2,0.0,9.5238095238,0.0,2.380952381,0.0,0.0,4.7619047619
國立,綜合高中,海事群,16,4,0,8,0,0,0,0,0,0,0,0,0,0,75.0,25.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0,0,0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
國立,綜合高中,藝術群,14,2,0,9,0,0,0,0,0,0,0,0,0,0,78.5714285714,14.2857142857,0.0,64.2857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,21.4285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4285714286,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
國立,綜合高中,綜合,6,0,0,5,0,0,0,0,0,0,0,0,0,0,83.3333333333,0.0,0.0,83.3333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16.6666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6666666667,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
國立,實用技能學程,機械群,565,36,64,186,80,4,5,2,6,0,0,9,0,0,69.3805309735,6.3716814159,11.3274336283,32.9203539823,14.1592920354,0.7079646018,0.8849557522,0.3539823009,1.0619469027,0.0,0.0,1.592920354,0.0,0.0,4,1,36,2,0,5,6,3,25,0,0,1,14,0,5,0,1,5,6,20.1769911504,0.7079646018,0.1769911504,6.3716814159,0.3539823009,0.0,0.8849557522,1.0619469027,0.5309734513,4.4247787611,0.0,0.0,0.1769911504,2.4778761062,0.0,0.8849557522,0.0,0.1769911504,0.8849557522,1.0619469027,3,31,7,6,0,0,0,0.5309734513,5.4867256637,1.2389380531,1.0619469027,0.0,0.0,0.0
國立,實用技能學程,動力機械群,131,4,7,26,10,0,0,0,1,0,0,2,0,0,38.1679389313,3.0534351145,5.3435114504,19.8473282443,7.6335877863,0.0,0.0,0.0,0.7633587786,0.0,0.0,1.5267175573,0.0,0.0,1,0,9,0,0,1,4,2,13,0,1,0,25,3,1,0,0,0,6,50.3816793893,0.7633587786,0.0,6.8702290076,0.0,0.0,0.7633587786,3.0534351145,1.5267175573,9.9236641221,0.0,0.7633587786,0.0,19.0839694656,2.2900763359,0.7633587786,0.0,0.0,0.0,4.5801526718,0,9,4,0,0,0,0,0.0,6.8702290076,3.0534351145,0.0,0.0,0.0,0.0
國立,實用技能學程,電機與電子群,593,34,33,170,75,0,0,0,4,0,0,14,0,0,55.6492411467,5.7335581788,5.5649241147,28.6677908938,12.6475548061,0.0,0.0,0.0,0.6745362563,0.0,0.0,2.3608768971,0.0,0.0,11,0,39,7,1,13,10,7,18,1,0,0,33,11,9,0,2,5,20,31.5345699831,1.8549747049,0.0,6.5767284992,1.1804384486,0.1686340641,2.1922428331,1.6863406408,1.1804384486,3.0354131535,0.1686340641,0.0,0.0,5.5649241147,1.8549747049,1.5177065767,0.0,0.3372681282,0.8431703204,3.3726812816,4,47,10,2,0,0,4,0.6745362563,7.9258010118,1.6863406408,0.3372681282,0.0,0.0,0.6745362563
