設立別,學程別,群科別,畢業生人數,升公立大學日間部人數,升公立大學進修學士班人數,升私立大學日間部人數,升私立大學進修學士班人數,升公立二專日間部人數,升公立二專夜間部人數,升私立二專日間部人數,升私立二專夜間部人數,升警察大學人數,升警察專科學校人數,升軍事院校人數,赴國外_大陸就讀人數,升其他學校人數,升學率,升公立大學日間部比率,升公立大學進修學士班比率,升私立大學日間部比率,升私立大學進修學士班比率,升公立二專日間部比率,升公立二專夜間部比率,升私立二專日間部比率,升私立二專夜間部比率,升警察大學比率,升警察專科學校比率,升軍事院校比率,赴國外_大陸就讀比率,升其他學校比率,就農_林_漁_牧業人數,就礦業及土石採取業人數,就製造業人數,就電力及燃氣供應業人數,就用水供應及污染整治業人數,就營造業人數,就批發及零售業人數,就運輸及倉儲業人數,就住宿及餐飲業人數,就資訊及通訊傳播業人數,就金融及保險業人數,就不動產業人數,就專業_科學及技術服務業人數,就支援服務業人數,就公共行政及國防；強制性社會安全人數,就教育服務業人數,就醫療保健及社會工作服務業人數,就藝術_娛樂及休閒服務業人數,就其他服務業人數,就業率,就農_林_漁_牧業比率,就礦業及土石採取業比率,就製造業比率,就電力及燃氣供應業比率,就用水供應及污染整治業比率,就營造業比率,就批發及零售業比率,就運輸及倉儲業比率,就住宿及餐飲業比率,就資訊及通訊傳播業比率,就金融及保險業比率,就不動產業比率,就專業_科學及技術服務業比率,就支援服務業比率,就公共行政及國防；強制性社會安全比率,就教育服務業比率,就醫療保健及社會工作服務業比率,就藝術_娛樂及休閒服務業比率,就其他服務業比率,正在接受職業訓練人數,正在軍中服役人數,需要工作而未找到人數,補習或準備升學人數,健康不良在家休養人數,準備出國人數,其他人數,正在接受職業訓練比率,正在軍中服役比率,需要工作而未找到比率,補習或準備升學比率,健康不良在家休養比率,準備出國比率,其他比率
縣市立,綜合高中,土木與建築群,127,67,1,45,4,3,0,0,0,0,0,0,0,0,94.4881889764,52.7559055118,0.7874015748,35.4330708661,3.1496062992,2.3622047244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5748031496,0.0,0.0,0.0,0.0,0.0,1.5748031496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,3,0,0,0,0.0,1.5748031496,0.0,2.3622047244,0.0,0.0,0.0
縣市立,綜合高中,商業與管理群,526,116,15,347,15,0,0,0,0,0,0,3,0,0,94.2965779468,22.0532319392,2.8517110266,65.969581749,2.8517110266,0.0,0.0,0.0,0.0,0.0,0.0,0.5703422053,0.0,0.0,0,0,0,1,0,1,0,0,5,0,0,0,0,2,6,0,0,0,1,3.0418250951,0.0,0.0,0.0,0.1901140684,0.0,0.1901140684,0.0,0.0,0.9505703422,0.0,0.0,0.0,0.0,0.3802281369,1.1406844106,0.0,0.0,0.0,0.1901140684,0,4,3,5,0,0,0,0.0,0.7604562738,0.5703422053,0.9505703422,0.0,0.0,0.0
縣市立,綜合高中,外語群,53,12,0,33,1,0,0,0,0,0,0,1,0,0,88.679245283,22.641509434,0.0,62.2641509434,1.8867924528,0.0,0.0,0.0,0.0,0.0,0.0,1.8867924528,0.0,0.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5.6603773585,0.0,0.0,0.0,1.8867924528,0.0,1.8867924528,0.0,1.8867924528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0.0,1.8867924528,0.0,1.8867924528,0.0,0.0,0.0
縣市立,綜合高中,設計群,136,18,0,101,6,0,0,0,0,0,0,0,0,0,91.9117647059,13.2352941176,0.0,74.2647058824,4.4117647059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0,5.1470588235,0.0,0.0,0.7352941176,0.0,0.0,0.0,0.7352941176,0.0,1.4705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2058823529,0.0,0,1,0,3,0,0,0,0.0,0.7352941176,0.0,2.2058823529,0.0,0.0,0.0
縣市立,綜合高中,農業群,19,14,0,5,0,0,0,0,0,0,0,0,0,0,100.0,73.6842105263,0.0,26.3157894737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
縣市立,綜合高中,家政群,46,9,0,32,0,0,0,0,0,0,0,0,0,0,89.1304347826,19.5652173913,0.0,69.5652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5,0,0,0,0.0,0.0,0.0,10.8695652174,0.0,0.0,0.0
縣市立,綜合高中,餐旅群,99,10,4,66,4,0,0,0,0,0,0,0,0,0,84.8484848485,10.101010101,4.0404040404,66.6666666667,4.0404040404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,13.1313131313,2.0202020202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0303030303,0.0,0.0,0.0,0.0,0.0,3.0303030303,0.0,0.0,0.0,5.0505050505,0,0,0,1,0,0,0,0.0,0.0,0.0,1.0101010101,0.0,0.0,0.0
縣市立,實用技能學程,機械群,58,1,0,20,0,0,0,0,0,0,0,0,0,0,36.2068965517,1.724137931,0.0,34.4827586207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,29,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,58.6206896552,0.0,0.0,50.0,1.724137931,0.0,3.4482758621,0.0,1.724137931,1.724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,1.724137931,0.0,0.0,0.0,0.0,0.0
縣市立,實用技能學程,動力機械群,83,1,0,4,51,0,0,0,2,0,0,0,0,0,69.8795180723,1.2048192771,0.0,4.8192771084,61.4457831325,0.0,0.0,0.0,2.4096385542,0.0,0.0,0.0,0.0,0.0,0,0,11,0,0,0,3,1,0,0,0,0,0,2,0,0,1,3,0,25.3012048193,0.0,0.0,13.2530120482,0.0,0.0,0.0,3.6144578313,1.2048192771,0.0,0.0,0.0,0.0,0.0,2.4096385542,0.0,0.0,1.2048192771,3.6144578313,0.0,0,1,2,0,0,0,0,0.0,1.2048192771,2.4096385542,0.0,0.0,0.0,0.0
縣市立,實用技能學程,電機與電子群,59,2,1,19,15,0,0,0,0,0,0,0,0,0,62.7118644068,3.3898305085,1.6949152542,32.2033898305,25.4237288136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,0,0,0,2,1,0,0,1,3,0,0,0,0,0,16.9491525424,0.0,0.0,5.0847457627,0.0,0.0,0.0,0.0,0.0,3.3898305085,1.6949152542,0.0,0.0,1.6949152542,5.0847457627,0.0,0.0,0.0,0.0,0.0,0,8,0,0,1,0,2,0.0,13.5593220339,0.0,0.0,1.6949152542,0.0,3.3898305085
縣市立,實用技能學程,土木與建築群,10,0,0,0,4,0,0,0,0,0,0,0,0,0,40.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,60.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
縣市立,實用技能學程,商業與管理群,112,4,12,27,22,0,0,0,0,0,0,1,0,0,58.9285714286,3.5714285714,10.7142857143,24.1071428571,19.6428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.8928571429,0.0,0.0,2,0,3,0,0,2,7,0,2,0,0,0,6,1,0,0,0,2,8,29.4642857143,1.7857142857,0.0,2.6785714286,0.0,0.0,1.7857142857,6.25,0.0,1.7857142857,0.0,0.0,0.0,5.3571428571,0.8928571429,0.0,0.0,0.0,1.7857142857,7.1428571429,0,2,2,0,0,0,1,0.0,1.7857142857,1.7857142857,0.0,0.0,0.0,0.8928571429
縣市立,實用技能學程,設計群,15,0,0,0,4,0,0,0,0,0,0,0,0,0,26.6666666667,0.0,0.0,0.0,26.6666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,0,2,0,0,0,2,2,0,0,0,0,0,60.0,0.0,0.0,6.6666666667,0.0,0.0,6.6666666667,6.6666666667,0.0,13.3333333333,0.0,0.0,0.0,13.3333333333,13.3333333333,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0.0,13.3333333333,0.0,0.0,0.0,0.0,0.0
縣市立,實用技能學程,餐旅群,30,0,0,22,4,0,0,0,0,0,0,0,0,0,86.6666666667,0.0,0.0,73.3333333333,13.3333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13.3333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
縣市立,實用技能學程,美容造型群,34,3,0,12,0,0,0,0,0,0,0,0,0,0,44.1176470588,8.8235294118,0.0,35.2941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,19,0,0,0,0.0,0.0,0.0,55.8823529412,0.0,0.0,0.0
縣市立,進修部(學校),,373,1,5,10,28,0,0,0,1,0,0,0,0,3,12.8686327078,0.2680965147,1.3404825737,2.6809651475,7.5067024129,0.0,0.0,0.0,0.2680965147,0.0,0.0,0.0,0.0,0.8042895442,10,0,27,3,0,3,7,7,7,3,3,2,0,0,1,3,15,9,102,54.1554959786,2.6809651475,0.0,7.2386058981,0.8042895442,0.0,0.8042895442,1.8766756032,1.8766756032,1.8766756032,0.8042895442,0.8042895442,0.5361930295,0.0,0.0,0.2680965147,0.8042895442,4.0214477212,2.4128686327,27.345844504,1,0,0,0,0,0,100,0.2680965147,0.0,0.0,0.0,0.0,0.0,26.8096514745
縣市立,進修部(學校),機械群,306,6,8,103,84,0,0,0,0,0,0,1,0,0,66.0130718954,1.9607843137,2.614379085,33.660130719,27.4509803922,0.0,0.0,0.0,0.0,0.0,0.0,0.3267973856,0.0,0.0,0,1,39,1,0,5,6,2,8,0,0,0,6,6,0,1,0,1,4,26.1437908497,0.0,0.3267973856,12.7450980392,0.3267973856,0.0,1.6339869281,1.9607843137,0.6535947712,2.614379085,0.0,0.0,0.0,1.9607843137,1.9607843137,0.0,0.3267973856,0.0,0.3267973856,1.3071895425,0,8,8,4,0,1,2,0.0,2.614379085,2.614379085,1.3071895425,0.0,0.3267973856,0.6535947712
縣市立,進修部(學校),動力機械群,77,5,1,17,20,0,0,0,0,0,0,0,0,0,55.8441558442,6.4935064935,1.2987012987,22.0779220779,25.974025974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,0,0,2,0,3,0,0,0,4,0,0,0,0,2,0,20.7792207792,0.0,0.0,6.4935064935,0.0,0.0,0.0,2.5974025974,0.0,3.8961038961,0.0,0.0,0.0,5.1948051948,0.0,0.0,0.0,0.0,2.5974025974,0.0,0,2,2,1,0,0,0,0.0,2.5974025974,2.5974025974,1.2987012987,0.0,0.0,0.0
縣市立,進修部(學校),電機與電子群,312,4,6,77,77,0,0,0,10,0,0,0,0,2,56.4102564103,1.2820512821,1.9230769231,24.6794871795,24.6794871795,0.0,0.0,0.0,3.2051282051,0.0,0.0,0.0,0.0,0.641025641,0,0,31,3,0,4,5,4,21,10,0,0,7,0,2,0,0,3,4,30.1282051282,0.0,0.0,9.9358974359,0.9615384615,0.0,1.2820512821,1.6025641026,1.2820512821,6.7307692308,3.2051282051,0.0,0.0,2.2435897436,0.0,0.641025641,0.0,0.0,0.9615384615,1.2820512821,4,5,4,2,1,0,1,1.2820512821,1.6025641026,1.2820512821,0.641025641,0.3205128205,0.0,0.3205128205
縣市立,進修部(學校),化工群,16,2,3,6,1,0,1,0,0,0,0,0,0,0,81.25,12.5,18.75,37.5,6.25,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
縣市立,進修部(學校),土木與建築群,46,2,7,12,14,2,0,0,0,0,0,0,0,0,80.4347826087,4.347826087,15.2173913043,26.0869565217,30.4347826087,4.347826087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,19.5652173913,0.0,0.0,0.0,0.0,0.0,13.0434782609,0.0,0.0,0.0,0.0,0.0,6.5217391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
縣市立,進修部(學校),商業與管理群,269,7,28,67,91,0,0,0,2,0,0,1,1,1,73.6059479554,2.6022304833,10.4089219331,24.907063197,33.8289962825,0.0,0.0,0.0,0.7434944238,0.0,0.0,0.3717472119,0.3717472119,0.3717472119,0,0,6,1,0,0,8,1,10,0,1,0,2,4,1,0,1,4,0,14.4981412639,0.0,0.0,2.2304832714,0.3717472119,0.0,0.0,2.9739776952,0.3717472119,3.717472119,0.0,0.3717472119,0.0,0.7434944238,1.4869888476,0.3717472119,0.0,0.3717472119,1.4869888476,0.0,0,9,6,3,1,0,0,0.0,3.3457249071,2.2304832714,1.1152416357,0.3717472119,0.0,0.0
縣市立,進修部(學校),設計群,108,1,3,22,43,0,0,0,0,0,0,0,0,0,63.8888888889,0.9259259259,2.7777777778,20.3703703704,39.8148148148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,2,0,0,9,0,0,0,3,2,1,1,0,3,8,27.7777777778,0.0,0.0,0.9259259259,0.0,0.0,1.8518518519,0.0,0.0,8.3333333333,0.0,0.0,0.0,2.7777777778,1.8518518519,0.9259259259,0.9259259259,0.0,2.7777777778,7.4074074074,0,1,1,0,0,0,0,0.0,0.9259259259,0.9259259259,0.0,0.0,0.0,0.0
縣市立,進修部(學校),餐旅群,51,0,0,24,8,0,0,0,0,0,0,0,0,0,62.7450980392,0.0,0.0,47.0588235294,15.6862745098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,2,0,2,4,0,29.4117647059,0.0,0.0,0.0,0.0,0.0,0.0,5.8823529412,0.0,7.8431372549,0.0,0.0,0.0,0.0,0.0,3.9215686275,0.0,3.9215686275,7.8431372549,0.0,0,0,0,1,0,0,3,0.0,0.0,0.0,1.9607843137,0.0,0.0,5.8823529412
私立,普通科,,28447,6136,135,19250,567,10,15,69,11,28,146,291,683,15,96.164797694,21.569937076,0.4745667381,67.6697015503,1.9931803002,0.0351530917,0.0527296376,0.2425563328,0.0386684009,0.0984286568,0.513235139,1.0229549689,2.4009561641,0.0527296376,5,0,12,0,1,8,10,6,72,17,12,0,17,16,41,2,4,16,22,0.9174956937,0.0175765459,0.0,0.0421837101,0.0,0.0035153092,0.0281224734,0.0351530917,0.021091855,0.2531022603,0.0597602559,0.0421837101,0.0,0.0597602559,0.0562449467,0.144127676,0.0070306183,0.0140612367,0.0562449467,0.0773368018,11,116,8,581,3,24,15,0.0386684009,0.4077758639,0.0281224734,2.0423946286,0.0105459275,0.0843674201,0.0527296376
私立,專業群(職業)科,機械群,1757,172,33,843,238,2,1,1,16,0,1,12,0,3,75.2418895845,9.7894137735,1.8782014798,47.9795105293,13.5458167331,0.1138303927,0.0569151964,0.0569151964,0.9106431417,0.0,0.0569151964,0.6829823563,0.0,0.1707455891,11,2,136,7,0,16,10,11,29,2,9,0,6,2,10,1,0,0,17,15.3101878201,0.6260671599,0.1138303927,7.7404667046,0.3984063745,0.0,0.9106431417,0.5691519636,0.6260671599,1.6505406944,0.1138303927,0.5122367672,0.0,0.3414911781,0.1138303927,0.5691519636,0.0569151964,0.0,0.0,0.9675583381,6,78,40,16,0,2,8,0.3414911781,4.4393853159,2.2766078543,0.9106431417,0.0,0.1138303927,0.4553215709
私立,專業群(職業)科,動力機械群,4167,98,25,1247,485,11,6,16,33,0,2,42,0,2,47.2042236621,2.3518118551,0.5999520038,29.9256059515,11.6390688745,0.2639788817,0.1439884809,0.3839692825,0.7919366451,0.0,0.0479961603,1.0079193665,0.0,0.0479961603,54,4,371,28,5,74,56,164,88,17,10,1,354,44,114,1,0,23,167,37.7969762419,1.2958963283,0.0959923206,8.903287737,0.6719462443,0.1199904008,1.7758579314,1.3438924886,3.9356851452,2.1118310535,0.4079673626,0.2399808015,0.0239980802,8.4953203744,1.0559155268,2.7357811375,0.0239980802,0.0,0.5519558435,4.0076793856,26,374,132,18,10,2,25,0.623950084,8.9752819774,3.1677465803,0.4319654428,0.2399808015,0.0479961603,0.5999520038
私立,專業群(職業)科,電機與電子群,10759,748,167,6248,1112,10,3,13,42,1,0,114,4,3,78.6783158286,6.9523189888,1.5521888651,58.0723115531,10.3355330421,0.092945441,0.0278836323,0.1208290733,0.3903708523,0.0092945441,0.0,1.0595780277,0.0371781764,0.0278836323,29,5,341,42,3,68,95,48,180,74,6,1,97,61,84,1,5,32,179,12.5569290826,0.269541779,0.0464727205,3.169439539,0.3903708523,0.0278836323,0.632028999,0.8829816897,0.4461381169,1.6730179385,0.6877962636,0.0557672646,0.0092945441,0.901570778,0.5669671903,0.7807417046,0.0092945441,0.0464727205,0.2974254113,1.6637233944,29,507,185,42,14,7,84,0.269541779,4.71233386,1.719490659,0.3903708523,0.1301236174,0.0650618087,0.7807417046
私立,專業群(職業)科,土木與建築群,183,17,0,122,11,0,0,1,1,0,0,4,1,0,85.7923497268,9.2896174863,0.0,66.6666666667,6.0109289617,0.0,0.0,0.5464480874,0.5464480874,0.0,0.0,2.1857923497,0.5464480874,0.0,0,0,0,0,0,8,0,1,2,0,0,0,0,0,0,0,0,0,1,6.5573770492,0.0,0.0,0.0,0.0,0.0,4.3715846995,0.0,0.5464480874,1.0928961749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5464480874,2,3,1,7,1,0,0,1.0928961749,1.6393442623,0.5464480874,3.825136612,0.5464480874,0.0,0.0
私立,專業群(職業)科,商業與管理群,11879,852,230,7896,910,90,13,44,83,0,6,77,9,15,86.0762690462,7.1723209024,1.936189915,66.4702416028,7.6605774897,0.7576395319,0.1094368213,0.370401549,0.6987120128,0.0,0.0505093021,0.6482027107,0.0757639532,0.1262732553,18,1,99,11,2,59,158,29,226,30,13,0,53,31,85,5,16,36,142,8.5360720599,0.1515279064,0.008418217,0.8334034851,0.0926003872,0.016836434,0.4966748043,1.3300782894,0.2441282936,1.9025170469,0.2525465106,0.1094368213,0.0,0.4461655021,0.2609647277,0.7155484468,0.0420910851,0.1346914723,0.3030558128,1.1953868171,26,272,142,61,17,8,45,0.2188736426,2.2897550299,1.1953868171,0.5135112383,0.1431096894,0.0673457362,0.378819766
私立,專業群(職業)科,外語群,5183,609,115,3817,212,0,2,35,9,0,2,25,43,2,93.9803202778,11.7499517654,2.2187922053,73.6446073702,4.0902951958,0.0,0.0385876905,0.6752845842,0.1736446074,0.0,0.0385876905,0.4823461316,0.8296353463,0.0385876905,1,0,5,4,0,3,16,3,44,2,3,0,3,12,15,1,2,14,24,2.93266448,0.0192938453,0.0,0.0964692263,0.0771753811,0.0,0.0578815358,0.3087015242,0.0578815358,0.8489291916,0.0385876905,0.0578815358,0.0,0.0578815358,0.2315261432,0.289407679,0.0192938453,0.0385876905,0.2701138337,0.4630522863,8,28,31,36,2,21,15,0.1543507621,0.5402276674,0.5981092032,0.6945784295,0.0385876905,0.4051707505,0.289407679
私立,專業群(職業)科,設計群,6564,207,60,4716,595,5,6,10,23,0,1,23,33,4,86.578305911,3.1535648995,0.9140767824,71.8464351005,9.0645947593,0.0761730652,0.0914076782,0.1523461304,0.3503960999,0.0,0.015234613,0.3503960999,0.5027422303,0.0609384522,2,3,17,1,1,16,24,5,125,19,8,1,42,24,26,10,1,84,84,7.5106642291,0.0304692261,0.0457038391,0.2589884217,0.015234613,0.015234613,0.2437538087,0.365630713,0.0761730652,1.9043266301,0.2894576478,0.1218769043,0.015234613,0.6398537477,0.365630713,0.3960999391,0.1523461304,0.015234613,1.2797074954,1.2797074954,17,89,71,110,10,25,31,0.2589884217,1.3558805606,1.0816575259,1.6758074345,0.1523461304,0.380865326,0.4722730043
私立,專業群(職業)科,食品群,81,0,0,14,25,0,0,0,0,0,0,0,0,1,49.3827160494,0.0,0.0,17.2839506173,30.8641975309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2345679012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,30.8641975309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.8641975309,1,8,7,0,0,0,0,1.2345679012,9.8765432099,8.6419753086,0.0,0.0,0.0,0.0
私立,專業群(職業)科,家政群,6631,214,86,3226,626,34,25,51,79,2,1,14,10,9,66.0081435681,3.2272658724,1.2969386216,48.6502789926,9.4405067109,0.512743176,0.3770170412,0.769114764,1.1913738501,0.0301613633,0.0150806816,0.2111295431,0.1508068165,0.1357261348,10,2,50,3,1,2,107,10,197,15,3,1,539,56,56,27,16,202,517,27.3563565073,0.1508068165,0.0301613633,0.7540340823,0.0452420449,0.0150806816,0.0301613633,1.6136329362,0.1508068165,2.9708942844,0.2262102247,0.0452420449,0.0150806816,8.1284874076,0.8445181722,0.8445181722,0.4071784045,0.2412909063,3.0462976927,7.7967124114,37,49,205,37,26,7,41,0.5579852209,0.7389534007,3.0915397376,0.5579852209,0.3920977228,0.1055647715,0.6183079475
私立,專業群(職業)科,餐旅群,20299,457,411,10131,2206,93,51,101,144,1,4,86,45,54,67.9048228977,2.2513424307,2.0247302823,49.9088625055,10.8675304202,0.4581506478,0.2512439036,0.4975614562,0.7093945515,0.0049263511,0.0197054042,0.4236661905,0.2216857973,0.2660229568,76,6,264,40,4,81,295,50,2807,14,5,7,147,77,214,9,18,179,382,23.0306911671,0.3744026799,0.0295581063,1.3005566777,0.1970540421,0.0197054042,0.3990344352,1.4532735603,0.2463175526,13.8282674023,0.0689689147,0.0246317553,0.0344844574,0.7241736046,0.379329031,1.0542391251,0.0443371595,0.0886743189,0.8818168383,1.8818661018,64,655,627,87,44,22,113,0.3152864673,3.2267599389,3.0888221095,0.4285925415,0.2167594463,0.1083797231,0.5566776689
私立,專業群(職業)科,海事群,47,3,0,23,0,0,0,0,0,0,0,0,0,0,55.3191489362,6.3829787234,0.0,48.9361702128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,21.2765957447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2765957447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0,0,0,0,0,0.0,23.4042553191,0.0,0.0,0.0,0.0,0.0
私立,專業群(職業)科,藝術群,2510,139,46,1424,217,52,4,8,6,0,1,5,21,9,76.9721115538,5.5378486056,1.8326693227,56.7330677291,8.6454183267,2.0717131474,0.1593625498,0.3187250996,0.2390438247,0.0,0.0398406375,0.1992031873,0.8366533865,0.3585657371,1,0,8,0,1,10,22,5,82,45,1,0,6,21,3,1,2,57,76,13.5856573705,0.0398406375,0.0,0.3187250996,0.0,0.0398406375,0.3984063745,0.8764940239,0.1992031873,3.2669322709,1.7928286853,0.0398406375,0.0,0.2390438247,0.8366533865,0.1195219124,0.0398406375,0.0796812749,2.2709163347,3.0278884462,5,59,42,81,9,11,11,0.1992031873,2.3505976096,1.6733067729,3.2270916335,0.3585657371,0.438247012,0.438247012
私立,專業群(職業)科,綜合,408,2,2,31,5,0,0,0,0,0,0,2,0,1,10.5392156863,0.4901960784,0.4901960784,7.5980392157,1.2254901961,0.0,0.0,0.0,0.0,0.0,0.0,0.4901960784,0.0,0.2450980392,3,6,14,3,0,1,21,3,44,1,0,0,19,25,0,1,2,9,90,59.3137254902,0.7352941176,1.4705882353,3.431372549,0.7352941176,0.0,0.2450980392,5.1470588235,0.7352941176,10.7843137255,0.2450980392,0.0,0.0,4.6568627451,6.1274509804,0.0,0.2450980392,0.4901960784,2.2058823529,22.0588235294,18,0,84,0,19,0,2,4.4117647059,0.0,20.5882352941,0.0,4.6568627451,0.0,0.4901960784
私立,綜合高中,,1990,335,10,1432,67,0,0,0,0,1,4,15,33,0,95.3266331658,16.8341708543,0.5025125628,71.959798995,3.3668341709,0.0,0.0,0.0,0.0,0.0502512563,0.2010050251,0.7537688442,1.6582914573,0.0,0,0,2,1,0,0,3,4,5,0,0,0,5,0,3,0,0,2,3,1.4070351759,0.0,0.0,0.1005025126,0.0502512563,0.0,0.0,0.1507537688,0.2010050251,0.2512562814,0.0,0.0,0.0,0.2512562814,0.0,0.1507537688,0.0,0.0,0.1005025126,0.1507537688,0,25,4,26,1,2,4,0.0,1.256281407,0.2010050251,1.3065326633,0.0502512563,0.1005025126,0.2010050251
私立,綜合高中,機械群,44,0,0,18,17,0,0,0,0,0,0,0,0,0,79.5454545455,0.0,0.0,40.9090909091,38.6363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11.3636363636,0.0,0.0,6.8181818182,0.0,0.0,0.0,0.0,0.0,4.5454545455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,0,0,0,0,0.0,6.8181818182,2.2727272727,0.0,0.0,0.0,0.0
私立,綜合高中,動力機械群,109,1,0,42,18,0,0,0,0,0,0,2,0,0,57.7981651376,0.9174311927,0.0,38.5321100917,16.5137614679,0.0,0.0,0.0,0.0,0.0,0.0,1.8348623853,0.0,0.0,1,0,7,1,0,0,1,2,3,0,0,0,5,2,0,1,0,1,0,22.0183486239,0.9174311927,0.0,6.4220183486,0.9174311927,0.0,0.0,0.9174311927,1.8348623853,2.752293578,0.0,0.0,0.0,4.5871559633,1.8348623853,0.0,0.9174311927,0.0,0.9174311927,0.0,0,10,11,1,0,0,0,0.0,9.1743119266,10.0917431193,0.9174311927,0.0,0.0,0.0
