設立別,學程別,群科別,畢業生人數,公立大學日間部人數,公立大學進修學士班人數,私立大學日間部人數,私立大學進修學士班人數,公立二專日間部人數,公立二專進修(夜間)部人數,私立二專日間部人數,私立二專進修(夜間)部人數,警察大學人數,警察專科學校人數,軍事院校人數,赴國外_大陸就讀人數,其他學校人數,升學率,公立大學日間部比率,公立大學進修學士班比率,私立大學日間部比率,私立大學進修學士班比率,公立二專日間部比率,公立二專進修(夜間)部比率,私立二專日間部比率,私立二專進修(夜間)部比率,警察大學比率,警察專科學校比率,軍事院校比率,赴國外_大陸就讀比率,其他學校比率,農_林_漁_牧業人數,礦業及土石採取業人數,製造業人數,電力及燃氣供應業人數,用水供應及污染整治業人數,營建工程業人數,批發及零售業人數,運輸及倉儲業人數,住宿及餐飲業人數,出版_影音製作_傳播及資通訊服務業人數,金融及保險業人數,不動產業人數,專業_科學及技術服務業人數,支援服務業人數,公共行政及國防；強制性社會安全人數,教育業人數,醫療保健及社會工作服務業人數,藝術_娛樂及休閒服務業人數,其他服務業人數,就業率,農_林_漁_牧業比率,礦業及土石採取業比率,製造業比率,電力及燃氣供應業比率,用水供應及污染整治業比率,營建工程業比率,批發及零售業比率,運輸及倉儲業比率,住宿及餐飲業比率,出版_影音製作_傳播及資通訊服務業比率,金融及保險業比率,不動產業比率,專業_科學及技術服務業比率,支援服務業比率,公共行政及國防；強制性社會安全比率,教育業比率,醫療保健及社會工作服務業比率,藝術_娛樂及休閒服務業比率,其他服務業比率,正在接受職業訓練人數,正在軍中服役人數,需要工作而未找到人數,補習或準備升學人數,健康不良在家休養人數,準備出國人數,其他人數,正在接受職業訓練比率,正在軍中服役比率,需要工作而未找到比率,補習或準備升學比率,健康不良在家休養比率,準備出國比率,其他比率
私立,專業群科,商業與管理群,5421,731,281,3291,312,5,23,15,1,0,0,46,6,9,87.07,13.48,5.18,60.71,5.76,0.09,0.42,0.28,0.02,0.0,0.0,0.85,0.11,0.17,6,1,22,10,5,15,78,17,115,11,8,0,11,19,87,1,3,27,54,9.04,0.11,0.02,0.41,0.18,0.09,0.28,1.44,0.31,2.12,0.2,0.15,0.0,0.2,0.35,1.6,0.02,0.06,0.5,1.0,9,54,70,31,6,3,16,0.17,1.0,1.29,0.57,0.11,0.06,0.3
私立,專業群科,外語群,3906,656,93,2651,131,2,7,13,10,0,1,37,10,3,92.52,16.79,2.38,67.87,3.35,0.05,0.18,0.33,0.26,0.0,0.03,0.95,0.26,0.08,3,0,8,0,0,4,14,1,65,7,4,2,8,9,32,0,2,7,14,4.61,0.08,0.0,0.2,0.0,0.0,0.1,0.36,0.03,1.66,0.18,0.1,0.05,0.2,0.23,0.82,0.0,0.05,0.18,0.36,4,18,28,24,6,13,12,0.1,0.46,0.72,0.61,0.15,0.33,0.31
私立,專業群科,設計群,4627,314,87,3202,363,10,3,4,3,0,1,13,10,6,86.79,6.79,1.88,69.2,7.85,0.22,0.06,0.09,0.06,0.0,0.02,0.28,0.22,0.13,4,1,25,1,0,15,27,5,83,18,1,0,12,23,33,2,4,49,54,7.72,0.09,0.02,0.54,0.02,0.0,0.32,0.58,0.11,1.79,0.39,0.02,0.0,0.26,0.5,0.71,0.04,0.09,1.06,1.17,21,40,59,39,11,9,25,0.45,0.86,1.28,0.84,0.24,0.19,0.54
私立,專業群科,食品群,122,3,12,32,20,0,0,0,0,0,0,0,0,0,54.92,2.46,9.84,26.23,16.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9,0,0,0,2,0,15,0,0,0,0,0,2,1,0,1,9,31.97,0.0,0.0,7.38,0.0,0.0,0.0,1.64,0.0,12.3,0.0,0.0,0.0,0.0,0.0,1.64,0.82,0.0,0.82,7.38,0,4,12,0,0,0,0,0.0,3.28,9.84,0.0,0.0,0.0,0.0
私立,專業群科,家政群,4378,217,44,2298,359,23,16,15,29,0,0,12,1,4,68.94,4.96,1.01,52.49,8.2,0.53,0.37,0.34,0.66,0.0,0.0,0.27,0.02,0.09,3,0,22,0,0,6,63,21,205,7,0,0,221,41,42,26,23,75,352,25.29,0.07,0.0,0.5,0.0,0.0,0.14,1.44,0.48,4.68,0.16,0.0,0.0,5.05,0.94,0.96,0.59,0.53,1.71,8.04,29,13,148,12,11,8,22,0.66,0.3,3.38,0.27,0.25,0.18,0.5
私立,專業群科,餐旅群,12504,556,317,6241,1168,37,13,48,54,3,1,62,2,31,68.24,4.45,2.54,49.91,9.34,0.3,0.1,0.38,0.43,0.02,0.01,0.5,0.02,0.25,47,5,122,14,11,62,163,32,1821,23,8,3,44,28,263,4,8,141,244,24.34,0.38,0.04,0.98,0.11,0.09,0.5,1.3,0.26,14.56,0.18,0.06,0.02,0.35,0.22,2.1,0.03,0.06,1.13,1.95,29,224,399,26,23,29,88,0.23,1.79,3.19,0.21,0.18,0.23,0.7
私立,專業群科,海事群,18,3,0,10,0,0,0,0,0,0,0,0,0,0,72.22,16.67,0.0,55.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,27.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,0.0,0.0,0.0,5.56,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
私立,專業群科,藝術群,2274,153,71,1356,185,2,0,1,0,0,0,14,9,24,79.82,6.73,3.12,59.63,8.14,0.09,0.0,0.04,0.0,0.0,0.0,0.62,0.4,1.06,2,1,7,0,0,6,7,4,70,4,1,1,8,1,21,1,0,58,96,12.66,0.09,0.04,0.31,0.0,0.0,0.26,0.31,0.18,3.08,0.18,0.04,0.04,0.35,0.04,0.92,0.04,0.0,2.55,4.22,12,22,43,42,4,5,26,0.53,0.97,1.89,1.85,0.18,0.22,1.14
私立,專業群科,服務群,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
私立,專業群科,其他(綜合),379,5,0,33,6,0,0,0,0,0,0,0,0,5,12.93,1.32,0.0,8.71,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6,0,12,3,2,6,26,1,34,1,1,0,6,22,0,0,25,5,58,54.88,1.58,0.0,3.17,0.79,0.53,1.58,6.86,0.26,8.97,0.26,0.26,0.0,1.58,5.8,0.0,0.0,6.6,1.32,15.3,32,0,55,2,9,0,23,8.44,0.0,14.51,0.53,2.37,0.0,6.07
私立,綜合高中,學術學程,803,185,9,495,53,0,0,1,0,0,1,7,18,0,95.77,23.04,1.12,61.64,6.6,0.0,0.0,0.12,0.0,0.0,0.12,0.87,2.24,0.0,0,0,1,0,0,1,4,1,0,0,0,0,0,1,0,0,0,0,3,1.37,0.0,0.0,0.12,0.0,0.0,0.12,0.5,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.37,1,4,1,10,0,1,6,0.12,0.5,0.12,1.25,0.0,0.12,0.75
私立,綜合高中,電機與電子群,303,43,4,179,8,0,0,0,0,0,0,4,0,0,78.55,14.19,1.32,59.08,2.64,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,1,1,1,6,1,1,0,0,2,1,0,0,0,1,30,0,0,6,1,17.16,0.33,0.33,0.33,1.98,0.33,0.33,0.0,0.0,0.66,0.33,0.0,0.0,0.0,0.33,9.9,0.0,0.0,1.98,0.33,0,9,1,1,1,0,0,0.0,2.97,0.33,0.33,0.33,0.0,0.0
私立,綜合高中,化工群,141,36,0,104,0,0,0,0,0,0,0,1,0,0,100.0,25.53,0.0,73.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
私立,綜合高中,商業與管理群,584,84,10,407,16,0,0,0,0,0,0,12,0,0,90.58,14.38,1.71,69.69,2.74,0.0,0.0,0.0,0.0,0.0,0.0,2.05,0.0,0.0,2,0,2,0,0,0,0,1,2,0,0,0,0,1,20,0,0,1,15,7.53,0.34,0.0,0.34,0.0,0.0,0.0,0.0,0.17,0.34,0.0,0.0,0.0,0.0,0.17,3.42,0.0,0.0,0.17,2.57,0,5,0,3,1,0,1,0.0,0.86,0.0,0.51,0.17,0.0,0.17
私立,綜合高中,外語群,353,23,2,288,10,0,0,0,0,0,0,1,9,3,95.18,6.52,0.57,81.59,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.28,2.55,0.85,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,2.27,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.57,1,0,0,6,0,1,1,0.28,0.0,0.0,1.7,0.0,0.28,0.28
私立,綜合高中,設計群,228,10,2,189,7,1,0,0,0,0,0,0,0,0,91.67,4.39,0.88,82.89,3.07,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,4,0,0,0,3,5.7,0.0,0.0,0.88,0.0,0.0,0.0,0.88,0.0,0.88,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,1.32,0,0,1,3,0,0,2,0.0,0.0,0.44,1.32,0.0,0.0,0.88
私立,綜合高中,家政群,189,11,2,122,10,0,0,0,0,0,0,0,0,0,76.72,5.82,1.06,64.55,5.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,0,0,1,0,5,0,0,0,0,0,10,2,2,6,7,20.11,0.0,0.0,2.65,0.0,0.0,0.0,0.53,0.0,2.65,0.0,0.0,0.0,0.0,0.0,5.29,1.06,1.06,3.17,3.7,0,0,1,2,0,1,1,0.0,0.0,0.53,1.06,0.0,0.53,0.53
私立,綜合高中,餐旅群,555,42,6,335,26,0,0,0,0,0,0,2,0,2,74.41,7.57,1.08,60.36,4.68,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.36,0,0,4,0,0,1,0,0,43,1,1,0,1,16,49,1,0,0,5,21.98,0.0,0.0,0.72,0.0,0.0,0.18,0.0,0.0,7.75,0.18,0.18,0.0,0.18,2.88,8.83,0.18,0.0,0.0,0.9,0,5,7,3,1,0,2,0.0,0.9,1.26,0.54,0.18,0.0,0.36
私立,綜合高中,其他(綜合),158,0,0,93,22,0,0,0,0,0,0,1,1,0,74.05,0.0,0.0,58.86,13.92,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.63,0.0,0,0,1,0,0,0,3,0,13,0,0,0,0,2,3,0,0,0,7,18.35,0.0,0.0,0.63,0.0,0.0,0.0,1.9,0.0,8.23,0.0,0.0,0.0,0.0,1.27,1.9,0.0,0.0,0.0,4.43,0,5,4,3,0,0,0,0.0,3.16,2.53,1.9,0.0,0.0,0.0
私立,實用技能學程,機械群,70,3,1,3,1,0,0,0,0,0,0,1,0,0,12.86,4.29,1.43,4.29,1.43,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,1,0,43,0,0,1,2,3,2,0,1,0,0,0,6,0,0,0,0,84.29,1.43,0.0,61.43,0.0,0.0,1.43,2.86,4.29,2.86,0.0,1.43,0.0,0.0,0.0,8.57,0.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0.0,2.86,0.0,0.0,0.0,0.0,0.0
私立,實用技能學程,動力機械群,1087,13,10,176,165,0,0,0,2,0,1,10,1,1,34.87,1.2,0.92,16.19,15.18,0.0,0.0,0.0,0.18,0.0,0.09,0.92,0.09,0.09,27,1,86,6,1,46,22,70,81,3,1,0,108,2,56,0,1,5,43,51.43,2.48,0.09,7.91,0.55,0.09,4.23,2.02,6.44,7.45,0.28,0.09,0.0,9.94,0.18,5.15,0.0,0.09,0.46,3.96,11,74,44,0,3,0,8,1.01,6.81,4.05,0.0,0.28,0.0,0.74
私立,實用技能學程,電機與電子群,517,10,6,158,149,1,0,0,0,0,0,3,0,0,63.25,1.93,1.16,30.56,28.82,0.19,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,9,0,17,24,0,36,3,5,22,1,0,0,9,1,3,0,0,1,7,26.69,1.74,0.0,3.29,4.64,0.0,6.96,0.58,0.97,4.26,0.19,0.0,0.0,1.74,0.19,0.58,0.0,0.0,0.19,1.35,0,17,17,0,1,0,0,0.0,3.29,3.29,0.0,0.19,0.0,0.0
私立,實用技能學程,商業與管理群,510,11,11,250,27,0,0,0,0,0,0,3,1,0,59.41,2.16,2.16,49.02,5.29,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.2,0.0,1,1,9,1,2,4,14,3,31,4,3,0,9,10,11,2,0,9,23,26.86,0.2,0.2,1.76,0.2,0.39,0.78,2.75,0.59,6.08,0.78,0.59,0.0,1.76,1.96,2.16,0.39,0.0,1.76,4.51,2,14,15,6,2,1,3,0.39,2.75,2.94,1.18,0.39,0.2,0.59
私立,實用技能學程,農業群,29,0,0,8,3,0,0,0,0,0,0,0,0,0,37.93,0.0,0.0,27.59,10.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,4,51.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.03,13.79,0,0,2,0,1,0,0,0.0,0.0,6.9,0.0,3.45,0.0,0.0
私立,實用技能學程,食品群,218,5,1,71,57,0,0,0,0,0,0,0,0,0,61.47,2.29,0.46,32.57,26.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,6,2,1,0,2,3,23,0,0,0,1,3,5,0,0,3,2,23.85,0.46,0.0,2.75,0.92,0.46,0.0,0.92,1.38,10.55,0.0,0.0,0.0,0.46,1.38,2.29,0.0,0.0,1.38,0.92,1,7,24,0,0,0,0,0.46,3.21,11.01,0.0,0.0,0.0,0.0
私立,實用技能學程,餐旅群,2590,29,19,766,408,0,3,7,34,0,7,2,1,0,49.27,1.12,0.73,29.58,15.75,0.0,0.12,0.27,1.31,0.0,0.27,0.08,0.04,0.0,13,0,55,7,1,29,64,21,612,5,3,0,14,18,73,0,1,37,44,38.49,0.5,0.0,2.12,0.27,0.04,1.12,2.47,0.81,23.63,0.19,0.12,0.0,0.54,0.69,2.82,0.0,0.04,1.43,1.7,22,78,159,15,8,1,14,0.85,3.01,6.14,0.58,0.31,0.04,0.54
私立,實用技能學程,藝術群,79,1,1,41,6,0,0,0,0,0,0,0,0,0,62.03,1.27,1.27,51.9,7.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,3,0,9,0,0,0,0,0,2,0,1,2,0,22.78,0.0,0.0,1.27,0.0,0.0,0.0,3.8,0.0,11.39,0.0,0.0,0.0,0.0,0.0,2.53,0.0,1.27,2.53,0.0,1,2,8,0,1,0,0,1.27,2.53,10.13,0.0,1.27,0.0,0.0
私立,實用技能學程,美容造型群,780,17,7,196,106,3,2,2,2,0,0,0,0,0,42.95,2.18,0.9,25.13,13.59,0.38,0.26,0.26,0.26,0.0,0.0,0.0,0.0,0.0,2,0,10,0,0,3,15,3,47,3,2,2,49,15,5,2,3,6,208,48.08,0.26,0.0,1.28,0.0,0.0,0.38,1.92,0.38,6.03,0.38,0.26,0.26,6.28,1.92,0.64,0.26,0.38,0.77,26.67,16,2,38,2,5,0,7,2.05,0.26,4.87,0.26,0.64,0.0,0.9
私立,進修部,普通科,212,11,15,21,30,0,0,0,0,0,0,1,0,0,36.79,5.19,7.08,9.91,14.15,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,8,1,7,0,1,4,2,4,12,0,4,3,5,2,3,0,1,0,7,30.19,3.77,0.47,3.3,0.0,0.47,1.89,0.94,1.89,5.66,0.0,1.89,1.42,2.36,0.94,1.42,0.0,0.47,0.0,3.3,0,2,0,0,1,0,53,0.0,0.94,0.0,0.0,0.47,0.0,25.0
私立,進修部,機械群,64,0,0,1,14,0,1,0,0,0,0,0,0,0,25.0,0.0,0.0,1.56,21.88,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,17,1,0,1,8,1,1,0,0,0,0,0,0,0,0,3,0,50.0,0.0,0.0,26.56,1.56,0.0,1.56,12.5,1.56,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.69,0.0,1,4,6,0,0,0,0,1.56,6.25,9.38,0.0,0.0,0.0,0.0
私立,進修部,動力機械群,508,3,0,7,50,0,0,0,0,0,0,1,0,0,12.01,0.59,0.0,1.38,9.84,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,15,0,78,11,2,37,32,41,48,1,1,1,53,9,4,1,3,10,23,72.83,2.95,0.0,15.35,2.17,0.39,7.28,6.3,8.07,9.45,0.2,0.2,0.2,10.43,1.77,0.79,0.2,0.59,1.97,4.53,0,38,14,4,4,1,1,0.0,7.48,2.76,0.79,0.79,0.2,0.2
私立,進修部,電機與電子群,252,1,1,41,68,1,0,0,0,0,0,0,0,2,45.24,0.4,0.4,16.27,26.98,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,1,0,15,2,0,11,15,10,35,2,3,1,3,4,0,3,0,0,13,46.83,0.4,0.0,5.95,0.79,0.0,4.37,5.95,3.97,13.89,0.79,1.19,0.4,1.19,1.59,0.0,1.19,0.0,0.0,5.16,1,3,7,3,1,0,3,0.4,1.19,2.78,1.19,0.4,0.0,1.19
私立,進修部,商業與管理群,1157,6,15,98,140,0,5,0,44,0,0,2,0,1,26.88,0.52,1.3,8.47,12.1,0.0,0.43,0.0,3.8,0.0,0.0,0.17,0.0,0.09,12,9,80,15,4,29,65,37,149,9,15,11,19,59,16,1,12,63,69,58.25,1.04,0.78,6.91,1.3,0.35,2.51,5.62,3.2,12.88,0.78,1.3,0.95,1.64,5.1,1.38,0.09,1.04,5.45,5.96,9,21,60,2,4,2,35,0.78,1.82,5.19,0.17,0.35,0.17,3.03
私立,進修部,外語群,147,1,7,23,24,0,1,0,0,0,0,0,1,2,40.14,0.68,4.76,15.65,16.33,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.68,1.36,0,0,3,0,0,0,10,1,33,0,1,0,2,0,0,0,1,6,5,42.18,0.0,0.0,2.04,0.0,0.0,0.0,6.8,0.68,22.45,0.0,0.68,0.0,1.36,0.0,0.0,0.0,0.68,4.08,3.4,1,5,5,2,0,2,0,0.68,3.4,3.4,1.36,0.0,1.36,0.0
私立,進修部,設計群,267,1,8,16,31,2,7,3,16,0,0,0,1,0,31.84,0.37,3.0,5.99,11.61,0.75,2.62,1.12,5.99,0.0,0.0,0.0,0.37,0.0,4,0,13,0,3,8,15,6,28,1,3,3,1,7,5,0,1,10,17,46.82,1.5,0.0,4.87,0.0,1.12,3.0,5.62,2.25,10.49,0.37,1.12,1.12,0.37,2.62,1.87,0.0,0.37,3.75,6.37,1,5,7,8,1,2,8,0.37,1.87,2.62,3.0,0.37,0.75,3.0
私立,進修部,家政群,888,1,16,83,104,0,1,17,36,0,0,0,0,1,29.17,0.11,1.8,9.35,11.71,0.0,0.11,1.91,4.05,0.0,0.0,0.0,0.0,0.11,2,0,11,2,0,7,45,1,85,2,1,13,87,7,0,0,3,177,81,59.01,0.23,0.0,1.24,0.23,0.0,0.79,5.07,0.11,9.57,0.23,0.11,1.46,9.8,0.79,0.0,0.0,0.34,19.93,9.12,8,6,35,1,3,0,3,0.9,0.68,3.94,0.11,0.34,0.0,0.34
私立,進修部,餐旅群,2886,5,32,100,251,0,16,4,159,0,2,3,3,2,19.99,0.17,1.11,3.47,8.7,0.0,0.55,0.14,5.51,0.0,0.07,0.1,0.1,0.07,24,8,186,14,3,130,206,81,620,6,15,19,34,60,27,4,37,166,190,63.41,0.83,0.28,6.44,0.49,0.1,4.5,7.14,2.81,21.48,0.21,0.52,0.66,1.18,2.08,0.94,0.14,1.28,5.75,6.58,17,65,137,7,18,4,54,0.59,2.25,4.75,0.24,0.62,0.14,1.87
私立,進修部,藝術群,128,0,3,1,15,1,1,1,0,0,0,0,0,0,17.19,0.0,2.34,0.78,11.72,0.78,0.78,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,0,0,24,6,21,2,1,0,20,2,0,0,0,3,3,67.97,0.0,0.0,3.91,0.0,0.0,0.0,18.75,4.69,16.41,1.56,0.78,0.0,15.63,1.56,0.0,0.0,0.0,2.34,2.34,0,5,11,0,0,0,0,0.0,3.91,8.59,0.0,0.0,0.0,0.0
