設立別,學程別,群科別,畢業生人數,升公立大學日間部人數,升公立大學進修學士班人數,升私立大學日間部人數,升私立大學進修學士班人數,升公立二專日間部人數,升公立二專夜間部人數,升私立二專日間部人數,升私立二專夜間部人數,升警察大學人數,升警察專科學校人數,升軍事院校人數,赴國外_大陸就讀人數,升其他學校人數,升學率,升公立大學日間部比率,升公立大學進修學士班比率,升私立大學日間部比率,升私立大學進修學士班比率,升公立二專日間部比率,升公立二專夜間部比率,升私立二專日間部比率,升私立二專夜間部比率,升警察大學比率,升警察專科學校比率,升軍事院校比率,赴國外_大陸就讀比率,升其他學校比率,就農_林_漁_牧業人數,就礦業及土石採取業人數,就製造業人數,就電力及燃氣供應業人數,就用水供應及污染整治業人數,就營造業人數,就批發及零售業人數,就運輸及倉儲業人數,就住宿及餐飲業人數,就資訊及通訊傳播業人數,就金融及保險業人數,就不動產業人數,就專業_科學及技術服務業人數,就支援服務業人數,就公共行政及國防；強制性社會安全人數,就教育服務業人數,就醫療保健及社會工作服務業人數,就藝術_娛樂及休閒服務業人數,就其他服務業人數,就業率,就農_林_漁_牧業比率,就礦業及土石採取業比率,就製造業比率,就電力及燃氣供應業比率,就用水供應及污染整治業比率,就營造業比率,就批發及零售業比率,就運輸及倉儲業比率,就住宿及餐飲業比率,就資訊及通訊傳播業比率,就金融及保險業比率,就不動產業比率,就專業_科學及技術服務業比率,就支援服務業比率,就公共行政及國防；強制性社會安全比率,就教育服務業比率,就醫療保健及社會工作服務業比率,就藝術_娛樂及休閒服務業比率,就其他服務業比率,正在接受職業訓練人數,正在軍中服役人數,需要工作而未找到人數,補習或準備升學人數,健康不良在家休養人數,準備出國人數,其他人數,正在接受職業訓練比率,正在軍中服役比率,需要工作而未找到比率,補習或準備升學比率,健康不良在家休養比率,準備出國比率,其他比率
國立,綜合高中,水產群,28,11,0,3,0,0,0,0,0,0,0,0,0,0,50.0,39.29,0.0,10.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,42.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.29,0.0,0.0,0.0,3.57,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,7.14
國立,綜合高中,海事群,19,9,0,7,0,0,0,0,0,0,0,0,0,0,84.21,47.37,0.0,36.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,10.53
國立,綜合高中,藝術群,9,1,0,5,0,0,0,0,0,0,0,0,0,0,66.67,11.11,0.0,55.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,11.11,0.0,0.0,0.0,0.0,0.0
國立,綜合高中,綜合,11,1,0,7,2,0,0,0,0,0,0,0,0,0,90.91,9.09,0.0,63.64,18.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,9.09,0.0,0.0,0.0
國立,實用技能學程,機械群,437,18,20,148,61,0,0,0,2,0,0,2,1,0,57.67,4.12,4.58,33.87,13.96,0.0,0.0,0.0,0.46,0.0,0.0,0.46,0.23,0.0,8,1,44,2,0,2,13,1,17,1,0,0,11,14,16,0,0,2,6,31.58,1.83,0.23,10.07,0.46,0.0,0.46,2.97,0.23,3.89,0.23,0.0,0.0,2.52,3.2,3.66,0.0,0.0,0.46,1.37,2,18,2,2,2,1,10,0.46,4.12,0.46,0.46,0.46,0.23,2.29
國立,實用技能學程,動力機械群,167,5,2,31,22,0,0,0,1,0,0,0,0,0,36.53,2.99,1.2,18.56,13.17,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,1,1,10,2,0,3,4,7,7,2,0,0,14,5,11,0,0,0,8,44.91,0.6,0.6,5.99,1.2,0.0,1.8,2.4,4.19,4.19,1.2,0.0,0.0,8.38,2.99,6.59,0.0,0.0,0.0,4.79,0,17,9,0,0,0,2,0.0,10.18,5.39,0.0,0.0,0.0,1.2
國立,實用技能學程,電機與電子群,762,24,41,163,132,0,11,10,2,0,1,2,0,0,50.66,3.15,5.38,21.39,17.32,0.0,1.44,1.31,0.26,0.0,0.13,0.26,0.0,0.0,30,19,75,12,1,9,7,10,30,5,0,0,12,0,16,0,1,5,30,34.38,3.94,2.49,9.84,1.57,0.13,1.18,0.92,1.31,3.94,0.66,0.0,0.0,1.57,0.0,2.1,0.0,0.13,0.66,3.94,7,66,16,4,0,0,12,0.92,8.66,2.1,0.52,0.0,0.0,1.57
國立,實用技能學程,土木與建築群,132,9,9,59,19,1,0,0,0,0,0,0,0,0,73.48,6.82,6.82,44.7,14.39,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,2,0,5,0,0,3,0,1,0,4,1,0,0,1,0,1,19.7,2.27,3.03,0.76,1.52,0.0,3.79,0.0,0.0,2.27,0.0,0.76,0.0,3.03,0.76,0.0,0.0,0.76,0.0,0.76,0,7,2,0,0,0,0,0.0,5.3,1.52,0.0,0.0,0.0,0.0
國立,實用技能學程,商業與管理群,677,14,17,287,104,5,2,1,0,0,0,0,0,0,63.52,2.07,2.51,42.39,15.36,0.74,0.3,0.15,0.0,0.0,0.0,0.0,0.0,0.0,3,0,19,3,0,6,25,6,28,3,1,0,23,2,25,1,6,16,32,29.39,0.44,0.0,2.81,0.44,0.0,0.89,3.69,0.89,4.14,0.44,0.15,0.0,3.4,0.3,3.69,0.15,0.89,2.36,4.73,7,21,5,1,1,0,7,1.03,3.1,0.74,0.15,0.15,0.0,1.03
國立,實用技能學程,設計群,167,6,2,57,27,2,1,0,0,0,0,2,0,0,58.08,3.59,1.2,34.13,16.17,1.2,0.6,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0,0,5,0,0,1,9,1,13,0,0,0,3,0,1,0,2,0,13,28.74,0.0,0.0,2.99,0.0,0.0,0.6,5.39,0.6,7.78,0.0,0.0,0.0,1.8,0.0,0.6,0.0,1.2,0.0,7.78,2,10,3,2,0,0,2,1.2,5.99,1.8,1.2,0.0,0.0,1.2
國立,實用技能學程,農業群,181,9,6,75,20,7,3,0,0,0,0,3,0,0,67.96,4.97,3.31,41.44,11.05,3.87,1.66,0.0,0.0,0.0,0.0,1.66,0.0,0.0,9,0,1,1,0,0,3,1,10,0,1,0,1,2,1,1,0,1,1,18.23,4.97,0.0,0.55,0.55,0.0,0.0,1.66,0.55,5.52,0.0,0.55,0.0,0.55,1.1,0.55,0.55,0.0,0.55,0.55,0,12,3,2,1,0,3,0.0,6.63,1.66,1.1,0.55,0.0,1.66
國立,實用技能學程,食品群,285,7,6,81,61,0,0,8,0,0,0,5,0,0,58.95,2.46,2.11,28.42,21.4,0.0,0.0,2.81,0.0,0.0,0.0,1.75,0.0,0.0,2,0,19,1,0,1,3,1,40,1,0,0,2,1,1,0,0,1,6,27.72,0.7,0.0,6.67,0.35,0.0,0.35,1.05,0.35,14.04,0.35,0.0,0.0,0.7,0.35,0.35,0.0,0.0,0.35,2.11,1,19,7,0,0,0,3,0.35,6.67,2.46,0.0,0.0,0.0,1.05
國立,實用技能學程,餐旅群,423,9,2,182,69,0,0,2,0,0,0,0,0,0,62.41,2.13,0.47,43.03,16.31,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,3,0,5,1,0,4,6,6,59,0,1,1,1,2,11,1,0,5,19,29.55,0.71,0.0,1.18,0.24,0.0,0.95,1.42,1.42,13.95,0.0,0.24,0.24,0.24,0.47,2.6,0.24,0.0,1.18,4.49,1,5,13,3,1,0,4,0.24,1.18,3.07,0.71,0.24,0.0,0.95
國立,實用技能學程,水產群,35,14,2,8,2,0,0,0,0,0,0,0,0,0,74.29,40.0,5.71,22.86,5.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,20.0,5.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0.0,5.71,0.0,0.0,0.0,0.0,0.0
國立,實用技能學程,海事群,62,7,0,24,4,0,0,0,0,0,0,0,0,0,56.45,11.29,0.0,38.71,6.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,5,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,19.35,4.84,0.0,8.06,1.61,0.0,1.61,0.0,0.0,3.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,0,0,0,0,0,0.0,24.19,0.0,0.0,0.0,0.0,0.0
國立,實用技能學程,美容造型群,152,1,1,55,18,5,2,8,0,0,0,0,0,0,59.21,0.66,0.66,36.18,11.84,3.29,1.32,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,2,0,0,4,6,7,0,0,0,12,0,0,1,1,3,11,32.24,0.0,0.0,1.32,1.32,0.0,0.0,2.63,3.95,4.61,0.0,0.0,0.0,7.89,0.0,0.0,0.66,0.66,1.97,7.24,0,2,8,0,0,0,1,0.0,1.32,5.26,0.0,0.0,0.0,0.66
縣市立,普通科,,40753,15200,123,22972,248,11,1,5,0,33,224,342,222,2,96.6382842981,37.2978676416,0.301818271,56.3688562805,0.6085441563,0.0269918779,0.0024538071,0.0122690354,0.0,0.0809756337,0.5496527863,0.8392020219,0.5447451721,0.0049076142,5,0,10,4,0,8,13,3,31,3,0,1,8,2,99,5,3,25,54,0.6723431404,0.0122690354,0.0,0.0245380708,0.0098152283,0.0,0.0196304567,0.0318994921,0.0073614212,0.0760680195,0.0073614212,0.0,0.0024538071,0.0196304567,0.0049076142,0.2429269011,0.0122690354,0.0073614212,0.061345177,0.1325055824,8,106,16,726,4,35,92,0.0196304567,0.2601035507,0.0392609133,1.7814639413,0.0098152283,0.0858832479,0.2257502515
縣市立,職業科,機械群,1852,652,37,954,98,2,2,0,3,0,0,10,1,1,95.03,35.21,2.0,51.51,5.29,0.11,0.11,0.0,0.16,0.0,0.0,0.54,0.05,0.05,0,0,10,0,0,0,2,0,12,0,0,0,7,6,1,0,1,3,7,2.65,0.0,0.0,0.54,0.0,0.0,0.0,0.11,0.0,0.65,0.0,0.0,0.0,0.38,0.32,0.05,0.0,0.05,0.16,0.38,2,6,0,22,0,0,9,0.11,0.32,0.0,1.19,0.0,0.0,0.49
縣市立,職業科,動力機械群,670,207,12,339,49,3,0,0,5,0,1,3,0,0,92.39,30.9,1.79,50.6,7.31,0.45,0.0,0.0,0.75,0.0,0.15,0.45,0.0,0.0,0,0,0,1,0,5,0,0,4,0,0,0,9,3,2,0,0,0,5,4.33,0.0,0.0,0.0,0.15,0.0,0.75,0.0,0.0,0.6,0.0,0.0,0.0,1.34,0.45,0.3,0.0,0.0,0.0,0.75,0,10,1,10,0,0,0,0.0,1.49,0.15,1.49,0.0,0.0,0.0
縣市立,職業科,電機與電子群,3001,1207,42,1516,91,5,2,0,0,0,2,20,2,0,96.2,40.22,1.4,50.52,3.03,0.17,0.07,0.0,0.0,0.0,0.07,0.67,0.07,0.0,0,0,2,0,0,1,0,0,7,0,3,0,9,3,1,0,0,0,6,1.07,0.0,0.0,0.07,0.0,0.0,0.03,0.0,0.0,0.23,0.0,0.1,0.0,0.3,0.1,0.03,0.0,0.0,0.0,0.2,1,19,0,47,0,1,6,0.03,0.63,0.0,1.57,0.0,0.03,0.2
縣市立,職業科,化工群,170,112,2,51,0,0,0,0,0,0,1,0,0,0,97.65,65.88,1.18,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0.0,1.18,0.0,0.0,0.0,0.0,0.0
縣市立,職業科,土木與建築群,448,208,7,193,17,7,0,0,0,0,0,0,0,0,96.43,46.43,1.56,43.08,3.79,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,4,2.01,0.0,0.0,0.45,0.0,0.0,0.22,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0,2,0,3,0,2,0,0.0,0.45,0.0,0.67,0.0,0.45,0.0
縣市立,職業科,商業與管理群,2566,993,183,1219,71,1,2,0,0,0,0,9,3,3,96.8,38.7,7.13,47.51,2.77,0.04,0.08,0.0,0.0,0.0,0.0,0.35,0.12,0.12,1,0,0,0,0,0,0,0,7,0,1,0,0,0,2,0,1,4,6,0.86,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.04,0.0,0.0,0.0,0.08,0.0,0.04,0.16,0.23,1,7,2,24,0,4,5,0.04,0.27,0.08,0.94,0.0,0.16,0.19
縣市立,職業科,外語群,254,110,3,115,12,1,0,0,0,0,0,0,1,0,95.28,43.31,1.18,45.28,4.72,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0,1,0,1,2,5,0,0.0,0.39,0.0,0.39,0.79,1.97,0.0
縣市立,職業科,設計群,1175,269,21,806,27,0,0,0,2,0,0,3,1,0,96.09,22.89,1.79,68.6,2.3,0.0,0.0,0.0,0.17,0.0,0.0,0.26,0.09,0.0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,4,2,0.85,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.34,0.17,1,3,0,20,0,1,3,0.09,0.26,0.0,1.7,0.0,0.09,0.26
縣市立,職業科,農業群,112,69,0,41,0,0,0,0,0,0,0,0,0,0,98.21,61.61,0.0,36.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0.0,0.0,0.0,1.79,0.0,0.0,0.0
縣市立,職業科,食品群,79,46,0,30,0,0,0,0,0,0,0,0,0,0,96.2,58.23,0.0,37.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0,0,0,0.0,0.0,0.0,3.8,0.0,0.0,0.0
縣市立,職業科,家政群,142,52,0,80,0,0,0,0,0,0,0,0,2,0,94.37,36.62,0.0,56.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,4,0,0,0,0.7,0.0,0.0,2.82,0.0,0.0,0.0
縣市立,職業科,餐旅群,238,107,0,124,0,0,0,0,0,0,0,1,0,0,97.48,44.96,0.0,52.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1.68,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.84,0.0,0.0,0.0
縣市立,職業科,藝術群,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
縣市立,職業科,綜合,265,2,0,23,0,0,0,0,0,0,0,0,0,0,9.43,0.75,0.0,8.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,18,0,0,0,11,9,44,0,1,0,2,15,0,0,1,1,70,65.28,0.38,0.0,6.79,0.0,0.0,0.0,4.15,3.4,16.6,0.0,0.38,0.0,0.75,5.66,0.0,0.0,0.38,0.38,26.42,9,0,34,0,14,0,10,3.4,0.0,12.83,0.0,5.28,0.0,3.77
縣市立,綜合高中,,2409,532,9,1733,28,1,0,1,0,0,11,16,4,1,96.9696969697,22.0838522208,0.3735990037,71.9385637194,1.1623080116,0.0415110004,0.0,0.0415110004,0.0,0.0,0.4566210046,0.6641760066,0.1660440017,0.0415110004,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,7,0.5396430054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1660440017,0.0,0.0,0.0,0.0,0.0,0.0830220008,0.0,0.0,0.0,0.2905770029,0,4,0,43,0,4,5,0.0,0.1660440017,0.0,1.7849730178,0.0,0.1660440017,0.2075550021
縣市立,綜合高中,機械群,25,3,0,19,0,0,0,0,0,0,0,0,0,0,88.0,12.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0,0,0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
縣市立,綜合高中,電機與電子群,263,123,1,133,0,0,0,0,0,0,0,0,0,0,97.72,46.77,0.38,50.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0,0,0,4,0,0,0,0.0,0.0,0.0,1.52,0.0,0.0,0.0
縣市立,綜合高中,化工群,82,52,0,22,0,0,0,0,0,0,0,1,0,0,91.46,63.41,0.0,26.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.0,0.0,0.0,0,0,0,5,0,0,0,0.0,0.0,0.0,6.1,0.0,0.0,0.0
縣市立,綜合高中,土木與建築群,110,46,0,60,1,2,0,0,0,0,0,0,0,0,99.09,41.82,0.0,54.55,0.91,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
縣市立,綜合高中,商業與管理群,544,134,12,361,7,0,0,0,0,0,0,0,0,1,94.67,24.63,2.21,66.36,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,2.39,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,1.29,0,5,0,7,2,0,0,0.0,0.92,0.0,1.29,0.37,0.0,0.0
縣市立,綜合高中,外語群,36,5,0,30,0,0,0,0,0,0,0,1,0,0,100.0,13.89,0.0,83.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
縣市立,綜合高中,設計群,147,10,4,119,5,0,0,0,0,0,0,0,1,0,94.56,6.8,2.72,80.95,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,4,0,1,1,0.0,0.68,0.0,2.72,0.0,0.68,0.68
縣市立,綜合高中,農業群,19,9,0,10,0,0,0,0,0,0,0,0,0,0,100.0,47.37,0.0,52.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
縣市立,綜合高中,家政群,20,9,0,11,0,0,0,0,0,0,0,0,0,0,100.0,45.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
縣市立,綜合高中,餐旅群,102,14,0,59,0,0,0,0,0,0,0,0,0,0,71.57,13.73,0.0,57.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,4,1,0,3,0,0,0,0,0,7,0,0,0,6,21.57,0.0,0.0,0.98,0.0,0.0,3.92,0.98,0.0,2.94,0.0,0.0,0.0,0.0,0.0,6.86,0.0,0.0,0.0,5.88,0,2,1,0,0,0,4,0.0,1.96,0.98,0.0,0.0,0.0,3.92
縣市立,實用技能學程,機械群,46,0,20,3,9,0,0,0,0,0,0,0,0,0,69.57,0.0,43.48,6.52,19.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,21.74,0.0,0.0,8.7,0.0,0.0,0.0,0.0,0.0,10.87,0.0,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,0,0,0,0,0.0,6.52,2.17,0.0,0.0,0.0,0.0
縣市立,實用技能學程,動力機械群,27,0,0,1,11,0,0,0,0,0,0,0,0,0,44.44,0.0,0.0,3.7,40.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,48.15,0.0,0.0,37.04,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0.0,7.41,0.0,0.0,0.0,0.0,0.0
縣市立,實用技能學程,電機與電子群,81,4,13,10,7,0,0,0,0,0,0,0,0,0,41.98,4.94,16.05,12.35,8.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,15,4,1,7,1,1,0,1,2,0,0,0,0,2,44.44,0.0,0.0,2.47,0.0,0.0,18.52,4.94,1.23,8.64,1.23,1.23,0.0,1.23,2.47,0.0,0.0,0.0,0.0,2.47,0,8,2,0,0,0,1,0.0,9.88,2.47,0.0,0.0,0.0,1.23
縣市立,實用技能學程,土木與建築群,37,2,7,7,1,0,1,0,0,0,0,0,0,0,48.65,5.41,18.92,18.92,2.7,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,1,0,5,2,0,0,1,0,0,0,0,0,3,40.54,0.0,0.0,0.0,0.0,0.0,8.11,2.7,0.0,13.51,5.41,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,8.11,0,1,1,0,0,0,2,0.0,2.7,2.7,0.0,0.0,0.0,5.41
縣市立,實用技能學程,商業與管理群,122,4,6,20,38,0,0,0,3,0,0,0,0,0,58.2,3.28,4.92,16.39,31.15,0.0,0.0,0.0,2.46,0.0,0.0,0.0,0.0,0.0,0,0,5,4,0,1,1,1,9,0,0,0,0,3,4,0,1,0,4,27.05,0.0,0.0,4.1,3.28,0.0,0.82,0.82,0.82,7.38,0.0,0.0,0.0,0.0,2.46,3.28,0.0,0.82,0.0,3.28,0,2,3,0,4,0,5,0.0,1.64,2.46,0.0,3.28,0.0,4.1
縣市立,實用技能學程,設計群,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,6,0,2,0,1,0,0,0,0,0,0,0,4,93.75,0.0,0.0,6.25,0.0,0.0,6.25,37.5,0.0,12.5,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0,0,1,0,0,0,0,0.0,0.0,6.25,0.0,0.0,0.0,0.0
縣市立,實用技能學程,餐旅群,31,0,0,9,5,0,0,0,0,0,0,0,0,0,45.16,0.0,0.0,29.03,16.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,10,0,0,0,1,0,0,0,0,2,0,45.16,0.0,0.0,0.0,0.0,0.0,0.0,3.23,0.0,32.26,0.0,0.0,0.0,3.23,0.0,0.0,0.0,0.0,6.45,0.0,0,0,1,0,0,0,0,0.0,0.0,3.23,0.0,0.0,0.0,0.0
