設立別,學程別,群科別,畢業生人數,公立大學日間部人數,公立大學進修學士班人數,私立大學日間部人數,私立大學進修學士班人數,公立二專日間部人數,公立二專進修(夜間)部人數,私立二專日間部人數,私立二專進修(夜間)部人數,警察大學人數,警察專科學校人數,軍事院校人數,赴國外_大陸就讀人數,其他學校人數,升學率,公立大學日間部比率,公立大學進修學士班比率,私立大學日間部比率,私立大學進修學士班比率,公立二專日間部比率,公立二專進修(夜間)部比率,私立二專日間部比率,私立二專進修(夜間)部比率,警察大學比率,警察專科學校比率,軍事院校比率,赴國外_大陸就讀比率,其他學校比率,農_林_漁_牧業人數,礦業及土石採取業人數,製造業人數,電力及燃氣供應業人數,用水供應及污染整治業人數,營建工程業人數,批發及零售業人數,運輸及倉儲業人數,住宿及餐飲業人數,出版_影音製作_傳播及資通訊服務業人數,金融及保險業人數,不動產業人數,專業_科學及技術服務業人數,支援服務業人數,公共行政及國防；強制性社會安全人數,教育業人數,醫療保健及社會工作服務業人數,藝術_娛樂及休閒服務業人數,其他服務業人數,就業率,農_林_漁_牧業比率,礦業及土石採取業比率,製造業比率,電力及燃氣供應業比率,用水供應及污染整治業比率,營建工程業比率,批發及零售業比率,運輸及倉儲業比率,住宿及餐飲業比率,出版_影音製作_傳播及資通訊服務業比率,金融及保險業比率,不動產業比率,專業_科學及技術服務業比率,支援服務業比率,公共行政及國防；強制性社會安全比率,教育業比率,醫療保健及社會工作服務業比率,藝術_娛樂及休閒服務業比率,其他服務業比率,正在接受職業訓練人數,正在軍中服役人數,需要工作而未找到人數,補習或準備升學人數,健康不良在家休養人數,準備出國人數,其他人數,正在接受職業訓練比率,正在軍中服役比率,需要工作而未找到比率,補習或準備升學比率,健康不良在家休養比率,準備出國比率,其他比率
縣市立,進修部,外語群,41,2,7,18,7,0,0,0,0,0,0,0,3,0,90.24,4.88,17.07,43.9,17.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.32,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
縣市立,進修部,設計群,84,5,4,30,13,0,0,0,0,0,0,0,0,0,61.9,5.95,4.76,35.71,15.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,0,0,1,0,2,2,0,0,0,5,1,0,1,0,7,29.76,0.0,0.0,7.14,0.0,0.0,0.0,1.19,0.0,2.38,2.38,0.0,0.0,0.0,5.95,1.19,0.0,1.19,0.0,8.33,0,2,2,1,1,0,1,0.0,2.38,2.38,1.19,1.19,0.0,1.19
縣市立,進修部,食品群,45,0,0,3,12,0,2,0,0,0,0,0,0,1,40.0,0.0,0.0,6.67,26.67,0.0,4.44,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0,0,7,0,0,0,0,1,3,0,0,0,4,0,0,0,1,1,3,44.44,0.0,0.0,15.56,0.0,0.0,0.0,0.0,2.22,6.67,0.0,0.0,0.0,8.89,0.0,0.0,0.0,2.22,2.22,6.67,0,1,2,2,0,0,2,0.0,2.22,4.44,4.44,0.0,0.0,4.44
縣市立,進修部,家政群,14,0,0,7,3,0,0,0,0,0,0,0,0,0,71.43,0.0,0.0,50.0,21.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,21.43,0.0,0.0,0.0,0.0,0.0,0.0,7.14,7.14,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,7.14
縣市立,進修部,餐旅群,32,0,0,3,0,0,0,0,2,0,0,0,0,0,15.63,0.0,0.0,9.38,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,2,0,17,0,0,0,0,0,0,0,2,1,1,75.0,0.0,0.0,0.0,0.0,0.0,3.13,6.25,0.0,53.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,3.13,3.13,0,0,0,1,0,0,2,0.0,0.0,0.0,3.13,0.0,0.0,6.25
私立,普通科,普通科,27751,6745,141,17481,380,0,1,1,0,34,196,392,976,4,94.96,24.31,0.51,62.99,1.37,0.0,0.0,0.0,0.0,0.12,0.71,1.41,3.52,0.01,30,1,9,2,0,6,6,5,66,3,0,0,3,27,58,4,5,21,22,0.97,0.11,0.0,0.03,0.01,0.0,0.02,0.02,0.02,0.24,0.01,0.0,0.0,0.01,0.1,0.21,0.01,0.02,0.08,0.08,26,80,30,835,14,88,16,0.09,0.29,0.11,3.01,0.05,0.32,0.06
私立,專業群科,機械群,1953,191,69,894,224,5,2,2,32,0,1,35,2,1,74.65,9.78,3.53,45.78,11.47,0.26,0.1,0.1,1.64,0.0,0.05,1.79,0.1,0.05,19,3,178,2,0,14,23,9,36,2,0,0,17,8,67,1,1,4,11,20.23,0.97,0.15,9.11,0.1,0.0,0.72,1.18,0.46,1.84,0.1,0.0,0.0,0.87,0.41,3.43,0.05,0.05,0.2,0.56,6,35,29,13,0,2,6,0.31,1.79,1.48,0.67,0.0,0.1,0.31
私立,專業群科,動力機械群,5006,145,42,1722,760,27,10,44,55,4,6,113,3,5,58.65,2.9,0.84,34.4,15.18,0.54,0.2,0.88,1.1,0.08,0.12,2.26,0.06,0.1,57,4,300,11,1,62,65,111,151,2,0,1,334,68,202,1,5,84,140,31.94,1.14,0.08,5.99,0.22,0.02,1.24,1.3,2.22,3.02,0.04,0.0,0.02,6.67,1.36,4.04,0.02,0.1,1.68,2.8,9,233,132,31,2,0,39,0.18,4.65,2.64,0.62,0.04,0.0,0.78
私立,專業群科,電機與電子群,8910,1031,178,4771,883,13,6,7,35,1,5,114,5,3,79.15,11.57,2.0,53.55,9.91,0.15,0.07,0.08,0.39,0.01,0.06,1.28,0.06,0.03,31,7,207,67,3,62,90,35,162,27,2,0,110,49,172,3,2,86,124,13.91,0.35,0.08,2.32,0.75,0.03,0.7,1.01,0.39,1.82,0.3,0.02,0.0,1.23,0.55,1.93,0.03,0.02,0.97,1.39,35,237,111,72,18,8,30,0.39,2.66,1.25,0.81,0.2,0.09,0.34
私立,專業群科,土木與建築群,198,30,5,107,13,4,0,0,0,0,0,3,0,0,81.82,15.15,2.53,54.04,6.57,2.02,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0,0,0,1,0,4,1,0,6,0,0,0,0,1,3,0,0,0,2,9.09,0.0,0.0,0.0,0.51,0.0,2.02,0.51,0.0,3.03,0.0,0.0,0.0,0.0,0.51,1.52,0.0,0.0,0.0,1.01,1,0,3,9,1,2,2,0.51,0.0,1.52,4.55,0.51,1.01,1.01
私立,專業群科,商業與管理群,8370,957,317,5227,596,12,9,18,6,0,7,63,12,7,86.39,11.43,3.79,62.45,7.12,0.14,0.11,0.22,0.07,0.0,0.08,0.75,0.14,0.08,13,3,60,2,3,28,152,36,177,17,9,4,20,36,113,7,8,59,54,9.57,0.16,0.04,0.72,0.02,0.04,0.33,1.82,0.43,2.11,0.2,0.11,0.05,0.24,0.43,1.35,0.08,0.1,0.7,0.65,12,92,104,52,12,8,22,0.14,1.1,1.24,0.62,0.14,0.1,0.26
私立,專業群科,外語群,5145,732,130,3520,291,2,7,39,1,1,6,27,54,9,93.66,14.23,2.53,68.42,5.66,0.04,0.14,0.76,0.02,0.02,0.12,0.52,1.05,0.17,4,0,6,1,0,3,19,2,45,2,2,0,7,15,30,3,0,18,37,3.77,0.08,0.0,0.12,0.02,0.0,0.06,0.37,0.04,0.87,0.04,0.04,0.0,0.14,0.29,0.58,0.06,0.0,0.35,0.72,5,21,23,36,11,15,15,0.1,0.41,0.45,0.7,0.21,0.29,0.29
私立,專業群科,設計群,6450,370,110,4399,589,4,5,7,3,0,1,39,32,3,86.23,5.74,1.71,68.2,9.13,0.06,0.08,0.11,0.05,0.0,0.02,0.6,0.5,0.05,6,0,28,2,0,22,37,8,115,15,3,2,39,29,71,5,3,38,61,7.5,0.09,0.0,0.43,0.03,0.0,0.34,0.57,0.12,1.78,0.23,0.05,0.03,0.6,0.45,1.1,0.08,0.05,0.59,0.95,16,70,73,91,8,14,38,0.25,1.09,1.13,1.41,0.12,0.22,0.59
私立,專業群科,食品群,209,12,5,83,18,4,0,2,0,0,0,4,0,0,61.24,5.74,2.39,39.71,8.61,1.91,0.0,0.96,0.0,0.0,0.0,1.91,0.0,0.0,0,2,12,0,1,1,11,0,22,0,0,0,1,0,0,0,0,1,4,26.32,0.0,0.96,5.74,0.0,0.48,0.48,5.26,0.0,10.53,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.48,1.91,0,11,5,6,1,0,1,0.0,5.26,2.39,2.87,0.48,0.0,0.48
私立,專業群科,家政群,5947,204,129,2928,604,49,11,52,56,2,3,16,7,3,68.34,3.43,2.17,49.23,10.16,0.82,0.18,0.87,0.94,0.03,0.05,0.27,0.12,0.05,6,2,27,5,1,7,99,27,281,8,4,0,310,135,47,32,27,122,427,26.35,0.1,0.03,0.45,0.08,0.02,0.12,1.66,0.45,4.73,0.13,0.07,0.0,5.21,2.27,0.79,0.54,0.45,2.05,7.18,32,27,172,16,21,5,25,0.54,0.45,2.89,0.27,0.35,0.08,0.42
私立,專業群科,餐旅群,17704,685,327,8807,1872,57,56,106,98,4,6,82,20,20,68.57,3.87,1.85,49.75,10.57,0.32,0.32,0.6,0.55,0.02,0.03,0.46,0.11,0.11,56,5,186,23,7,70,257,53,2563,24,8,7,76,101,301,8,21,186,304,24.04,0.32,0.03,1.05,0.13,0.04,0.4,1.45,0.3,14.48,0.14,0.05,0.04,0.43,0.57,1.7,0.05,0.12,1.05,1.72,63,344,565,84,31,46,73,0.36,1.94,3.19,0.47,0.18,0.26,0.41
私立,專業群科,海事群,55,15,0,0,0,0,0,0,0,0,0,0,0,0,27.27,27.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,4,0,0,0,5,6,7,0,0,1,0,8,0,0,0,1,1,63.64,3.64,0.0,7.27,0.0,0.0,0.0,9.09,10.91,12.73,0.0,0.0,1.82,0.0,14.55,0.0,0.0,0.0,1.82,1.82,0,0,3,0,2,0,0,0.0,0.0,5.45,0.0,3.64,0.0,0.0
私立,專業群科,藝術群,2983,158,40,1858,205,8,2,1,8,2,1,11,29,3,77.98,5.3,1.34,62.29,6.87,0.27,0.07,0.03,0.27,0.07,0.03,0.37,0.97,0.1,2,1,11,3,0,9,23,7,122,21,1,1,22,5,19,3,0,103,72,14.25,0.07,0.03,0.37,0.1,0.0,0.3,0.77,0.23,4.09,0.7,0.03,0.03,0.74,0.17,0.64,0.1,0.0,3.45,2.41,9,34,41,73,5,25,25,0.3,1.14,1.37,2.45,0.17,0.84,0.84
私立,綜合高中,動力機械群,16,1,0,5,0,0,0,0,0,0,0,5,0,0,68.75,6.25,0.0,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.25,0.0,0.0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,18.75,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0.0,6.25,6.25,0.0,0.0,0.0,0.0
私立,綜合高中,電機與電子群,523,105,44,233,13,0,0,0,0,0,0,7,1,2,77.44,20.08,8.41,44.55,2.49,0.0,0.0,0.0,0.0,0.0,0.0,1.34,0.19,0.38,6,2,0,9,0,2,0,5,12,0,0,0,0,3,44,0,0,0,9,17.59,1.15,0.38,0.0,1.72,0.0,0.38,0.0,0.96,2.29,0.0,0.0,0.0,0.0,0.57,8.41,0.0,0.0,0.0,1.72,1,8,2,1,1,2,4,0.19,1.53,0.38,0.19,0.19,0.38,0.76
私立,綜合高中,化工群,173,26,0,146,0,0,0,0,0,0,0,1,0,0,100.0,15.03,0.0,84.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
私立,綜合高中,商業與管理群,954,109,38,617,16,4,0,35,0,0,0,18,1,0,87.84,11.43,3.98,64.68,1.68,0.42,0.0,3.67,0.0,0.0,0.0,1.89,0.1,0.0,4,0,9,1,0,4,3,0,11,0,1,0,5,7,14,1,0,3,7,7.34,0.42,0.0,0.94,0.1,0.0,0.42,0.31,0.0,1.15,0.0,0.1,0.0,0.52,0.73,1.47,0.1,0.0,0.31,0.73,0,22,9,7,2,2,0,0.0,2.31,0.94,0.73,0.21,0.21,0.0
私立,綜合高中,外語群,793,63,5,622,38,0,0,0,0,0,1,7,14,0,94.58,7.94,0.63,78.44,4.79,0.0,0.0,0.0,0.0,0.0,0.13,0.88,1.77,0.0,0,0,0,0,0,1,3,0,8,0,0,0,0,2,6,1,0,1,2,3.03,0.0,0.0,0.0,0.0,0.0,0.13,0.38,0.0,1.01,0.0,0.0,0.0,0.0,0.25,0.76,0.13,0.0,0.13,0.25,0,1,3,5,0,8,1,0.0,0.13,0.38,0.63,0.0,1.01,0.13
私立,綜合高中,設計群,435,20,2,362,13,1,0,0,0,0,0,0,0,0,91.49,4.6,0.46,83.22,2.99,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7,0,0,1,3,0,7,0,0,0,1,0,5,0,0,1,3,6.44,0.0,0.0,1.61,0.0,0.0,0.23,0.69,0.0,1.61,0.0,0.0,0.0,0.23,0.0,1.15,0.0,0.0,0.23,0.69,1,2,2,1,2,0,1,0.23,0.46,0.46,0.23,0.46,0.0,0.23
私立,綜合高中,家政群,388,10,0,279,25,2,0,0,2,0,1,4,0,3,84.02,2.58,0.0,71.91,6.44,0.52,0.0,0.0,0.52,0.0,0.26,1.03,0.0,0.77,2,0,2,0,0,0,2,0,13,0,0,0,2,3,3,6,0,4,13,12.89,0.52,0.0,0.52,0.0,0.0,0.0,0.52,0.0,3.35,0.0,0.0,0.0,0.52,0.77,0.77,1.55,0.0,1.03,3.35,1,2,5,1,0,0,1,0.26,0.52,1.29,0.26,0.0,0.0,0.26
私立,綜合高中,餐旅群,1025,21,16,665,68,1,0,1,7,0,1,17,1,0,77.85,2.05,1.56,64.88,6.63,0.1,0.0,0.1,0.68,0.0,0.1,1.66,0.1,0.0,0,0,6,0,0,4,8,1,61,2,0,0,5,4,43,1,0,5,13,14.93,0.0,0.0,0.59,0.0,0.0,0.39,0.78,0.1,5.95,0.2,0.0,0.0,0.49,0.39,4.2,0.1,0.0,0.49,1.27,2,42,18,4,1,2,1,0.2,4.1,1.76,0.39,0.1,0.2,0.1
私立,綜合高中,藝術群,9,1,0,3,0,0,0,0,0,0,0,0,0,0,44.44,11.11,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0,3,0,0,0,0,0,0.0,33.33,0.0,0.0,0.0,0.0,0.0
私立,實用技能學程,機械群,90,1,0,9,27,0,0,0,0,0,0,4,1,0,46.67,1.11,0.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44,1.11,0.0,0,0,39,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,52.22,0.0,0.0,43.33,0.0,0.0,3.33,0.0,0.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,1.11,0.0,0.0,0.0,0.0,0.0
私立,實用技能學程,動力機械群,1257,4,6,220,187,1,3,3,4,0,0,3,0,0,34.29,0.32,0.48,17.5,14.88,0.08,0.24,0.24,0.32,0.0,0.0,0.24,0.0,0.0,44,0,76,10,0,36,63,60,68,0,0,0,168,16,44,1,0,12,45,51.15,3.5,0.0,6.05,0.8,0.0,2.86,5.01,4.77,5.41,0.0,0.0,0.0,13.37,1.27,3.5,0.08,0.0,0.95,3.58,2,109,39,5,4,0,9,0.16,8.67,3.1,0.4,0.32,0.0,0.72
私立,實用技能學程,電機與電子群,475,19,4,120,54,4,0,0,10,0,0,1,0,21,49.05,4.0,0.84,25.26,11.37,0.84,0.0,0.0,2.11,0.0,0.0,0.21,0.0,4.42,15,2,36,11,0,19,4,7,7,9,1,0,9,25,22,0,0,10,12,39.79,3.16,0.42,7.58,2.32,0.0,4.0,0.84,1.47,1.47,1.89,0.21,0.0,1.89,5.26,4.63,0.0,0.0,2.11,2.53,6,26,17,1,0,0,1,1.26,5.47,3.58,0.21,0.0,0.0,0.21
私立,實用技能學程,商業與管理群,632,6,9,357,36,0,1,0,6,0,0,0,0,1,65.82,0.95,1.42,56.49,5.7,0.0,0.16,0.0,0.95,0.0,0.0,0.0,0.0,0.16,2,1,11,0,0,4,32,11,26,2,0,0,9,17,13,2,0,5,20,24.53,0.32,0.16,1.74,0.0,0.0,0.63,5.06,1.74,4.11,0.32,0.0,0.0,1.42,2.69,2.06,0.32,0.0,0.79,3.16,5,11,27,10,0,1,3,0.79,1.74,4.27,1.58,0.0,0.16,0.47
私立,實用技能學程,農業群,40,1,0,16,0,0,0,0,0,0,0,2,0,0,47.5,2.5,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,25.0,10.0,0.0,2.5,0.0,0.0,0.0,2.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,1,1,0,0,0.0,0.0,20.0,2.5,2.5,0.0,0.0
私立,實用技能學程,食品群,192,8,0,43,42,0,0,0,0,0,0,0,0,7,52.08,4.17,0.0,22.4,21.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.65,1,0,4,0,0,1,9,1,43,0,0,0,0,0,0,0,1,0,1,31.77,0.52,0.0,2.08,0.0,0.0,0.52,4.69,0.52,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.52,3,1,26,0,0,0,0,1.56,0.52,13.54,0.0,0.0,0.0,0.0
私立,實用技能學程,餐旅群,3090,32,8,915,374,30,7,11,39,3,0,7,0,7,46.38,1.04,0.26,29.61,12.1,0.97,0.23,0.36,1.26,0.1,0.0,0.23,0.0,0.23,33,1,60,14,2,25,101,12,791,4,0,0,24,34,65,3,6,23,97,41.91,1.07,0.03,1.94,0.45,0.06,0.81,3.27,0.39,25.6,0.13,0.0,0.0,0.78,1.1,2.1,0.1,0.19,0.74,3.14,9,95,168,9,12,0,34,0.29,3.07,5.44,0.29,0.39,0.0,1.1
私立,實用技能學程,美容造型群,1118,7,11,229,151,12,4,0,16,0,0,3,0,3,39.0,0.63,0.98,20.48,13.51,1.07,0.36,0.0,1.43,0.0,0.0,0.27,0.0,0.27,3,0,21,2,1,1,32,12,84,1,1,2,79,18,17,1,3,32,271,51.97,0.27,0.0,1.88,0.18,0.09,0.09,2.86,1.07,7.51,0.09,0.09,0.18,7.07,1.61,1.52,0.09,0.27,2.86,24.24,7,7,64,5,8,1,6,0.63,0.63,5.72,0.45,0.72,0.09,0.54
私立,進修部,普通科,277,28,9,32,26,0,0,0,0,0,0,6,1,0,36.82,10.11,3.25,11.55,9.39,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.36,0.0,4,0,6,0,0,4,11,6,18,2,5,2,5,2,1,0,3,9,16,33.94,1.44,0.0,2.17,0.0,0.0,1.44,3.97,2.17,6.5,0.72,1.81,0.72,1.81,0.72,0.36,0.0,1.08,3.25,5.78,0,6,3,2,0,0,52,0.0,2.17,1.08,0.72,0.0,0.0,18.77
私立,進修部,機械群,140,1,1,8,31,0,4,0,0,0,0,0,0,0,32.14,0.71,0.71,5.71,22.14,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,54,1,0,6,1,1,2,2,0,0,1,1,0,0,0,5,1,55.71,0.71,1.43,38.57,0.71,0.0,4.29,0.71,0.71,1.43,1.43,0.0,0.0,0.71,0.71,0.0,0.0,0.0,3.57,0.71,0,3,8,0,0,0,1,0.0,2.14,5.71,0.0,0.0,0.0,0.71
私立,進修部,動力機械群,691,0,2,24,52,0,1,0,6,0,0,0,0,0,12.3,0.0,0.29,3.47,7.53,0.0,0.14,0.0,0.87,0.0,0.0,0.0,0.0,0.0,10,5,127,17,0,33,37,36,36,3,6,2,93,28,3,1,0,17,53,73.37,1.45,0.72,18.38,2.46,0.0,4.78,5.35,5.21,5.21,0.43,0.87,0.29,13.46,4.05,0.43,0.14,0.0,2.46,7.67,0,61,32,0,0,0,1,0.0,8.83,4.63,0.0,0.0,0.0,0.14
私立,進修部,電機與電子群,458,1,1,27,67,1,3,0,9,0,0,1,0,0,24.02,0.22,0.22,5.9,14.63,0.22,0.66,0.0,1.97,0.0,0.0,0.22,0.0,0.0,2,0,42,4,1,23,25,11,41,3,10,0,36,10,0,0,1,6,58,59.61,0.44,0.0,9.17,0.87,0.22,5.02,5.46,2.4,8.95,0.66,2.18,0.0,7.86,2.18,0.0,0.0,0.22,1.31,12.66,1,40,15,6,3,0,2,0.22,8.73,3.28,1.31,0.66,0.0,0.44
私立,進修部,商業與管理群,1429,17,10,106,172,0,1,1,26,0,0,3,0,1,23.58,1.19,0.7,7.42,12.04,0.0,0.07,0.07,1.82,0.0,0.0,0.21,0.0,0.07,28,0,111,40,1,31,134,39,125,17,12,4,39,97,16,2,14,71,104,61.93,1.96,0.0,7.77,2.8,0.07,2.17,9.38,2.73,8.75,1.19,0.84,0.28,2.73,6.79,1.12,0.14,0.98,4.97,7.28,5,44,71,8,10,1,47,0.35,3.08,4.97,0.56,0.7,0.07,3.29
私立,進修部,外語群,243,0,8,21,36,0,1,0,3,0,0,0,0,0,28.4,0.0,3.29,8.64,14.81,0.0,0.41,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0,0,16,0,0,2,14,10,20,5,0,1,0,32,4,2,0,11,25,58.44,0.0,0.0,6.58,0.0,0.0,0.82,5.76,4.12,8.23,2.06,0.0,0.41,0.0,13.17,1.65,0.82,0.0,4.53,10.29,0,12,12,0,0,2,2,0.0,4.94,4.94,0.0,0.0,0.82,0.82
私立,進修部,設計群,386,4,21,36,31,0,0,0,24,0,0,0,0,6,31.61,1.04,5.44,9.33,8.03,0.0,0.0,0.0,6.22,0.0,0.0,0.0,0.0,1.55,2,0,11,4,1,7,11,11,15,10,8,4,27,7,4,2,1,33,50,53.89,0.52,0.0,2.85,1.04,0.26,1.81,2.85,2.85,3.89,2.59,2.07,1.04,6.99,1.81,1.04,0.52,0.26,8.55,12.95,0,11,27,2,2,2,4,0.0,2.85,6.99,0.52,0.52,0.52,1.04
私立,進修部,家政群,1279,2,1,35,220,0,35,0,60,0,0,0,1,1,27.76,0.16,0.08,2.74,17.2,0.0,2.74,0.0,4.69,0.0,0.0,0.0,0.08,0.08,8,0,52,2,0,2,39,4,104,5,4,0,185,43,3,1,3,155,209,64.03,0.63,0.0,4.07,0.16,0.0,0.16,3.05,0.31,8.13,0.39,0.31,0.0,14.46,3.36,0.23,0.08,0.23,12.12,16.34,7,19,26,21,2,4,11,0.55,1.49,2.03,1.64,0.16,0.31,0.86
私立,進修部,餐旅群,3521,4,23,157,411,11,61,2,95,0,1,0,2,2,21.84,0.11,0.65,4.46,11.67,0.31,1.73,0.06,2.7,0.0,0.03,0.0,0.06,0.06,45,12,234,18,1,74,197,98,852,28,39,13,62,86,26,9,18,178,204,62.31,1.28,0.34,6.65,0.51,0.03,2.1,5.6,2.78,24.2,0.8,1.11,0.37,1.76,2.44,0.74,0.26,0.51,5.06,5.79,19,167,207,21,9,3,28,0.54,4.74,5.88,0.6,0.26,0.09,0.8
私立,進修部,藝術群,169,0,0,21,13,0,0,0,0,0,0,0,0,0,20.12,0.0,0.0,12.43,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,14,1,0,2,16,2,18,1,1,0,6,6,0,0,2,37,1,63.31,0.0,0.0,8.28,0.59,0.0,1.18,9.47,1.18,10.65,0.59,0.59,0.0,3.55,3.55,0.0,0.0,1.18,21.89,0.59,1,9,15,0,0,0,0,0.59,5.33,8.88,0.0,0.0,0.0,0.0
