,年份,設立別,學程別,群科別,畢業生人數,升公立大學日間部人數,升公立大學進修學士班人數,升私立大學日間部人數,升私立大學進修學士班人數,升公立二專日間部人數,升公立二專夜間部人數,升私立二專日間部人數,升私立二專夜間部人數,升警察大學人數,升警察專科學校人數,升軍事院校人數,赴國外_大陸就讀人數,升其他學校人數,升學率,升公立大學日間部比率,升公立大學進修學士班比率,升私立大學日間部比率,升私立大學進修學士班比率,升公立二專日間部比率,升公立二專夜間部比率,升私立二專日間部比率,升私立二專夜間部比率,升警察大學比率,升警察專科學校比率,升軍事院校比率,赴國外_大陸就讀比率,升其他學校比率,就農_林_漁_牧業人數,就礦業及土石採取業人數,就製造業人數,就電力及燃氣供應業人數,就用水供應及污染整治業人數,就營造業人數,就批發及零售業人數,就運輸及倉儲業人數,就住宿及餐飲業人數,就資訊及通訊傳播業人數,就金融及保險業人數,就不動產業人數,就專業_科學及技術服務業人數,就支援服務業人數,就公共行政及國防；強制性社會安全人數,就教育服務業人數,就醫療保健及社會工作服務業人數,就藝術_娛樂及休閒服務業人數,就其他服務業人數,就業率,就農_林_漁_牧業比率,就礦業及土石採取業比率,就製造業比率,就電力及燃氣供應業比率,就用水供應及污染整治業比率,就營造業比率,就批發及零售業比率,就運輸及倉儲業比率,就住宿及餐飲業比率,就資訊及通訊傳播業比率,就金融及保險業比率,就不動產業比率,就專業_科學及技術服務業比率,就支援服務業比率,就公共行政及國防；強制性社會安全比率,就教育服務業比率,就醫療保健及社會工作服務業比率,就藝術_娛樂及休閒服務業比率,就其他服務業比率,正在接受職業訓練人數,正在軍中服役人數,需要工作而未找到人數,補習或準備升學人數,健康不良在家休養人數,準備出國人數,其他人數,正在接受職業訓練比率,正在軍中服役比率,需要工作而未找到比率,補習或準備升學比率,健康不良在家休養比率,準備出國比率,其他比率
783,107,私立,進修部,藝術群,103,0,1,9,23,0,0,0,0,0,0,0,0,0,32.04,0.0,0.97,8.74,22.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,3,0,0,4,8,1,12,0,0,0,7,0,0,0,0,16,0,50.49,0.97,0.0,2.91,0.0,0.0,3.88,7.77,0.97,11.65,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,15.53,0.0,0,3,10,1,0,0,1,0.0,2.91,9.71,0.97,0.0,0.0,0.97
784,108,國立,普通科,普通科,24428,11026,134,11076,106,1,1,3,1,32,103,493,176,2,94.78,45.14,0.55,45.34,0.43,0.0,0.0,0.01,0.0,0.13,0.42,2.02,0.72,0.01,5,1,15,2,2,6,16,4,30,0,1,0,8,16,126,0,3,10,19,1.08,0.02,0.0,0.06,0.01,0.01,0.02,0.07,0.02,0.12,0.0,0.0,0.0,0.03,0.07,0.52,0.0,0.01,0.04,0.08,6,53,20,817,12,9,16,0.02,0.22,0.08,3.34,0.05,0.04,0.07
785,108,國立,專業群科,機械群,3182,1125,213,1166,124,12,2,1,0,1,6,47,0,2,84.82,35.36,6.69,36.64,3.9,0.38,0.06,0.03,0.0,0.03,0.19,1.48,0.0,0.06,7,1,87,7,2,18,17,8,42,4,0,0,21,11,63,0,1,3,14,9.62,0.22,0.03,2.73,0.22,0.06,0.57,0.53,0.25,1.32,0.13,0.0,0.0,0.66,0.35,1.98,0.0,0.03,0.09,0.44,10,53,20,23,2,0,6,0.31,1.67,0.63,0.72,0.06,0.0,0.19
786,108,國立,專業群科,動力機械群,953,216,46,274,60,12,0,0,1,0,0,22,0,0,66.21,22.67,4.83,28.75,6.3,1.26,0.0,0.0,0.1,0.0,0.0,2.31,0.0,0.0,24,0,13,5,0,18,8,9,22,0,0,0,72,8,47,0,0,2,9,24.87,2.52,0.0,1.36,0.52,0.0,1.89,0.84,0.94,2.31,0.0,0.0,0.0,7.56,0.84,4.93,0.0,0.0,0.21,0.94,3,34,15,8,1,0,11,0.31,3.57,1.57,0.84,0.1,0.0,1.15
787,108,國立,專業群科,電機與電子群,3632,1452,134,1339,96,40,1,0,2,0,1,47,0,4,85.79,39.98,3.69,36.87,2.64,1.1,0.03,0.0,0.06,0.0,0.03,1.29,0.0,0.11,27,0,59,15,0,12,16,8,36,2,1,0,26,13,84,0,0,5,29,9.17,0.74,0.0,1.62,0.41,0.0,0.33,0.44,0.22,0.99,0.06,0.03,0.0,0.72,0.36,2.31,0.0,0.0,0.14,0.8,5,59,25,37,0,0,15,0.14,1.62,0.69,1.02,0.0,0.0,0.41
788,108,國立,專業群科,化工群,733,412,10,238,5,0,0,0,0,0,1,7,0,1,91.95,56.21,1.36,32.47,0.68,0.0,0.0,0.0,0.0,0.0,0.14,0.95,0.0,0.14,4,0,17,0,0,2,1,0,9,0,0,0,1,0,4,0,0,3,1,5.73,0.55,0.0,2.32,0.0,0.0,0.27,0.14,0.0,1.23,0.0,0.0,0.0,0.14,0.0,0.55,0.0,0.0,0.41,0.14,0,9,2,2,0,1,0,0.0,1.23,0.27,0.27,0.0,0.14,0.0
789,108,國立,專業群科,土木與建築群,894,291,28,382,25,12,0,0,1,0,1,8,0,1,83.78,32.55,3.13,42.73,2.8,1.34,0.0,0.0,0.11,0.0,0.11,0.89,0.0,0.11,8,1,7,1,4,20,9,1,7,1,0,0,1,2,33,0,2,0,7,11.63,0.89,0.11,0.78,0.11,0.45,2.24,1.01,0.11,0.78,0.11,0.0,0.0,0.11,0.22,3.69,0.0,0.22,0.0,0.78,2,15,6,11,3,0,2,0.22,1.68,0.67,1.23,0.34,0.0,0.22
790,108,國立,專業群科,商業與管理群,5206,1977,216,2498,79,7,2,1,0,0,1,47,3,8,92.95,37.98,4.15,47.98,1.52,0.13,0.04,0.02,0.0,0.0,0.02,0.9,0.06,0.15,2,0,17,3,1,5,33,2,75,4,4,0,3,7,70,1,0,3,8,4.57,0.04,0.0,0.33,0.06,0.02,0.1,0.63,0.04,1.44,0.08,0.08,0.0,0.06,0.13,1.34,0.02,0.0,0.06,0.15,3,23,32,33,4,0,14,0.06,0.44,0.61,0.63,0.08,0.0,0.27
791,108,國立,專業群科,外語群,885,431,21,382,10,0,0,0,0,0,0,17,2,0,97.51,48.7,2.37,43.16,1.13,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.23,0.0,1,0,0,0,0,1,2,0,3,0,0,0,0,0,4,0,0,0,0,1.24,0.11,0.0,0.0,0.0,0.0,0.11,0.23,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0,0,3,6,0,0,2,0.0,0.0,0.34,0.68,0.0,0.0,0.23
792,108,國立,專業群科,設計群,1099,260,21,693,20,3,3,1,0,0,2,7,0,0,91.9,23.66,1.91,63.06,1.82,0.27,0.27,0.09,0.0,0.0,0.18,0.64,0.0,0.0,5,0,3,1,0,0,4,0,5,1,0,0,8,0,19,0,1,3,1,4.64,0.45,0.0,0.27,0.09,0.0,0.0,0.36,0.0,0.45,0.09,0.0,0.0,0.73,0.0,1.73,0.0,0.09,0.27,0.09,1,3,17,11,2,0,1,0.09,0.27,1.55,1.0,0.18,0.0,0.09
793,108,國立,專業群科,農業群,1262,522,80,345,27,25,4,0,1,0,1,3,0,0,79.87,41.36,6.34,27.34,2.14,1.98,0.32,0.0,0.08,0.0,0.08,0.24,0.0,0.0,31,1,29,2,0,6,13,2,47,2,0,0,5,8,52,0,0,11,9,17.27,2.46,0.08,2.3,0.16,0.0,0.48,1.03,0.16,3.72,0.16,0.0,0.0,0.4,0.63,4.12,0.0,0.0,0.87,0.71,1,8,20,2,3,0,2,0.08,0.63,1.58,0.16,0.24,0.0,0.16
794,108,國立,專業群科,食品群,1008,296,54,424,21,0,5,0,0,0,0,18,0,1,81.25,29.37,5.36,42.06,2.08,0.0,0.5,0.0,0.0,0.0,0.0,1.79,0.0,0.1,6,1,12,1,1,2,12,1,51,0,0,0,0,3,31,0,1,2,16,13.89,0.6,0.1,1.19,0.1,0.1,0.2,1.19,0.1,5.06,0.0,0.0,0.0,0.0,0.3,3.08,0.0,0.1,0.2,1.59,3,4,15,3,3,0,3,0.3,0.4,1.49,0.3,0.3,0.0,0.3
795,108,國立,專業群科,家政群,903,150,14,564,22,5,7,3,1,0,0,6,0,0,85.49,16.61,1.55,62.46,2.44,0.55,0.78,0.33,0.11,0.0,0.0,0.66,0.0,0.0,4,0,10,0,0,0,6,0,35,0,0,0,4,3,14,3,1,2,16,10.85,0.44,0.0,1.11,0.0,0.0,0.0,0.66,0.0,3.88,0.0,0.0,0.0,0.44,0.33,1.55,0.33,0.11,0.22,1.77,0,3,6,4,0,2,11,0.0,0.33,0.66,0.44,0.0,0.22,1.22
796,108,國立,專業群科,餐旅群,1141,303,29,548,18,3,0,0,0,0,0,3,0,0,79.23,26.56,2.54,48.03,1.58,0.26,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,3,0,5,0,0,6,18,7,91,0,0,0,2,3,44,0,1,3,13,17.18,0.26,0.0,0.44,0.0,0.0,0.53,1.58,0.61,7.98,0.0,0.0,0.0,0.18,0.26,3.86,0.0,0.09,0.26,1.14,1,6,12,5,0,0,6,0.09,0.53,1.05,0.44,0.0,0.0,0.53
797,108,國立,專業群科,水產群,163,86,3,17,1,0,0,0,0,0,0,5,0,0,68.71,52.76,1.84,10.43,0.61,0.0,0.0,0.0,0.0,0.0,0.0,3.07,0.0,0.0,3,0,3,2,0,3,3,2,7,0,0,1,3,0,0,0,0,1,4,19.63,1.84,0.0,1.84,1.23,0.0,1.84,1.84,1.23,4.29,0.0,0.0,0.61,1.84,0.0,0.0,0.0,0.0,0.61,2.45,0,6,6,0,0,0,4,0.0,3.68,3.68,0.0,0.0,0.0,2.45
798,108,國立,專業群科,海事群,250,88,9,24,0,0,0,5,0,0,0,7,0,0,53.2,35.2,3.6,9.6,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.8,0.0,0.0,5,0,11,4,0,6,2,12,10,0,0,0,3,0,30,0,0,1,7,36.4,2.0,0.0,4.4,1.6,0.0,2.4,0.8,4.8,4.0,0.0,0.0,0.0,1.2,0.0,12.0,0.0,0.0,0.4,2.8,0,10,2,2,2,0,6,0.0,4.0,0.8,0.8,0.8,0.0,2.4
799,108,國立,專業群科,藝術群,135,97,0,21,6,0,0,0,0,0,0,2,0,0,93.33,71.85,0.0,15.56,4.44,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44,0.0,0,3,0,0,0,0,0,0.0,2.22,0.0,0.0,0.0,0.0,0.0
800,108,國立,專業群科,服務群,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
801,108,國立,專業群科,其他(綜合),637,1,2,82,4,2,1,0,1,0,0,0,0,0,14.6,0.16,0.31,12.87,0.63,0.31,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.0,27,0,51,12,4,4,33,7,120,1,1,0,2,51,3,1,5,3,34,56.36,4.24,0.0,8.01,1.88,0.63,0.63,5.18,1.1,18.84,0.16,0.16,0.0,0.31,8.01,0.47,0.16,0.78,0.47,5.34,46,3,98,1,14,0,23,7.22,0.47,15.38,0.16,2.2,0.0,3.61
802,108,國立,綜合高中,學術學程,3084,746,17,2052,18,1,0,0,0,0,8,61,14,0,94.58,24.19,0.55,66.54,0.58,0.03,0.0,0.0,0.0,0.0,0.26,1.98,0.45,0.0,0,0,1,0,0,0,5,0,20,0,1,0,3,4,16,0,0,2,1,1.72,0.0,0.0,0.03,0.0,0.0,0.0,0.16,0.0,0.65,0.0,0.03,0.0,0.1,0.13,0.52,0.0,0.0,0.06,0.03,1,8,4,85,0,1,4,0.03,0.26,0.13,2.76,0.0,0.03,0.13
803,108,國立,綜合高中,機械群,121,63,5,33,3,0,0,0,0,0,0,2,0,0,87.6,52.07,4.13,27.27,2.48,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,0.0,0,0,5,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,7.44,0.0,0.0,4.13,0.0,0.0,0.83,0.0,0.0,1.65,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0.0,1.65,0.0,0.0,0.0,0.0,0.0
804,108,國立,綜合高中,動力機械群,13,0,0,3,0,0,0,0,0,0,0,0,0,0,23.08,0.0,0.0,23.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,7.69,0.0,0.0,0.0,0.0,0.0
805,108,國立,綜合高中,電機與電子群,120,66,7,35,2,0,0,0,0,0,0,0,0,1,92.5,55.0,5.83,29.17,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,4.17,0.0,0.0,1.67,0.0,0.0,0.0,0.83,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,0,0,0,0,0.0,2.5,0.83,0.0,0.0,0.0,0.0
806,108,國立,綜合高中,化工群,43,32,1,6,0,0,0,0,0,0,0,1,0,0,93.02,74.42,2.33,13.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,0.0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,2.33,0.0,0.0,0.0,0.0,0.0
807,108,國立,綜合高中,土木與建築群,92,50,1,26,0,1,0,0,0,0,0,1,0,0,85.87,54.35,1.09,28.26,0.0,1.09,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0,0,5,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,10.87,0.0,0.0,5.43,0.0,0.0,0.0,1.09,0.0,3.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0,1,0,0,0,0,0,0.0,1.09,0.0,0.0,0.0,0.0,0.0
808,108,國立,綜合高中,商業與管理群,447,146,5,244,15,0,0,0,0,0,0,4,0,0,92.62,32.66,1.12,54.59,3.36,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0,0,2,1,0,0,0,0,9,0,0,0,0,2,10,0,0,0,2,5.82,0.0,0.0,0.45,0.22,0.0,0.0,0.0,0.0,2.01,0.0,0.0,0.0,0.0,0.45,2.24,0.0,0.0,0.0,0.45,0,0,2,5,0,0,0,0.0,0.0,0.45,1.12,0.0,0.0,0.0
809,108,國立,綜合高中,外語群,154,40,1,100,1,0,0,0,0,0,0,2,1,0,94.16,25.97,0.65,64.94,0.65,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.65,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,1,0,2,2,0,0,0,0.65,0.0,1.3,1.3,0.0,0.0,0.0
810,108,國立,綜合高中,設計群,95,11,0,75,1,0,0,0,0,0,0,0,0,0,91.58,11.58,0.0,78.95,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0,0,1,3,0,0,0,0.0,0.0,1.05,3.16,0.0,0.0,0.0
811,108,國立,綜合高中,農業群,49,36,0,9,0,1,0,0,0,0,0,0,0,0,93.88,73.47,0.0,18.37,0.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,6.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,0.0,0.0,0.0,2.04,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
812,108,國立,綜合高中,食品群,95,32,0,57,0,0,0,0,0,0,0,0,0,0,93.68,33.68,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,4.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0,0,1,0,0,0,1,0.0,0.0,1.05,0.0,0.0,0.0,1.05
813,108,國立,綜合高中,家政群,19,1,0,13,0,0,0,0,0,0,0,0,0,0,73.68,5.26,0.0,68.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,21.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.53,10.53,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
814,108,國立,綜合高中,餐旅群,308,61,6,181,6,4,0,0,0,0,0,1,0,0,84.09,19.81,1.95,58.77,1.95,1.3,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,3,0,1,0,0,1,3,1,15,0,0,0,0,2,9,0,0,0,7,13.64,0.97,0.0,0.32,0.0,0.0,0.32,0.97,0.32,4.87,0.0,0.0,0.0,0.0,0.65,2.92,0.0,0.0,0.0,2.27,1,4,1,0,0,0,1,0.32,1.3,0.32,0.0,0.0,0.0,0.32
815,108,國立,綜合高中,水產群,21,9,0,4,0,0,0,0,0,0,0,0,0,0,61.9,42.86,0.0,19.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,1,33.33,0.0,0.0,0.0,0.0,0.0,4.76,0.0,0.0,4.76,0.0,0.0,0.0,0.0,0.0,19.05,0.0,0.0,0.0,4.76,0,0,0,1,0,0,0,0.0,0.0,0.0,4.76,0.0,0.0,0.0
816,108,國立,綜合高中,藝術群,5,1,0,2,0,0,0,0,0,0,0,0,0,0,60.0,20.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
817,108,國立,綜合高中,其他(綜合),82,4,1,53,5,0,0,0,0,0,0,1,0,0,78.05,4.88,1.22,64.63,6.1,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.0,0,0,3,0,0,0,0,1,2,0,0,0,1,0,5,0,0,1,0,15.85,0.0,0.0,3.66,0.0,0.0,0.0,0.0,1.22,2.44,0.0,0.0,0.0,1.22,0.0,6.1,0.0,0.0,1.22,0.0,0,1,2,0,0,0,0,0.0,1.22,2.44,0.0,0.0,0.0,0.0
818,108,國立,實用技能學程,機械群,278,24,9,120,30,0,0,1,2,0,0,3,0,0,67.99,8.63,3.24,43.17,10.79,0.0,0.0,0.36,0.72,0.0,0.0,1.08,0.0,0.0,2,0,20,0,0,0,7,1,11,1,0,0,0,2,9,0,0,0,2,19.78,0.72,0.0,7.19,0.0,0.0,0.0,2.52,0.36,3.96,0.36,0.0,0.0,0.0,0.72,3.24,0.0,0.0,0.0,0.72,0,12,0,2,0,0,2,0.0,4.32,0.0,0.72,0.0,0.0,0.72
819,108,國立,實用技能學程,動力機械群,117,3,2,31,11,0,0,0,0,0,0,0,0,0,40.17,2.56,1.71,26.5,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,7,0,0,1,0,6,4,0,0,0,10,0,15,0,0,1,8,48.72,4.27,0.0,5.98,0.0,0.0,0.85,0.0,5.13,3.42,0.0,0.0,0.0,8.55,0.0,12.82,0.0,0.0,0.85,6.84,0,1,6,2,0,0,0,0.0,0.85,5.13,1.71,0.0,0.0,0.0
820,108,國立,實用技能學程,電機與電子群,362,33,11,133,34,4,0,0,2,0,0,2,0,0,60.5,9.12,3.04,36.74,9.39,1.1,0.0,0.0,0.55,0.0,0.0,0.55,0.0,0.0,5,0,15,2,2,11,7,5,15,0,0,0,2,1,14,0,0,2,8,24.59,1.38,0.0,4.14,0.55,0.55,3.04,1.93,1.38,4.14,0.0,0.0,0.0,0.55,0.28,3.87,0.0,0.0,0.55,2.21,1,23,8,1,0,0,3,0.28,6.35,2.21,0.28,0.0,0.0,0.83
821,108,國立,實用技能學程,土木與建築群,69,6,2,30,6,0,0,0,0,0,0,0,0,0,63.77,8.7,2.9,43.48,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,0,0,6,4,0,0,0,0,0,0,0,4,0,1,0,0,26.09,1.45,0.0,2.9,0.0,0.0,8.7,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,1.45,0.0,0.0,1,2,1,0,0,0,1,1.45,2.9,1.45,0.0,0.0,0.0,1.45
822,108,國立,實用技能學程,商業與管理群,314,17,17,161,20,3,0,0,2,0,0,1,0,0,70.38,5.41,5.41,51.27,6.37,0.96,0.0,0.0,0.64,0.0,0.0,0.32,0.0,0.0,6,0,5,0,0,3,13,1,19,2,1,0,2,4,6,0,1,3,0,21.02,1.91,0.0,1.59,0.0,0.0,0.96,4.14,0.32,6.05,0.64,0.32,0.0,0.64,1.27,1.91,0.0,0.32,0.96,0.0,1,6,12,1,1,0,0,0.32,1.91,3.82,0.32,0.32,0.0,0.0
823,108,國立,實用技能學程,設計群,148,5,1,100,1,0,0,0,0,0,0,1,0,0,72.97,3.38,0.68,67.57,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,2,0,0,0,0,6,2,0,3,0,0,0,0,10,2,0,1,0,2,18.92,1.35,0.0,0.0,0.0,0.0,4.05,1.35,0.0,2.03,0.0,0.0,0.0,0.0,6.76,1.35,0.0,0.68,0.0,1.35,0,0,4,0,0,0,0,0.0,0.0,2.7,0.0,0.0,0.0,0.0
824,108,國立,實用技能學程,農業群,131,17,24,39,2,3,5,0,0,0,0,1,0,0,69.47,12.98,18.32,29.77,1.53,2.29,3.82,0.0,0.0,0.0,0.0,0.76,0.0,0.0,10,0,1,0,0,5,3,0,4,0,0,0,2,3,8,0,0,0,0,27.48,7.63,0.0,0.76,0.0,0.0,3.82,2.29,0.0,3.05,0.0,0.0,0.0,1.53,2.29,6.11,0.0,0.0,0.0,0.0,0,0,4,0,0,0,0,0.0,0.0,3.05,0.0,0.0,0.0,0.0
825,108,國立,實用技能學程,食品群,181,5,1,62,22,0,0,0,0,0,0,1,0,1,50.83,2.76,0.55,34.25,12.15,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.55,2,0,11,0,0,0,12,1,26,0,0,0,1,2,3,0,0,3,4,35.91,1.1,0.0,6.08,0.0,0.0,0.0,6.63,0.55,14.36,0.0,0.0,0.0,0.55,1.1,1.66,0.0,0.0,1.66,2.21,0,7,9,0,0,0,0,0.0,3.87,4.97,0.0,0.0,0.0,0.0
826,108,國立,實用技能學程,餐旅群,316,20,7,152,18,0,0,5,0,0,0,1,0,0,64.24,6.33,2.22,48.1,5.7,0.0,0.0,1.58,0.0,0.0,0.0,0.32,0.0,0.0,2,0,2,0,0,2,9,0,44,0,0,1,1,1,22,0,1,2,4,28.8,0.63,0.0,0.63,0.0,0.0,0.63,2.85,0.0,13.92,0.0,0.0,0.32,0.32,0.32,6.96,0.0,0.32,0.63,1.27,0,4,11,0,1,0,0,0.0,1.27,3.48,0.0,0.32,0.0,0.0
827,108,國立,實用技能學程,水產群,24,5,1,1,6,0,0,0,0,0,0,0,0,0,54.17,20.83,4.17,4.17,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,4.17,0,1,2,0,0,0,0,0.0,4.17,8.33,0.0,0.0,0.0,0.0
828,108,國立,實用技能學程,海事群,21,0,2,6,3,0,0,0,1,0,0,2,0,0,66.67,0.0,9.52,28.57,14.29,0.0,0.0,0.0,4.76,0.0,0.0,9.52,0.0,0.0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,28.57,0.0,0.0,4.76,4.76,0.0,9.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,0.0,0.0,0.0,4.76,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829,108,國立,實用技能學程,美容造型群,157,11,3,55,17,3,5,0,3,0,0,0,0,0,61.78,7.01,1.91,35.03,10.83,1.91,3.18,0.0,1.91,0.0,0.0,0.0,0.0,0.0,0,0,2,0,1,0,2,0,13,0,0,0,1,10,2,0,0,2,20,33.76,0.0,0.0,1.27,0.0,0.64,0.0,1.27,0.0,8.28,0.0,0.0,0.0,0.64,6.37,1.27,0.0,0.0,1.27,12.74,2,1,3,0,0,0,1,1.27,0.64,1.91,0.0,0.0,0.0,0.64
830,108,國立,進修部,普通科,77,3,4,21,14,0,0,0,0,0,0,0,0,0,54.55,3.9,5.19,27.27,18.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,2,2,1,4,0,0,2,0,1,6,0,0,1,0,27.27,1.3,0.0,1.3,0.0,0.0,2.6,2.6,1.3,5.19,0.0,0.0,2.6,0.0,1.3,7.79,0.0,0.0,1.3,0.0,0,3,0,3,0,1,4,0.0,3.9,0.0,3.9,0.0,1.3,5.19
831,108,國立,進修部,機械群,250,10,15,32,54,0,0,1,1,0,0,1,0,0,45.6,4.0,6.0,12.8,21.6,0.0,0.0,0.4,0.4,0.0,0.0,0.4,0.0,0.0,3,0,54,3,1,5,2,3,12,2,0,0,0,1,1,0,1,5,13,42.4,1.2,0.0,21.6,1.2,0.4,2.0,0.8,1.2,4.8,0.8,0.0,0.0,0.0,0.4,0.4,0.0,0.4,2.0,5.2,1,14,9,0,0,0,1,0.4,5.6,3.6,0.0,0.0,0.0,0.4
