升公立大學日間部比率,升公立大學進修學士班比率,升私立大學日間部比率,升私立大學進修學士班比率,升公立二專日間部比率,升公立二專夜間部比率,升私立二專日間部比率,升私立二專夜間部比率,升警察大學比率,升警察專科學校比率,升軍事院校比率,赴國外_大陸就讀比率,升其他學校比率,就農_林_漁_牧業比率,就礦業及土石採取業比率,就製造業比率,就電力及燃氣供應業比率,就用水供應及污染整治業比率,就營造業比率,就批發及零售業比率,就運輸及倉儲業比率,就住宿及餐飲業比率,就資訊及通訊傳播業比率,就金融及保險業比率,就不動產業比率,就專業_科學及技術服務業比率,就支援服務業比率,就公共行政及國防；強制性社會安全比率,就教育服務業比率,就醫療保健及社會工作服務業比率,就藝術_娛樂及休閒服務業比率,就其他服務業比率,正在接受職業訓練比率,正在軍中服役比率,需要工作而未找到比率,補習或準備升學比率,健康不良在家休養比率,準備出國比率,其他比率,年份_102,年份_103,年份_104,年份_105,年份_106,年份_107,年份_108,年份_109,年份_110,設立別_國立,設立別_私立,設立別_縣市立,學程別_實用技能學程,學程別_專業群科,學程別_普通科,學程別_綜合高中,學程別_職業科,學程別_進修部,群科別_其他(綜合),群科別_動力機械群,群科別_化工群,群科別_商業群,群科別_商業與管理群,群科別_土木與建築群,群科別_外語群,群科別_學術學程,群科別_學術群,群科別_家政群,群科別_普通科,群科別_服務群,群科別_機械群,群科別_水產群,群科別_海事群,群科別_無,群科別_綜合,群科別_美容造型群,群科別_藝術群,群科別_設計群,群科別_農業群,群科別_電機與電子群,群科別_食品群,群科別_餐旅群
1.2820512821,1.9230769231,24.6794871795,24.6794871795,0.0,0.0,0.0,3.2051282051,0.0,0.0,0.0,0.0,0.641025641,0.0,0.0,9.9358974359,0.9615384615,0.0,1.2820512821,1.6025641026,1.2820512821,6.7307692308,3.2051282051,0.0,0.0,2.2435897436,0.0,0.641025641,0.0,0.0,0.9615384615,1.2820512821,1.2820512821,1.6025641026,1.2820512821,0.641025641,0.3205128205,0.0,0.3205128205,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12.5,18.75,37.5,6.25,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.347826087,15.2173913043,26.0869565217,30.4347826087,4.347826087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0434782609,0.0,0.0,0.0,0.0,0.0,6.5217391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.6022304833,10.4089219331,24.907063197,33.8289962825,0.0,0.0,0.0,0.7434944238,0.0,0.0,0.3717472119,0.3717472119,0.3717472119,0.0,0.0,2.2304832714,0.3717472119,0.0,0.0,2.9739776952,0.3717472119,3.717472119,0.0,0.3717472119,0.0,0.7434944238,1.4869888476,0.3717472119,0.0,0.3717472119,1.4869888476,0.0,0.0,3.3457249071,2.2304832714,1.1152416357,0.3717472119,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9259259259,2.7777777778,20.3703703704,39.8148148148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9259259259,0.0,0.0,1.8518518519,0.0,0.0,8.3333333333,0.0,0.0,0.0,2.7777777778,1.8518518519,0.9259259259,0.9259259259,0.0,2.7777777778,7.4074074074,0.0,0.9259259259,0.9259259259,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,0.0,47.0588235294,15.6862745098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8823529412,0.0,7.8431372549,0.0,0.0,0.0,0.0,0.0,3.9215686275,0.0,3.9215686275,7.8431372549,0.0,0.0,0.0,0.0,1.9607843137,0.0,0.0,5.8823529412,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21.569937076,0.4745667381,67.6697015503,1.9931803002,0.0351530917,0.0527296376,0.2425563328,0.0386684009,0.0984286568,0.513235139,1.0229549689,2.4009561641,0.0527296376,0.0175765459,0.0,0.0421837101,0.0,0.0035153092,0.0281224734,0.0351530917,0.021091855,0.2531022603,0.0597602559,0.0421837101,0.0,0.0597602559,0.0562449467,0.144127676,0.0070306183,0.0140612367,0.0562449467,0.0773368018,0.0386684009,0.4077758639,0.0281224734,2.0423946286,0.0105459275,0.0843674201,0.0527296376,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9.7894137735,1.8782014798,47.9795105293,13.5458167331,0.1138303927,0.0569151964,0.0569151964,0.9106431417,0.0,0.0569151964,0.6829823563,0.0,0.1707455891,0.6260671599,0.1138303927,7.7404667046,0.3984063745,0.0,0.9106431417,0.5691519636,0.6260671599,1.6505406944,0.1138303927,0.5122367672,0.0,0.3414911781,0.1138303927,0.5691519636,0.0569151964,0.0,0.0,0.9675583381,0.3414911781,4.4393853159,2.2766078543,0.9106431417,0.0,0.1138303927,0.4553215709,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.3518118551,0.5999520038,29.9256059515,11.6390688745,0.2639788817,0.1439884809,0.3839692825,0.7919366451,0.0,0.0479961603,1.0079193665,0.0,0.0479961603,1.2958963283,0.0959923206,8.903287737,0.6719462443,0.1199904008,1.7758579314,1.3438924886,3.9356851452,2.1118310535,0.4079673626,0.2399808015,0.0239980802,8.4953203744,1.0559155268,2.7357811375,0.0239980802,0.0,0.5519558435,4.0076793856,0.623950084,8.9752819774,3.1677465803,0.4319654428,0.2399808015,0.0479961603,0.5999520038,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.9523189888,1.5521888651,58.0723115531,10.3355330421,0.092945441,0.0278836323,0.1208290733,0.3903708523,0.0092945441,0.0,1.0595780277,0.0371781764,0.0278836323,0.269541779,0.0464727205,3.169439539,0.3903708523,0.0278836323,0.632028999,0.8829816897,0.4461381169,1.6730179385,0.6877962636,0.0557672646,0.0092945441,0.901570778,0.5669671903,0.7807417046,0.0092945441,0.0464727205,0.2974254113,1.6637233944,0.269541779,4.71233386,1.719490659,0.3903708523,0.1301236174,0.0650618087,0.7807417046,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9.2896174863,0.0,66.6666666667,6.0109289617,0.0,0.0,0.5464480874,0.5464480874,0.0,0.0,2.1857923497,0.5464480874,0.0,0.0,0.0,0.0,0.0,0.0,4.3715846995,0.0,0.5464480874,1.0928961749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5464480874,1.0928961749,1.6393442623,0.5464480874,3.825136612,0.5464480874,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.1723209024,1.936189915,66.4702416028,7.6605774897,0.7576395319,0.1094368213,0.370401549,0.6987120128,0.0,0.0505093021,0.6482027107,0.0757639532,0.1262732553,0.1515279064,0.008418217,0.8334034851,0.0926003872,0.016836434,0.4966748043,1.3300782894,0.2441282936,1.9025170469,0.2525465106,0.1094368213,0.0,0.4461655021,0.2609647277,0.7155484468,0.0420910851,0.1346914723,0.3030558128,1.1953868171,0.2188736426,2.2897550299,1.1953868171,0.5135112383,0.1431096894,0.0673457362,0.378819766,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.7499517654,2.2187922053,73.6446073702,4.0902951958,0.0,0.0385876905,0.6752845842,0.1736446074,0.0,0.0385876905,0.4823461316,0.8296353463,0.0385876905,0.0192938453,0.0,0.0964692263,0.0771753811,0.0,0.0578815358,0.3087015242,0.0578815358,0.8489291916,0.0385876905,0.0578815358,0.0,0.0578815358,0.2315261432,0.289407679,0.0192938453,0.0385876905,0.2701138337,0.4630522863,0.1543507621,0.5402276674,0.5981092032,0.6945784295,0.0385876905,0.4051707505,0.289407679,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.1535648995,0.9140767824,71.8464351005,9.0645947593,0.0761730652,0.0914076782,0.1523461304,0.3503960999,0.0,0.015234613,0.3503960999,0.5027422303,0.0609384522,0.0304692261,0.0457038391,0.2589884217,0.015234613,0.015234613,0.2437538087,0.365630713,0.0761730652,1.9043266301,0.2894576478,0.1218769043,0.015234613,0.6398537477,0.365630713,0.3960999391,0.1523461304,0.015234613,1.2797074954,1.2797074954,0.2589884217,1.3558805606,1.0816575259,1.6758074345,0.1523461304,0.380865326,0.4722730043,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,0.0,17.2839506173,30.8641975309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2345679012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.8641975309,1.2345679012,9.8765432099,8.6419753086,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3.2272658724,1.2969386216,48.6502789926,9.4405067109,0.512743176,0.3770170412,0.769114764,1.1913738501,0.0301613633,0.0150806816,0.2111295431,0.1508068165,0.1357261348,0.1508068165,0.0301613633,0.7540340823,0.0452420449,0.0150806816,0.0301613633,1.6136329362,0.1508068165,2.9708942844,0.2262102247,0.0452420449,0.0150806816,8.1284874076,0.8445181722,0.8445181722,0.4071784045,0.2412909063,3.0462976927,7.7967124114,0.5579852209,0.7389534007,3.0915397376,0.5579852209,0.3920977228,0.1055647715,0.6183079475,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.2513424307,2.0247302823,49.9088625055,10.8675304202,0.4581506478,0.2512439036,0.4975614562,0.7093945515,0.0049263511,0.0197054042,0.4236661905,0.2216857973,0.2660229568,0.3744026799,0.0295581063,1.3005566777,0.1970540421,0.0197054042,0.3990344352,1.4532735603,0.2463175526,13.8282674023,0.0689689147,0.0246317553,0.0344844574,0.7241736046,0.379329031,1.0542391251,0.0443371595,0.0886743189,0.8818168383,1.8818661018,0.3152864673,3.2267599389,3.0888221095,0.4285925415,0.2167594463,0.1083797231,0.5566776689,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.3829787234,0.0,48.9361702128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2765957447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4042553191,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.5378486056,1.8326693227,56.7330677291,8.6454183267,2.0717131474,0.1593625498,0.3187250996,0.2390438247,0.0,0.0398406375,0.1992031873,0.8366533865,0.3585657371,0.0398406375,0.0,0.3187250996,0.0,0.0398406375,0.3984063745,0.8764940239,0.1992031873,3.2669322709,1.7928286853,0.0398406375,0.0,0.2390438247,0.8366533865,0.1195219124,0.0398406375,0.0796812749,2.2709163347,3.0278884462,0.1992031873,2.3505976096,1.6733067729,3.2270916335,0.3585657371,0.438247012,0.438247012,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.4901960784,0.4901960784,7.5980392157,1.2254901961,0.0,0.0,0.0,0.0,0.0,0.0,0.4901960784,0.0,0.2450980392,0.7352941176,1.4705882353,3.431372549,0.7352941176,0.0,0.2450980392,5.1470588235,0.7352941176,10.7843137255,0.2450980392,0.0,0.0,4.6568627451,6.1274509804,0.0,0.2450980392,0.4901960784,2.2058823529,22.0588235294,4.4117647059,0.0,20.5882352941,0.0,4.6568627451,0.0,0.4901960784,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16.8341708543,0.5025125628,71.959798995,3.3668341709,0.0,0.0,0.0,0.0,0.0502512563,0.2010050251,0.7537688442,1.6582914573,0.0,0.0,0.0,0.1005025126,0.0502512563,0.0,0.0,0.1507537688,0.2010050251,0.2512562814,0.0,0.0,0.0,0.2512562814,0.0,0.1507537688,0.0,0.0,0.1005025126,0.1507537688,0.0,1.256281407,0.2010050251,1.3065326633,0.0502512563,0.1005025126,0.2010050251,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,0.0,40.9090909091,38.6363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8181818182,0.0,0.0,0.0,0.0,0.0,4.5454545455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8181818182,2.2727272727,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.9174311927,0.0,38.5321100917,16.5137614679,0.0,0.0,0.0,0.0,0.0,0.0,1.8348623853,0.0,0.0,0.9174311927,0.0,6.4220183486,0.9174311927,0.0,0.0,0.9174311927,1.8348623853,2.752293578,0.0,0.0,0.0,4.5871559633,1.8348623853,0.0,0.9174311927,0.0,0.9174311927,0.0,0.0,9.1743119266,10.0917431193,0.9174311927,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.5821596244,1.1267605634,66.103286385,5.4460093897,0.0,0.0938967136,0.2816901408,0.0,0.0,0.0938967136,1.5962441315,0.0938967136,0.2816901408,0.0,0.0938967136,0.4694835681,0.3755868545,0.0,0.8450704225,0.0938967136,0.4694835681,0.7511737089,0.1877934272,0.0,0.0,0.0938967136,0.3755868545,0.0,0.0938967136,0.0,0.4694835681,1.4084507042,0.0938967136,4.7887323944,0.5633802817,0.2816901408,0.0938967136,0.1877934272,0.1877934272,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17.8770949721,0.0,81.5642458101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5586592179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.2374597331,2.7611596871,76.2540266912,3.6355269213,0.3221352968,0.1380579844,0.0460193281,0.0,0.0,0.0,1.0584445467,0.3221352968,0.0,0.1840773125,0.0,0.2300966406,0.0,0.0,0.0460193281,0.5982512655,0.0,1.3345605154,0.1380579844,0.0,0.0,0.2761159687,0.2761159687,0.4141739531,0.0,0.0460193281,0.3221352968,0.4141739531,0.0920386562,1.7487344685,0.4141739531,0.3221352968,0.1380579844,0.0460193281,0.0460193281,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.2877535687,0.3005259204,81.0668670173,3.6063110443,0.0,0.0,0.0,0.1502629602,0.0,0.0,0.5259203606,2.1036814425,0.0,0.0,0.0,0.0751314801,0.0,0.0,0.0751314801,0.3756574005,0.0,0.826446281,0.0751314801,0.0751314801,0.0,0.0,0.2253944403,0.1502629602,0.0751314801,0.0,0.3005259204,0.2253944403,0.0751314801,0.7513148009,0.0751314801,1.1269722014,0.0751314801,0.3005259204,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.0278551532,0.0,85.0974930362,1.6713091922,0.0,0.0,0.0,0.0,0.0,0.0,0.139275766,0.5571030641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139275766,0.0,0.0,0.0,0.0,0.4178272981,0.139275766,0.0,0.0,0.139275766,0.0,0.139275766,0.5571030641,0.139275766,0.278551532,0.0,0.0,0.4178272981,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.9756838906,0.0,78.8753799392,2.73556231,0.1519756839,0.0,0.0,0.1519756839,0.0,0.0,0.1519756839,0.1519756839,0.0,0.0,0.0,1.0638297872,0.0,0.0,0.0,0.6079027356,0.0,2.5835866261,0.0,0.0,0.0,2.73556231,0.9118541033,1.0638297872,0.3039513678,0.0,0.3039513678,1.2158054711,0.1519756839,0.6079027356,0.6079027356,0.7598784195,0.0,0.0,2.4316109422,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.8988476312,1.4084507042,67.2215108835,5.2496798976,0.0640204866,0.0,0.1920614597,0.0,0.0,0.0,1.4084507042,0.2560819462,0.1280409731,0.1920614597,0.0,0.4481434059,0.0,0.0,0.3841229193,0.6402048656,0.576184379,3.7772087068,0.0,0.0,0.0,0.4481434059,0.5121638924,1.9206145967,0.0,0.0640204866,0.576184379,0.9603072983,0.2560819462,2.880921895,0.7682458387,0.1280409731,0.1920614597,0.0640204866,0.1280409731,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,29.1666666667,8.3333333333,0.0,0.0,0.0,0.0,0.0,0.0,4.1666666667,0.0,0.0,4.1666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3333333333,0.0,0.0,0.0,0.0,0.0,20.8333333333,0.0,0.0,0.0,4.1666666667,0.0,4.1666666667,0.0,0.0,0.0,0.0,16.6666666667,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11.6838487973,0.6872852234,65.2920962199,4.4673539519,0.0,0.0,0.0,0.0,0.0,0.0,0.6872852234,0.0,0.0,0.0,0.0,0.6872852234,0.0,0.0,0.0,0.6872852234,0.0,3.0927835052,0.0,0.0,0.0,0.0,2.7491408935,1.0309278351,0.0,0.0,0.0,1.0309278351,0.0,1.3745704467,2.7491408935,2.4054982818,0.0,0.0,1.0309278351,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.0,0.0,9.4339622642,15.0943396226,0.0,0.0,0.0,3.7735849057,0.0,0.0,9.4339622642,0.0,0.0,0.0,0.0,24.5283018868,0.0,0.0,9.4339622642,5.6603773585,0.0,3.7735849057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8867924528,1.8867924528,1.8867924528,7.5471698113,3.7735849057,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.3505696757,0.4382120947,14.2857142857,11.7440841367,0.0876424189,0.0,1.1393514461,0.2629272568,0.0,0.0,0.5258545136,0.0,0.0,2.4539877301,0.0,13.93514461,0.8764241893,0.0876424189,2.7169149869,1.6652059597,3.5933391762,4.9079754601,0.0876424189,0.0,0.0,11.6564417178,2.8921998247,0.7011393514,0.0876424189,0.1752848379,0.7887817704,6.0473269062,0.8764241893,10.6047326906,3.6809815951,0.2629272568,0.6134969325,0.0,1.4022787029,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8818342152,0.7054673721,38.8007054674,18.5185185185,0.0,0.0,0.0,0.5291005291,2.1164021164,0.176366843,1.9400352734,0.176366843,0.0,1.9400352734,0.0,4.0564373898,0.8818342152,0.0,0.5291005291,0.7054673721,0.3527336861,4.9382716049,1.5873015873,0.0,0.0,2.4691358025,0.3527336861,7.2310405644,0.0,0.0,0.3527336861,1.4109347443,1.0582010582,3.8800705467,3.1746031746,0.5291005291,0.3527336861,0.0,0.3527336861,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.3239187996,0.9708737864,36.187113857,14.1218005296,1.5887025596,1.0591350397,0.0,0.5295675199,0.0,0.0882612533,1.147396293,0.0,0.0882612533,0.1765225066,0.0,6.266548985,0.4413062665,0.0,1.8534863195,3.9717563989,1.2356575463,4.3248014122,1.3239187996,0.1765225066,0.0882612533,1.0591350397,1.147396293,1.412180053,0.1765225066,0.1765225066,1.8534863195,5.8252427184,0.0,4.3248014122,4.4130626655,0.7060900265,0.6178287732,0.0,0.7943512798,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.5714285714,0.0,73.2142857143,0.0,0.0,0.0,1.7857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5714285714,0.0,7.1428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7857142857,0.0,0.0,0.0,7.1428571429,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.048951049,0.0,36.3636363636,14.3356643357,0.0,0.0,0.0,0.0,0.0,0.0,0.6993006993,0.0,1.048951049,0.0,0.0,2.4475524476,0.0,0.0,1.3986013986,3.4965034965,0.6993006993,27.6223776224,0.0,0.0,0.0,2.7972027972,0.0,0.0,0.0,0.0,0.0,1.3986013986,0.6993006993,2.0979020979,1.7482517483,1.3986013986,0.3496503497,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.342917436,0.2374043788,30.5460300712,12.1076233184,0.2374043788,0.2110261145,0.5539435505,2.294908995,0.0263782643,0.0791347929,0.5275652862,0.2110261145,0.2637826431,0.4748087576,0.0,2.2157742021,0.6067000791,0.1055130572,1.187021894,2.637826431,0.7385914007,21.0234766552,0.342917436,0.0263782643,0.0,1.0551305724,1.2134001583,1.2134001583,0.0791347929,0.1582695859,1.8201002374,2.7433394883,0.7122131364,4.3787918755,5.5921920338,0.3165391717,0.1846478502,0.0791347929,2.0047480876,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.3698630137,2.4657534247,25.2739726027,12.3287671233,0.4109589041,0.2739726027,2.1917808219,2.8767123288,0.0,0.0,0.0684931507,0.0684931507,0.2054794521,1.1643835616,0.0,0.9589041096,0.2054794521,0.0,0.6849315068,2.4657534247,0.1369863014,5.0,0.2739726027,0.4109589041,0.3424657534,17.7397260274,1.5753424658,0.3424657534,0.0,0.2739726027,4.2465753425,8.698630137,0.6164383562,0.4109589041,5.1369863014,0.2739726027,0.4794520548,0.0,0.3424657534,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7.063197026,0.7434944238,23.4200743494,4.4609665428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3717472119,0.0,0.7434944238,0.0,0.0,0.3717472119,2.9739776952,0.0,1.4869888476,0.0,1.1152416357,0.0,0.0,0.0,0.0,0.0,0.0,1.4869888476,37.5464684015,0.0,0.3717472119,5.9479553903,0.0,0.3717472119,1.4869888476,10.0371747212,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,0.5649717514,3.9548022599,24.2937853107,0.0,0.5649717514,0.0,1.6949152542,0.0,0.0,0.0,0.0,1.1299435028,0.0,0.0,32.7683615819,0.0,0.0,4.5197740113,2.8248587571,0.5649717514,1.6949152542,1.1299435028,0.0,1.1299435028,2.2598870056,0.0,0.0,0.0,0.0,0.5649717514,9.604519774,0.0,6.2146892655,1.1299435028,0.5649717514,0.0,0.0,2.8248587571,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.5263157895,0.2631578947,1.4473684211,9.3421052632,0.0,0.0,0.0,2.1052631579,0.0,0.0,0.0,0.0,0.0,1.3157894737,0.6578947368,16.9736842105,1.1842105263,0.6578947368,5.7894736842,5.3947368421,10.6578947368,3.8157894737,1.7105263158,0.5263157895,0.0,10.7894736842,3.2894736842,0.2631578947,0.0,0.2631578947,2.5,5.7894736842,1.0526315789,6.8421052632,4.2105263158,0.2631578947,0.1315789474,0.0,0.2631578947,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
