設立別,學程別,群科別,畢業生人數,農_林_漁_牧業人數,礦業及土石採取業人數,製造業人數,電力及燃氣供應業人數,用水供應及污染整治業人數,營建工程業人數,批發及零售業人數,運輸及倉儲業人數,住宿及餐飲業人數,出版_影音製作_傳播及資通訊服務業人數,金融及保險業人數,不動產業人數,專業_科學及技術服務業人數,支援服務業人數,公共行政及國防；強制性社會安全人數,教育業人數,醫療保健及社會工作服務業人數,藝術_娛樂及休閒服務業人數,其他服務業人數,就業率,農_林_漁_牧業比率,礦業及土石採取業比率,製造業比率,電力及燃氣供應業比率,用水供應及污染整治業比率,營建工程業比率,批發及零售業比率,運輸及倉儲業比率,住宿及餐飲業比率,出版_影音製作_傳播及資通訊服務業比率,金融及保險業比率,不動產業比率,專業_科學及技術服務業比率,支援服務業比率,公共行政及國防；強制性社會安全比率,教育業比率,醫療保健及社會工作服務業比率,藝術_娛樂及休閒服務業比率,其他服務業比率
私立,專業群科,電機與電子群,8910,31,7,207,67,3,62,90,35,162,27,2,0,110,49,172,3,2,86,124,13.91,0.35,0.08,2.32,0.75,0.03,0.7,1.01,0.39,1.82,0.3,0.02,0,1.23,0.55,1.93,0.03,0.02,0.97,1.39
私立,專業群科,土木與建築群,198,0,0,0,1,0,4,1,0,6,0,0,0,0,1,3,0,0,0,2,9.09,0,0,0,0.51,0,2.02,0.51,0,3.03,0,0,0,0,0.51,1.52,0,0,0,1.01
私立,專業群科,商業與管理群,8370,13,3,60,2,3,28,152,36,177,17,9,4,20,36,113,7,8,59,54,9.57,0.16,0.04,0.72,0.02,0.04,0.33,1.82,0.43,2.11,0.2,0.11,0.05,0.24,0.43,1.35,0.08,0.1,0.7,0.65
私立,專業群科,外語群,5145,4,0,6,1,0,3,19,2,45,2,2,0,7,15,30,3,0,18,37,3.77,0.08,0,0.12,0.02,0,0.06,0.37,0.04,0.87,0.04,0.04,0,0.14,0.29,0.58,0.06,0,0.35,0.72
私立,專業群科,設計群,6450,6,0,28,2,0,22,37,8,115,15,3,2,39,29,71,5,3,38,61,7.5,0.09,0,0.43,0.03,0,0.34,0.57,0.12,1.78,0.23,0.05,0.03,0.6,0.45,1.1,0.08,0.05,0.59,0.95
私立,專業群科,食品群,209,0,2,12,0,1,1,11,0,22,0,0,0,1,0,0,0,0,1,4,26.32,0,0.96,5.74,0,0.48,0.48,5.26,0,10.53,0,0,0,0.48,0,0,0,0,0.48,1.91
私立,專業群科,家政群,5947,6,2,27,5,1,7,99,27,281,8,4,0,310,135,47,32,27,122,427,26.35,0.1,0.03,0.45,0.08,0.02,0.12,1.66,0.45,4.73,0.13,0.07,0,5.21,2.27,0.79,0.54,0.45,2.05,7.18
私立,專業群科,餐旅群,17704,56,5,186,23,7,70,257,53,2563,24,8,7,76,101,301,8,21,186,304,24.04,0.32,0.03,1.05,0.13,0.04,0.4,1.45,0.3,14.48,0.14,0.05,0.04,0.43,0.57,1.7,0.05,0.12,1.05,1.72
私立,專業群科,海事群,55,2,0,4,0,0,0,5,6,7,0,0,1,0,8,0,0,0,1,1,63.64,3.64,0,7.27,0,0,0,9.09,10.91,12.73,0,0,1.82,0,14.55,0,0,0,1.82,1.82
私立,專業群科,藝術群,2983,2,1,11,3,0,9,23,7,122,21,1,1,22,5,19,3,0,103,72,14.25,0.07,0.03,0.37,0.1,0,0.3,0.77,0.23,4.09,0.7,0.03,0.03,0.74,0.17,0.64,0.1,0,3.45,2.41
私立,專業群科,綜合,443,8,1,22,1,0,2,29,2,44,0,0,0,3,46,0,0,4,7,61,51.92,1.81,0.23,4.97,0.23,0,0.45,6.55,0.45,9.93,0,0,0,0.68,10.38,0,0,0.9,1.58,13.77
私立,綜合高中,學術群,1410,0,1,1,0,0,2,0,1,10,0,0,0,1,12,3,1,0,0,3,2.48,0,0.07,0.07,0,0,0.14,0,0.07,0.71,0,0,0,0.07,0.85,0.21,0.07,0,0,0.21
私立,綜合高中,動力機械群,16,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,18.75,0,0,0,0,0,6.25,0,0,12.5,0,0,0,0,0,0,0,0,0,0
私立,綜合高中,電機與電子群,523,6,2,0,9,0,2,0,5,12,0,0,0,0,3,44,0,0,0,9,17.59,1.15,0.38,0,1.72,0,0.38,0,0.96,2.29,0,0,0,0,0.57,8.41,0,0,0,1.72
私立,綜合高中,化工群,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
私立,綜合高中,商業與管理群,954,4,0,9,1,0,4,3,0,11,0,1,0,5,7,14,1,0,3,7,7.34,0.42,0,0.94,0.1,0,0.42,0.31,0,1.15,0,0.1,0,0.52,0.73,1.47,0.1,0,0.31,0.73
私立,綜合高中,外語群,793,0,0,0,0,0,1,3,0,8,0,0,0,0,2,6,1,0,1,2,3.03,0,0,0,0,0,0.13,0.38,0,1.01,0,0,0,0,0.25,0.76,0.13,0,0.13,0.25
私立,綜合高中,設計群,435,0,0,7,0,0,1,3,0,7,0,0,0,1,0,5,0,0,1,3,6.44,0,0,1.61,0,0,0.23,0.69,0,1.61,0,0,0,0.23,0,1.15,0,0,0.23,0.69
私立,綜合高中,家政群,388,2,0,2,0,0,0,2,0,13,0,0,0,2,3,3,6,0,4,13,12.89,0.52,0,0.52,0,0,0,0.52,0,3.35,0,0,0,0.52,0.77,0.77,1.55,0,1.03,3.35
私立,綜合高中,餐旅群,1025,0,0,6,0,0,4,8,1,61,2,0,0,5,4,43,1,0,5,13,14.93,0,0,0.59,0,0,0.39,0.78,0.1,5.95,0.2,0,0,0.49,0.39,4.2,0.1,0,0.49,1.27
私立,綜合高中,藝術群,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,22.22,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,11.11
私立,綜合高中,綜合,236,0,0,1,0,0,2,2,0,13,0,1,0,0,6,7,0,0,1,4,15.68,0,0,0.42,0,0,0.85,0.85,0,5.51,0,0.42,0,0,2.54,2.97,0,0,0.42,1.69
私立,實用技能學程,機械群,90,0,0,39,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,52.22,0,0,43.33,0,0,3.33,0,0,5.56,0,0,0,0,0,0,0,0,0,0
私立,實用技能學程,動力機械群,1257,44,0,76,10,0,36,63,60,68,0,0,0,168,16,44,1,0,12,45,51.15,3.5,0,6.05,0.8,0,2.86,5.01,4.77,5.41,0,0,0,13.37,1.27,3.5,0.08,0,0.95,3.58
私立,實用技能學程,電機與電子群,475,15,2,36,11,0,19,4,7,7,9,1,0,9,25,22,0,0,10,12,39.79,3.16,0.42,7.58,2.32,0,4,0.84,1.47,1.47,1.89,0.21,0,1.89,5.26,4.63,0,0,2.11,2.53
私立,實用技能學程,商業與管理群,632,2,1,11,0,0,4,32,11,26,2,0,0,9,17,13,2,0,5,20,24.53,0.32,0.16,1.74,0,0,0.63,5.06,1.74,4.11,0.32,0,0,1.42,2.69,2.06,0.32,0,0.79,3.16
私立,實用技能學程,農業群,40,4,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,25,10,0,2.5,0,0,0,2.5,0,10,0,0,0,0,0,0,0,0,0,0
私立,實用技能學程,食品群,192,1,0,4,0,0,1,9,1,43,0,0,0,0,0,0,0,1,0,1,31.77,0.52,0,2.08,0,0,0.52,4.69,0.52,22.4,0,0,0,0,0,0,0,0.52,0,0.52
私立,實用技能學程,餐旅群,3090,33,1,60,14,2,25,101,12,791,4,0,0,24,34,65,3,6,23,97,41.91,1.07,0.03,1.94,0.45,0.06,0.81,3.27,0.39,25.6,0.13,0,0,0.78,1.1,2.1,0.1,0.19,0.74,3.14
私立,實用技能學程,美容造型群,1118,3,0,21,2,1,1,32,12,84,1,1,2,79,18,17,1,3,32,271,51.97,0.27,0,1.88,0.18,0.09,0.09,2.86,1.07,7.51,0.09,0.09,0.18,7.07,1.61,1.52,0.09,0.27,2.86,24.24
私立,進修部,普通科,277,4,0,6,0,0,4,11,6,18,2,5,2,5,2,1,0,3,9,16,33.94,1.44,0,2.17,0,0,1.44,3.97,2.17,6.5,0.72,1.81,0.72,1.81,0.72,0.36,0,1.08,3.25,5.78
私立,進修部,機械群,140,1,2,54,1,0,6,1,1,2,2,0,0,1,1,0,0,0,5,1,55.71,0.71,1.43,38.57,0.71,0,4.29,0.71,0.71,1.43,1.43,0,0,0.71,0.71,0,0,0,3.57,0.71
私立,進修部,動力機械群,691,10,5,127,17,0,33,37,36,36,3,6,2,93,28,3,1,0,17,53,73.37,1.45,0.72,18.38,2.46,0,4.78,5.35,5.21,5.21,0.43,0.87,0.29,13.46,4.05,0.43,0.14,0,2.46,7.67
私立,進修部,電機與電子群,458,2,0,42,4,1,23,25,11,41,3,10,0,36,10,0,0,1,6,58,59.61,0.44,0,9.17,0.87,0.22,5.02,5.46,2.4,8.95,0.66,2.18,0,7.86,2.18,0,0,0.22,1.31,12.66
私立,進修部,商業與管理群,1429,28,0,111,40,1,31,134,39,125,17,12,4,39,97,16,2,14,71,104,61.93,1.96,0,7.77,2.8,0.07,2.17,9.38,2.73,8.75,1.19,0.84,0.28,2.73,6.79,1.12,0.14,0.98,4.97,7.28
私立,進修部,外語群,243,0,0,16,0,0,2,14,10,20,5,0,1,0,32,4,2,0,11,25,58.44,0,0,6.58,0,0,0.82,5.76,4.12,8.23,2.06,0,0.41,0,13.17,1.65,0.82,0,4.53,10.29
私立,進修部,設計群,386,2,0,11,4,1,7,11,11,15,10,8,4,27,7,4,2,1,33,50,53.89,0.52,0,2.85,1.04,0.26,1.81,2.85,2.85,3.89,2.59,2.07,1.04,6.99,1.81,1.04,0.52,0.26,8.55,12.95
私立,進修部,家政群,1279,8,0,52,2,0,2,39,4,104,5,4,0,185,43,3,1,3,155,209,64.03,0.63,0,4.07,0.16,0,0.16,3.05,0.31,8.13,0.39,0.31,0,14.46,3.36,0.23,0.08,0.23,12.12,16.34
私立,進修部,餐旅群,3521,45,12,234,18,1,74,197,98,852,28,39,13,62,86,26,9,18,178,204,62.31,1.28,0.34,6.65,0.51,0.03,2.1,5.6,2.78,24.2,0.8,1.11,0.37,1.76,2.44,0.74,0.26,0.51,5.06,5.79
私立,進修部,藝術群,169,0,0,14,1,0,2,16,2,18,1,1,0,6,6,0,0,2,37,1,63.31,0,0,8.28,0.59,0,1.18,9.47,1.18,10.65,0.59,0.59,0,3.55,3.55,0,0,1.18,21.89,0.59
