設立別,學程別,群科別,畢業生人數,農_林_漁_牧業人數,礦業及土石採取業人數,製造業人數,電力及燃氣供應業人數,用水供應及污染整治業人數,營建工程業人數,批發及零售業人數,運輸及倉儲業人數,住宿及餐飲業人數,出版_影音製作_傳播及資通訊服務業人數,金融及保險業人數,不動產業人數,專業_科學及技術服務業人數,支援服務業人數,公共行政及國防；強制性社會安全人數,教育業人數,醫療保健及社會工作服務業人數,藝術_娛樂及休閒服務業人數,其他服務業人數,就業率,農_林_漁_牧業比率,礦業及土石採取業比率,製造業比率,電力及燃氣供應業比率,用水供應及污染整治業比率,營建工程業比率,批發及零售業比率,運輸及倉儲業比率,住宿及餐飲業比率,出版_影音製作_傳播及資通訊服務業比率,金融及保險業比率,不動產業比率,專業_科學及技術服務業比率,支援服務業比率,公共行政及國防；強制性社會安全比率,教育業比率,醫療保健及社會工作服務業比率,藝術_娛樂及休閒服務業比率,其他服務業比率
國立,實用技能學程,商業與管理群,415,7,0,7,0,0,3,15,2,27,0,5,0,4,12,12,0,1,9,11,27.71,1.69,0,1.69,0,0,0.72,3.61,0.48,6.51,0,1.2,0,0.96,2.89,2.89,0,0.24,2.17,2.65
國立,實用技能學程,設計群,151,0,0,6,0,0,4,4,0,1,0,0,0,1,0,1,0,0,1,0,11.92,0,0,3.97,0,0,2.65,2.65,0,0.66,0,0,0,0.66,0,0.66,0,0,0.66,0
國立,實用技能學程,農業群,184,11,0,0,1,1,1,6,0,7,0,0,0,4,5,15,0,0,1,2,29.35,5.98,0,0,0.54,0.54,0.54,3.26,0,3.8,0,0,0,2.17,2.72,8.15,0,0,0.54,1.09
國立,實用技能學程,食品群,224,10,0,5,0,0,0,7,2,27,0,1,0,7,0,11,1,0,9,2,36.61,4.46,0,2.23,0,0,0,3.13,0.89,12.05,0,0.45,0,3.13,0,4.91,0.45,0,4.02,0.89
國立,實用技能學程,餐旅群,339,6,0,2,0,0,1,5,2,49,1,0,0,1,2,7,0,1,3,7,25.66,1.77,0,0.59,0,0,0.29,1.47,0.59,14.45,0.29,0,0,0.29,0.59,2.06,0,0.29,0.88,2.06
國立,實用技能學程,水產群,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,10.71,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,7.14,0,0,0,0
國立,實用技能學程,海事群,40,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,2.5,0,10,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0
國立,實用技能學程,美容造型群,168,0,0,5,1,0,0,12,0,12,0,0,0,24,3,0,0,0,37,0,55.95,0,0,2.98,0.6,0,0,7.14,0,7.14,0,0,0,14.29,1.79,0,0,0,22.02,0
國立,進修部,普通科,109,1,0,0,0,0,2,1,1,4,0,0,0,1,2,1,0,1,0,6,18.35,0.92,0,0,0,0,1.83,0.92,0.92,3.67,0,0,0,0.92,1.83,0.92,0,0.92,0,5.5
國立,進修部,機械群,322,4,3,85,2,0,0,5,5,14,3,0,0,8,2,8,0,1,10,4,47.83,1.24,0.93,26.4,0.62,0,0,1.55,1.55,4.35,0.93,0,0,2.48,0.62,2.48,0,0.31,3.11,1.24
國立,進修部,動力機械群,135,2,0,2,5,0,6,1,5,11,0,0,0,27,1,6,0,0,3,8,57.04,1.48,0,1.48,3.7,0,4.44,0.74,3.7,8.15,0,0,0,20,0.74,4.44,0,0,2.22,5.93
國立,進修部,電機與電子群,342,3,0,57,3,0,6,9,4,16,1,2,0,14,8,10,2,1,6,22,47.95,0.88,0,16.67,0.88,0,1.75,2.63,1.17,4.68,0.29,0.58,0,4.09,2.34,2.92,0.58,0.29,1.75,6.43
國立,進修部,化工群,17,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,35.29,5.88,0,0,0,0,0,0,0,0,0,0,0,11.76,17.65,0,0,0,0,0
國立,進修部,土木與建築群,16,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,4,81.25,0,0,0,0,0,31.25,0,0,0,0,0,0,0,0,25,0,0,0,25
國立,進修部,商業與管理群,779,10,0,59,3,1,16,67,6,80,1,22,3,14,19,24,2,13,38,52,55.2,1.28,0,7.57,0.39,0.13,2.05,8.6,0.77,10.27,0.13,2.82,0.39,1.8,2.44,3.08,0.26,1.67,4.88,6.68
國立,進修部,外語群,12,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,41.67,0,0,0,0,0,0,0,0,8.33,0,0,0,0,33.33,0,0,0,0,0
國立,進修部,設計群,149,3,0,27,0,0,9,3,1,8,0,0,0,4,1,0,0,2,1,5,42.95,2.01,0,18.12,0,0,6.04,2.01,0.67,5.37,0,0,0,2.68,0.67,0,0,1.34,0.67,3.36
國立,進修部,農業群,47,1,0,2,0,0,1,5,1,3,0,0,0,1,0,2,0,0,1,0,36.17,2.13,0,4.26,0,0,2.13,10.64,2.13,6.38,0,0,0,2.13,0,4.26,0,0,2.13,0
國立,進修部,食品群,131,6,0,9,2,0,0,1,0,30,0,1,0,1,0,1,0,0,11,2,48.85,4.58,0,6.87,1.53,0,0,0.76,0,22.9,0,0.76,0,0.76,0,0.76,0,0,8.4,1.53
國立,進修部,家政群,150,6,1,18,0,0,1,16,2,22,0,0,0,3,8,1,0,3,12,5,65.33,4,0.67,12,0,0,0.67,10.67,1.33,14.67,0,0,0,2,5.33,0.67,0,2,8,3.33
國立,進修部,餐旅群,146,1,0,5,0,0,2,8,2,38,0,2,0,1,5,1,0,2,8,2,52.74,0.68,0,3.42,0,0,1.37,5.48,1.37,26.03,0,1.37,0,0.68,3.42,0.68,0,1.37,5.48,1.37
縣市立,普通科,普通科,46978,12,2,24,5,2,19,17,4,86,8,2,0,4,11,149,7,3,49,53,0.97,0.03,0,0.05,0.01,0,0.04,0.04,0.01,0.18,0.02,0,0,0.01,0.02,0.32,0.01,0.01,0.1,0.11
縣市立,專業群科,機械群,2402,1,0,88,4,1,11,9,4,22,1,0,1,13,6,0,0,0,6,5,7.16,0.04,0,3.66,0.17,0.04,0.46,0.37,0.17,0.92,0.04,0,0.04,0.54,0.25,0,0,0,0.25,0.21
縣市立,專業群科,動力機械群,755,0,0,3,2,0,2,3,3,3,0,0,0,29,2,2,0,0,1,4,7.15,0,0,0.4,0.26,0,0.26,0.4,0.4,0.4,0,0,0,3.84,0.26,0.26,0,0,0.13,0.53
縣市立,專業群科,電機與電子群,3629,0,2,50,14,1,4,6,1,16,4,0,0,13,2,3,0,0,7,15,3.8,0,0.06,1.38,0.39,0.03,0.11,0.17,0.03,0.44,0.11,0,0,0.36,0.06,0.08,0,0,0.19,0.41
縣市立,專業群科,化工群,573,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.87,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52
縣市立,專業群科,土木與建築群,641,0,0,7,0,0,11,2,0,2,0,0,0,7,0,0,0,0,3,0,4.99,0,0,1.09,0,0,1.72,0.31,0,0.31,0,0,0,1.09,0,0,0,0,0.47,0
縣市立,專業群科,商業與管理群,3540,1,0,1,0,0,2,9,0,17,1,3,0,2,2,12,0,0,2,7,1.67,0.03,0,0.03,0,0,0.06,0.25,0,0.48,0.03,0.08,0,0.06,0.06,0.34,0,0,0.06,0.2
縣市立,專業群科,外語群,650,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,1,0,1,1.08,0,0,0,0,0,0,0.31,0,0.46,0,0,0,0,0,0,0,0.15,0,0.15
縣市立,專業群科,設計群,1286,0,0,1,0,0,1,0,1,13,3,0,0,3,1,2,0,0,10,4,3.03,0,0,0.08,0,0,0.08,0,0.08,1.01,0.23,0,0,0.23,0.08,0.16,0,0,0.78,0.31
縣市立,專業群科,農業群,337,2,0,0,0,0,2,1,0,3,0,0,0,0,4,2,0,0,1,2,5.04,0.59,0,0,0,0,0.59,0.3,0,0.89,0,0,0,0,1.19,0.59,0,0,0.3,0.59
縣市立,專業群科,食品群,138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣市立,專業群科,家政群,389,0,0,0,0,0,0,2,0,2,0,0,0,0,0,3,0,3,0,8,4.63,0,0,0,0,0,0,0.51,0,0.51,0,0,0,0,0,0.77,0,0.77,0,2.06
縣市立,專業群科,餐旅群,282,0,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,2,8.87,0,0,0,0,0,0,0,0.35,7.8,0,0,0,0,0,0,0,0,0,0.71
縣市立,專業群科,藝術群,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82
縣市立,專業群科,服務群,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣市立,專業群科,其他(綜合),474,1,1,27,3,0,3,23,8,124,0,1,0,14,42,0,0,7,12,22,60.76,0.21,0.21,5.7,0.63,0,0.63,4.85,1.69,26.16,0,0.21,0,2.95,8.86,0,0,1.48,2.53,4.64
縣市立,綜合高中,學術學程,2630,0,0,4,0,1,3,3,1,14,0,0,0,0,2,0,0,0,9,6,1.63,0,0,0.15,0,0.04,0.11,0.11,0.04,0.53,0,0,0,0,0.08,0,0,0,0.34,0.23
縣市立,綜合高中,機械群,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣市立,綜合高中,電機與電子群,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣市立,綜合高中,化工群,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣市立,綜合高中,土木與建築群,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣市立,綜合高中,商業與管理群,378,0,0,0,0,0,0,2,0,5,1,0,0,0,1,2,0,0,0,2,3.44,0,0,0,0,0,0,0.53,0,1.32,0.26,0,0,0,0.26,0.53,0,0,0,0.53
縣市立,綜合高中,外語群,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣市立,綜合高中,設計群,210,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,2,3.81,0,0,0,0,0,0.48,0,0.48,0,0.48,0,0,0.48,0,0.48,0,0,0.48,0.95
縣市立,綜合高中,家政群,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
縣市立,綜合高中,餐旅群,99,0,1,2,0,0,0,5,0,1,0,0,0,0,0,3,0,0,0,0,12.12,0,1.01,2.02,0,0,0,5.05,0,1.01,0,0,0,0,0,3.03,0,0,0,0
縣市立,綜合高中,藝術群,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣市立,綜合高中,其他(綜合),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
縣市立,實用技能學程,機械群,92,0,0,36,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,3,47.83,0,0,39.13,0,0,0,0,0,1.09,0,0,0,0,2.17,2.17,0,0,0,3.26
縣市立,實用技能學程,動力機械群,67,0,0,14,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,23.88,0,0,20.9,0,0,0,0,0,1.49,0,0,0,1.49,0,0,0,0,0,0
縣市立,實用技能學程,電機與電子群,71,1,0,8,0,0,3,0,1,4,1,0,0,8,7,0,0,0,1,0,47.89,1.41,0,11.27,0,0,4.23,0,1.41,5.63,1.41,0,0,11.27,9.86,0,0,0,1.41,0
縣市立,實用技能學程,土木與建築群,31,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,12.9,0,0,0,0,0,9.68,0,0,3.23,0,0,0,0,0,0,0,0,0,0
縣市立,實用技能學程,商業與管理群,45,0,0,3,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,20,0,0,6.67,0,0,4.44,0,0,6.67,2.22,0,0,0,0,0,0,0,0,0
縣市立,實用技能學程,設計群,42,0,0,0,0,0,0,0,0,6,0,0,0,3,1,3,0,0,0,1,33.33,0,0,0,0,0,0,0,0,14.29,0,0,0,7.14,2.38,7.14,0,0,0,2.38
縣市立,實用技能學程,食品群,17,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,0,0
縣市立,實用技能學程,餐旅群,63,0,0,1,0,0,1,1,0,12,0,0,0,0,1,0,0,0,1,1,28.57,0,0,1.59,0,0,1.59,1.59,0,19.05,0,0,0,0,1.59,0,0,0,1.59,1.59
縣市立,實用技能學程,美容造型群,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,48,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,44
縣市立,進修部,普通科,303,2,0,19,0,0,5,7,5,21,1,5,0,0,43,2,0,16,11,28,54.46,0.66,0,6.27,0,0,1.65,2.31,1.65,6.93,0.33,1.65,0,0,14.19,0.66,0,5.28,3.63,9.24
縣市立,進修部,機械群,299,1,2,38,0,0,7,12,6,11,0,0,0,5,8,1,0,1,2,13,35.79,0.33,0.67,12.71,0,0,2.34,4.01,2.01,3.68,0,0,0,1.67,2.68,0.33,0,0.33,0.67,4.35
縣市立,進修部,動力機械群,173,0,0,22,0,0,1,13,19,11,0,0,1,12,2,1,0,0,3,1,49.71,0,0,12.72,0,0,0.58,7.51,10.98,6.36,0,0,0.58,6.94,1.16,0.58,0,0,1.73,0.58
縣市立,進修部,電機與電子群,327,0,0,32,9,1,5,13,3,27,2,0,0,8,10,5,0,1,9,3,39.14,0,0,9.79,2.75,0.31,1.53,3.98,0.92,8.26,0.61,0,0,2.45,3.06,1.53,0,0.31,2.75,0.92
縣市立,進修部,化工群,44,0,0,3,0,0,2,3,0,8,0,0,0,0,0,0,0,1,2,4,52.27,0,0,6.82,0,0,4.55,6.82,0,18.18,0,0,0,0,0,0,0,2.27,4.55,9.09
縣市立,進修部,土木與建築群,73,0,0,1,0,0,12,0,0,1,0,1,0,0,3,0,0,0,6,2,35.62,0,0,1.37,0,0,16.44,0,0,1.37,0,1.37,0,0,4.11,0,0,0,8.22,2.74
縣市立,進修部,商業與管理群,415,0,0,28,0,0,1,18,6,20,1,4,1,5,4,10,2,4,2,10,27.95,0,0,6.75,0,0,0.24,4.34,1.45,4.82,0.24,0.96,0.24,1.2,0.96,2.41,0.48,0.96,0.48,2.41
縣市立,進修部,外語群,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣市立,進修部,設計群,76,0,0,0,0,0,0,0,0,9,4,0,1,0,1,0,0,0,10,1,34.21,0,0,0,0,0,0,0,0,11.84,5.26,0,1.32,0,1.32,0,0,0,13.16,1.32
縣市立,進修部,食品群,29,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,2,0,31.03,3.45,0,3.45,0,0,0,3.45,0,3.45,0,0,0,0,3.45,0,3.45,3.45,6.9,0
縣市立,進修部,家政群,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.22,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11
縣市立,進修部,餐旅群,17,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17.65,0,0,0,0,0,0,17.65,0,0,0,0,0,0,0,0,0,0,0,0
私立,普通科,普通科,26118,13,1,14,2,0,6,15,0,45,2,3,0,8,19,76,0,4,16,32,0.98,0.05,0,0.05,0.01,0,0.02,0.06,0,0.17,0.01,0.01,0,0.03,0.07,0.29,0,0.02,0.06,0.12
私立,專業群科,機械群,1809,25,1,125,1,0,11,14,7,51,0,0,0,51,6,73,0,0,2,9,20.78,1.38,0.06,6.91,0.06,0,0.61,0.77,0.39,2.82,0,0,0,2.82,0.33,4.04,0,0,0.11,0.5
私立,專業群科,動力機械群,4821,56,4,265,24,4,48,85,98,171,8,3,2,423,39,235,0,3,31,114,33.46,1.16,0.08,5.5,0.5,0.08,1,1.76,2.03,3.55,0.17,0.06,0.04,8.77,0.81,4.87,0,0.06,0.64,2.36
私立,專業群科,電機與電子群,7856,49,4,181,74,1,45,53,30,171,40,0,4,168,44,157,4,6,45,105,15.03,0.62,0.05,2.3,0.94,0.01,0.57,0.67,0.38,2.18,0.51,0,0.05,2.14,0.56,2,0.05,0.08,0.57,1.34
私立,專業群科,土木與建築群,176,0,0,0,0,0,1,0,0,4,0,0,0,0,0,2,0,0,0,0,3.98,0,0,0,0,0,0.57,0,0,2.27,0,0,0,0,0,1.14,0,0,0,0
私立,專業群科,商業與管理群,7155,7,0,27,3,0,9,72,16,130,13,13,1,32,74,95,3,2,15,85,8.34,0.1,0,0.38,0.04,0,0.13,1.01,0.22,1.82,0.18,0.18,0.01,0.45,1.03,1.33,0.04,0.03,0.21,1.19
私立,專業群科,外語群,5084,2,0,7,0,1,1,10,3,80,5,1,1,5,11,14,2,1,11,22,3.48,0.04,0,0.14,0,0.02,0.02,0.2,0.06,1.57,0.1,0.02,0.02,0.1,0.22,0.28,0.04,0.02,0.22,0.43
私立,專業群科,設計群,5821,4,1,35,6,1,15,52,6,128,8,7,5,58,18,41,5,4,47,44,8.33,0.07,0.02,0.6,0.1,0.02,0.26,0.89,0.1,2.2,0.14,0.12,0.09,1,0.31,0.7,0.09,0.07,0.81,0.76
私立,專業群科,食品群,170,0,0,12,0,0,0,2,0,16,0,0,0,3,0,0,0,0,1,0,20,0,0,7.06,0,0,0,1.18,0,9.41,0,0,0,1.76,0,0,0,0,0.59,0
