設立別,學程別,群科別,畢業生人數,農_林_漁_牧業人數,礦業及土石採取業人數,製造業人數,電力及燃氣供應業人數,用水供應及污染整治業人數,營建工程業人數,批發及零售業人數,運輸及倉儲業人數,住宿及餐飲業人數,出版_影音製作_傳播及資通訊服務業人數,金融及保險業人數,不動產業人數,專業_科學及技術服務業人數,支援服務業人數,公共行政及國防；強制性社會安全人數,教育業人數,醫療保健及社會工作服務業人數,藝術_娛樂及休閒服務業人數,其他服務業人數,就業率,農_林_漁_牧業比率,礦業及土石採取業比率,製造業比率,電力及燃氣供應業比率,用水供應及污染整治業比率,營建工程業比率,批發及零售業比率,運輸及倉儲業比率,住宿及餐飲業比率,出版_影音製作_傳播及資通訊服務業比率,金融及保險業比率,不動產業比率,專業_科學及技術服務業比率,支援服務業比率,公共行政及國防；強制性社會安全比率,教育業比率,醫療保健及社會工作服務業比率,藝術_娛樂及休閒服務業比率,其他服務業比率
私立,專業群科,家政群,5505,8,1,41,4,0,8,87,17,222,10,2,0,363,116,54,28,55,102,440,28.3,0.15,0.02,0.74,0.07,0,0.15,1.58,0.31,4.03,0.18,0.04,0,6.59,2.11,0.98,0.51,1,1.85,7.99
私立,專業群科,餐旅群,16745,58,8,152,27,6,83,249,104,2502,22,8,1,54,131,280,7,11,128,281,24.56,0.35,0.05,0.91,0.16,0.04,0.5,1.49,0.62,14.94,0.13,0.05,0.01,0.32,0.78,1.67,0.04,0.07,0.76,1.68
私立,專業群科,海事群,51,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,1.96,3.92,0,0,0,0,0,0,0,0,0,0
私立,專業群科,藝術群,2790,1,0,8,2,1,6,35,3,123,17,3,2,19,20,29,3,3,45,43,13.01,0.04,0,0.29,0.07,0.04,0.22,1.25,0.11,4.41,0.61,0.11,0.07,0.68,0.72,1.04,0.11,0.11,1.61,1.54
私立,專業群科,服務群,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
私立,專業群科,其他(綜合),392,9,0,18,2,0,2,8,1,60,0,0,0,5,41,0,1,11,4,48,53.57,2.3,0,4.59,0.51,0,0.51,2.04,0.26,15.31,0,0,0,1.28,10.46,0,0.26,2.81,1.02,12.24
私立,綜合高中,學術學程,1196,0,0,1,0,0,1,3,0,10,1,0,0,0,0,2,1,0,1,3,1.92,0,0,0.08,0,0,0.08,0.25,0,0.84,0.08,0,0,0,0,0.17,0.08,0,0.08,0.25
私立,綜合高中,動力機械群,27,0,0,0,0,0,10,0,0,2,0,4,0,0,0,0,0,0,0,0,59.26,0,0,0,0,0,37.04,0,0,7.41,0,14.81,0,0,0,0,0,0,0,0
私立,綜合高中,電機與電子群,481,2,1,4,8,0,1,2,1,5,2,0,1,0,1,49,1,0,5,4,18.09,0.42,0.21,0.83,1.66,0,0.21,0.42,0.21,1.04,0.42,0,0.21,0,0.21,10.19,0.21,0,1.04,0.83
私立,綜合高中,化工群,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
私立,綜合高中,商業與管理群,861,0,0,0,1,0,1,2,1,13,3,1,0,6,0,13,0,3,5,16,7.55,0,0,0,0.12,0,0.12,0.23,0.12,1.51,0.35,0.12,0,0.7,0,1.51,0,0.35,0.58,1.86
私立,綜合高中,外語群,706,0,0,4,0,0,0,1,0,11,0,1,0,0,0,4,0,0,1,4,3.68,0,0,0.57,0,0,0,0.14,0,1.56,0,0.14,0,0,0,0.57,0,0,0.14,0.57
私立,綜合高中,設計群,386,0,0,1,0,0,2,1,0,3,2,0,0,3,2,9,0,0,1,0,6.22,0,0,0.26,0,0,0.52,0.26,0,0.78,0.52,0,0,0.78,0.52,2.33,0,0,0.26,0
私立,綜合高中,家政群,276,0,0,2,0,0,0,1,0,7,0,0,0,1,1,9,4,1,3,5,12.32,0,0,0.72,0,0,0,0.36,0,2.54,0,0,0,0.36,0.36,3.26,1.45,0.36,1.09,1.81
私立,綜合高中,餐旅群,760,1,0,2,0,0,1,5,0,44,0,0,0,1,16,75,1,0,7,7,21.05,0.13,0,0.26,0,0,0.13,0.66,0,5.79,0,0,0,0.13,2.11,9.87,0.13,0,0.92,0.92
私立,綜合高中,其他(綜合),156,2,0,0,1,0,0,0,1,16,0,0,0,0,5,2,0,0,1,3,19.87,1.28,0,0,0.64,0,0,0,0.64,10.26,0,0,0,0,3.21,1.28,0,0,0.64,1.92
私立,實用技能學程,機械群,113,1,1,38,2,0,4,3,2,4,0,0,0,0,0,3,5,0,0,0,55.75,0.88,0.88,33.63,1.77,0,3.54,2.65,1.77,3.54,0,0,0,0,0,2.65,4.42,0,0,0
私立,實用技能學程,動力機械群,1184,19,2,72,22,0,23,40,49,64,3,0,1,140,11,44,1,1,8,47,46.2,1.6,0.17,6.08,1.86,0,1.94,3.38,4.14,5.41,0.25,0,0.08,11.82,0.93,3.72,0.08,0.08,0.68,3.97
私立,實用技能學程,電機與電子群,601,8,0,29,16,1,18,10,1,31,6,0,3,25,3,26,1,2,1,28,34.78,1.33,0,4.83,2.66,0.17,3,1.66,0.17,5.16,1,0,0.5,4.16,0.5,4.33,0.17,0.33,0.17,4.66
私立,實用技能學程,商業與管理群,611,0,0,13,0,0,2,14,11,42,3,2,0,6,12,10,1,0,4,22,23.24,0,0,2.13,0,0,0.33,2.29,1.8,6.87,0.49,0.33,0,0.98,1.96,1.64,0.16,0,0.65,3.6
私立,實用技能學程,農業群,31,0,0,0,1,0,0,2,0,5,0,0,0,3,0,0,0,0,0,0,35.48,0,0,0,3.23,0,0,6.45,0,16.13,0,0,0,9.68,0,0,0,0,0,0
私立,實用技能學程,食品群,223,2,0,8,0,0,3,4,0,31,1,0,0,3,8,3,0,0,1,4,30.49,0.9,0,3.59,0,0,1.35,1.79,0,13.9,0.45,0,0,1.35,3.59,1.35,0,0,0.45,1.79
私立,實用技能學程,餐旅群,3080,21,3,57,8,0,27,77,31,846,6,2,2,15,11,60,2,8,10,90,41.43,0.68,0.1,1.85,0.26,0,0.88,2.5,1.01,27.47,0.19,0.06,0.06,0.49,0.36,1.95,0.06,0.26,0.32,2.92
私立,實用技能學程,藝術群,46,0,0,0,0,0,0,1,0,2,0,0,0,3,0,2,0,0,3,1,26.09,0,0,0,0,0,0,2.17,0,4.35,0,0,0,6.52,0,4.35,0,0,6.52,2.17
私立,實用技能學程,美容造型群,969,1,0,10,3,0,2,37,8,88,7,5,0,53,0,16,1,1,68,214,53.04,0.1,0,1.03,0.31,0,0.21,3.82,0.83,9.08,0.72,0.52,0,5.47,0,1.65,0.1,0.1,7.02,22.08
私立,進修部,普通科,274,1,0,10,0,0,10,8,3,11,0,2,0,9,1,6,0,2,1,6,25.55,0.36,0,3.65,0,0,3.65,2.92,1.09,4.01,0,0.73,0,3.28,0.36,2.19,0,0.73,0.36,2.19
私立,進修部,機械群,87,1,0,20,0,0,1,7,3,5,0,0,0,0,4,2,0,1,1,1,52.87,1.15,0,22.99,0,0,1.15,8.05,3.45,5.75,0,0,0,0,4.6,2.3,0,1.15,1.15,1.15
私立,進修部,動力機械群,648,23,3,118,10,0,46,35,37,40,7,2,1,52,32,6,0,2,39,37,75.62,3.55,0.46,18.21,1.54,0,7.1,5.4,5.71,6.17,1.08,0.31,0.15,8.02,4.94,0.93,0,0.31,6.02,5.71
私立,進修部,電機與電子群,330,1,0,37,3,0,6,17,14,25,2,2,0,5,37,0,1,1,23,19,58.48,0.3,0,11.21,0.91,0,1.82,5.15,4.24,7.58,0.61,0.61,0,1.52,11.21,0,0.3,0.3,6.97,5.76
私立,進修部,商業與管理群,1290,18,4,67,24,2,29,101,43,145,16,19,5,40,17,14,4,14,56,77,53.88,1.4,0.31,5.19,1.86,0.16,2.25,7.83,3.33,11.24,1.24,1.47,0.39,3.1,1.32,1.09,0.31,1.09,4.34,5.97
私立,進修部,外語群,163,0,0,2,0,0,0,17,3,11,1,0,1,1,6,0,0,1,18,8,42.33,0,0,1.23,0,0,0,10.43,1.84,6.75,0.61,0,0.61,0.61,3.68,0,0,0.61,11.04,4.91
私立,進修部,設計群,369,4,0,18,3,0,11,24,3,32,3,5,0,2,12,3,6,1,17,21,44.72,1.08,0,4.88,0.81,0,2.98,6.5,0.81,8.67,0.81,1.36,0,0.54,3.25,0.81,1.63,0.27,4.61,5.69
私立,進修部,家政群,1114,5,2,13,2,0,8,34,6,72,11,2,2,194,9,5,2,2,75,186,56.55,0.45,0.18,1.17,0.18,0,0.72,3.05,0.54,6.46,0.99,0.18,0.18,17.41,0.81,0.45,0.18,0.18,6.73,16.7
私立,進修部,餐旅群,3202,38,4,222,23,8,84,206,84,725,13,17,8,43,49,27,3,17,144,173,58.96,1.19,0.12,6.93,0.72,0.25,2.62,6.43,2.62,22.64,0.41,0.53,0.25,1.34,1.53,0.84,0.09,0.53,4.5,5.4
私立,進修部,藝術群,103,1,0,3,0,0,4,8,1,12,0,0,0,7,0,0,0,0,16,0,50.49,0.97,0,2.91,0,0,3.88,7.77,0.97,11.65,0,0,0,6.8,0,0,0,0,15.53,0
