設立別,學程別,群科別,畢業生人數,就農_林_漁_牧業人數,就礦業及土石採取業人數,就製造業人數,就電力及燃氣供應業人數,就用水供應及污染整治業人數,就營造業人數,就批發及零售業人數,就運輸及倉儲業人數,就住宿及餐飲業人數,就資訊及通訊傳播業人數,就金融及保險業人數,就不動產業人數,就專業_科學及技術服務業人數,就支援服務業人數,就公共行政及國防；強制性社會安全人數,就教育服務業人數,就醫療保健及社會工作服務業人數,就藝術_娛樂及休閒服務業人數,就其他服務業人數,就業率,就農_林_漁_牧業比率,就礦業及土石採取業比率,就製造業比率,就電力及燃氣供應業比率,就用水供應及污染整治業比率,就營造業比率,就批發及零售業比率,就運輸及倉儲業比率,就住宿及餐飲業比率,就資訊及通訊傳播業比率,就金融及保險業比率,就不動產業比率,就專業_科學及技術服務業比率,就支援服務業比率,就公共行政及國防；強制性社會安全比率,就教育服務業比率,就醫療保健及社會工作服務業比率,就藝術_娛樂及休閒服務業比率,就其他服務業比率
國立,專業群(職業)科,水產群,298,5,0,5,0,0,0,12,1,14,0,0,0,0,1,16,0,2,2,10,22.8187919463,1.677852349,0,1.677852349,0,0,0,4.0268456376,0.3355704698,4.6979865772,0,0,0,0,0.3355704698,5.3691275168,0,0.6711409396,0.6711409396,3.355704698
國立,專業群(職業)科,海事群,277,5,0,3,3,0,2,10,12,9,3,0,0,0,0,8,0,0,1,4,21.6606498195,1.8050541516,0,1.083032491,1.083032491,0,0.7220216606,3.6101083032,4.3321299639,3.2490974729,1.083032491,0,0,0,0,2.8880866426,0,0,0.3610108303,1.4440433213
國立,專業群(職業)科,藝術群,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立,專業群(職業)科,綜合,885,12,1,78,7,1,13,30,5,128,3,0,1,26,70,0,1,4,19,75,53.5593220339,1.3559322034,0.1129943503,8.813559322,0.790960452,0.1129943503,1.4689265537,3.3898305085,0.5649717514,14.4632768362,0.3389830508,0,0.1129943503,2.9378531073,7.9096045198,0,0.1129943503,0.4519774011,2.1468926554,8.4745762712
國立,綜合高中,,5762,3,0,6,1,0,2,1,1,14,1,1,0,2,4,29,0,1,12,7,1.4751822284,0.0520652551,0,0.1041305102,0.017355085,0,0.0347101701,0.017355085,0.017355085,0.2429711906,0.017355085,0.017355085,0,0.0347101701,0.0694203402,0.5032974662,0,0.017355085,0.2082610205,0.1214855953
國立,綜合高中,機械群,276,0,0,6,0,0,1,0,0,0,1,0,0,4,1,8,0,1,1,0,8.3333333333,0,0,2.1739130435,0,0,0.3623188406,0,0,0,0.3623188406,0,0,1.4492753623,0.3623188406,2.8985507246,0,0.3623188406,0.3623188406,0
國立,綜合高中,動力機械群,33,4,0,1,0,0,0,1,0,0,0,0,0,1,1,5,0,0,0,0,39.3939393939,12.1212121212,0,3.0303030303,0,0,0,3.0303030303,0,0,0,0,0,3.0303030303,3.0303030303,15.1515151515,0,0,0,0
國立,綜合高中,電機與電子群,430,0,0,3,0,0,2,0,0,13,0,0,0,3,6,8,0,0,1,2,8.8372093023,0,0,0.6976744186,0,0,0.4651162791,0,0,3.023255814,0,0,0,0.6976744186,1.3953488372,1.8604651163,0,0,0.2325581395,0.4651162791
國立,綜合高中,化工群,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,6.1224489796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0816326531,0,2.0408163265,0,0
國立,綜合高中,土木與建築群,174,0,0,0,0,1,2,0,0,2,0,0,0,0,0,3,0,0,0,1,5.1724137931,0,0,0,0,0.5747126437,1.1494252874,0,0,1.1494252874,0,0,0,0,0,1.724137931,0,0,0,0.5747126437
國立,綜合高中,商業與管理群,1450,0,0,2,3,0,2,10,5,11,1,0,0,1,1,13,0,0,8,4,4.2068965517,0,0,0.1379310345,0.2068965517,0,0.1379310345,0.6896551724,0.3448275862,0.7586206897,0.0689655172,0,0,0.0689655172,0.0689655172,0.8965517241,0,0,0.5517241379,0.275862069
國立,綜合高中,外語群,275,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1.4545454545,0,0,0,0,0,0.3636363636,0,0,1.0909090909,0,0,0,0,0,0,0,0,0,0
國立,綜合高中,設計群,447,0,0,0,1,0,0,2,1,0,1,0,0,1,2,3,0,0,0,0,2.4608501119,0,0,0,0.2237136465,0,0,0.4474272931,0.2237136465,0,0.2237136465,0,0,0.2237136465,0.4474272931,0.6711409396,0,0,0,0
國立,綜合高中,農業群,86,4,0,1,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,11.6279069767,4.6511627907,0,1.1627906977,0,0,0,0,0,1.1627906977,0,1.1627906977,0,1.1627906977,0,2.3255813953,0,0,0,0
國立,綜合高中,食品群,189,0,0,1,0,0,0,2,0,1,0,0,0,0,3,3,0,0,0,2,6.3492063492,0,0,0.5291005291,0,0,0,1.0582010582,0,0.5291005291,0,0,0,0,1.5873015873,1.5873015873,0,0,0,1.0582010582
國立,綜合高中,家政群,135,0,0,1,0,0,0,2,0,3,0,0,0,0,0,4,1,0,11,7,21.4814814815,0,0,0.7407407407,0,0,0,1.4814814815,0,2.2222222222,0,0,0,0,0,2.962962963,0.7407407407,0,8.1481481481,5.1851851852
國立,綜合高中,餐旅群,586,0,0,0,0,1,4,2,3,31,0,0,0,3,0,13,0,4,2,0,10.7508532423,0,0,0,0,0.1706484642,0.6825938567,0.3412969283,0.5119453925,5.2901023891,0,0,0,0.5119453925,0,2.2184300341,0,0.6825938567,0.3412969283,0
國立,綜合高中,水產群,42,1,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,14.2857142857,2.380952381,0,0,0,0,0,0,0,7.1428571429,2.380952381,0,0,0,2.380952381,0,0,0,0,0
國立,綜合高中,海事群,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立,綜合高中,藝術群,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,21.4285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4285714286,0,0,0,0
國立,綜合高中,綜合,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16.6666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6666666667
國立,實用技能學程,機械群,565,4,1,36,2,0,5,6,3,25,0,0,1,14,0,5,0,1,5,6,20.1769911504,0.7079646018,0.1769911504,6.3716814159,0.3539823009,0,0.8849557522,1.0619469027,0.5309734513,4.4247787611,0,0,0.1769911504,2.4778761062,0,0.8849557522,0,0.1769911504,0.8849557522,1.0619469027
國立,實用技能學程,動力機械群,131,1,0,9,0,0,1,4,2,13,0,1,0,25,3,1,0,0,0,6,50.3816793893,0.7633587786,0,6.8702290076,0,0,0.7633587786,3.0534351145,1.5267175573,9.9236641221,0,0.7633587786,0,19.0839694656,2.2900763359,0.7633587786,0,0,0,4.5801526718
國立,實用技能學程,電機與電子群,593,11,0,39,7,1,13,10,7,18,1,0,0,33,11,9,0,2,5,20,31.5345699831,1.8549747049,0,6.5767284992,1.1804384486,0.1686340641,2.1922428331,1.6863406408,1.1804384486,3.0354131535,0.1686340641,0,0,5.5649241147,1.8549747049,1.5177065767,0,0.3372681282,0.8431703204,3.3726812816
國立,實用技能學程,土木與建築群,128,0,0,2,0,0,3,1,4,2,0,0,0,1,0,0,0,0,1,1,11.71875,0,0,1.5625,0,0,2.34375,0.78125,3.125,1.5625,0,0,0,0.78125,0,0,0,0,0.78125,0.78125
國立,實用技能學程,商業與管理群,687,3,0,19,3,0,6,28,3,55,3,1,1,11,8,8,1,1,9,12,25.0363901019,0.4366812227,0,2.7656477438,0.4366812227,0,0.8733624454,4.0756914119,0.4366812227,8.0058224163,0.4366812227,0.1455604076,0.1455604076,1.6011644833,1.1644832606,1.1644832606,0.1455604076,0.1455604076,1.3100436681,1.7467248908
國立,實用技能學程,設計群,185,0,0,11,0,0,2,3,0,14,2,0,0,0,6,0,1,1,1,11,28.1081081081,0,0,5.9459459459,0,0,1.0810810811,1.6216216216,0,7.5675675676,1.0810810811,0,0,0,3.2432432432,0,0.5405405405,0.5405405405,0.5405405405,5.9459459459
國立,實用技能學程,農業群,141,2,0,0,0,0,0,0,0,10,0,0,0,1,1,0,0,0,0,1,10.6382978723,1.4184397163,0,0,0,0,0,0,0,7.0921985816,0,0,0,0.7092198582,0.7092198582,0,0,0,0,0.7092198582
國立,實用技能學程,食品群,266,0,0,5,0,0,9,6,2,30,0,0,0,1,7,7,2,1,4,4,29.3233082707,0,0,1.8796992481,0,0,3.3834586466,2.2556390977,0.7518796992,11.2781954887,0,0,0,0.3759398496,2.6315789474,2.6315789474,0.7518796992,0.3759398496,1.5037593985,1.5037593985
國立,實用技能學程,餐旅群,480,0,2,7,2,0,0,5,0,60,0,0,0,0,6,10,1,0,1,38,27.5,0,0.4166666667,1.4583333333,0.4166666667,0,0,1.0416666667,0,12.5,0,0,0,0,1.25,2.0833333333,0.2083333333,0,0.2083333333,7.9166666667
國立,實用技能學程,水產群,22,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,13.6363636364,0,0,0,0,0,0,0,0,9.0909090909,0,0,0,0,0,0,0,0,4.5454545455,0
國立,實用技能學程,海事群,60,0,0,1,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,10,0,0,1.6666666667,1.6666666667,0,0,1.6666666667,0,3.3333333333,1.6666666667,0,0,0,0,0,0,0,0,0
國立,實用技能學程,美容造型群,158,0,1,1,0,0,0,12,0,9,0,0,0,5,0,1,0,1,15,16,38.6075949367,0,0.6329113924,0.6329113924,0,0,0,7.5949367089,0,5.6962025316,0,0,0,3.164556962,0,0.6329113924,0,0.6329113924,9.4936708861,10.1265822785
國立,進修部(學校),,178,1,1,8,1,0,3,4,2,10,0,0,1,5,0,1,0,1,1,6,25.2808988764,0.5617977528,0.5617977528,4.4943820225,0.5617977528,0,1.6853932584,2.2471910112,1.1235955056,5.6179775281,0,0,0.5617977528,2.808988764,0,0.5617977528,0,0.5617977528,0.5617977528,3.3707865169
國立,進修部(學校),機械群,621,0,3,82,3,0,19,2,3,30,0,1,1,13,15,5,2,1,8,32,35.4267310789,0,0.4830917874,13.2045088567,0.4830917874,0,3.0595813205,0.3220611916,0.4830917874,4.8309178744,0,0.1610305958,0.1610305958,2.0933977456,2.4154589372,0.8051529791,0.3220611916,0.1610305958,1.2882447665,5.152979066
國立,進修部(學校),動力機械群,145,2,1,13,0,0,4,4,2,5,1,0,0,24,7,2,0,1,2,10,53.7931034483,1.3793103448,0.6896551724,8.9655172414,0,0,2.7586206897,2.7586206897,1.3793103448,3.4482758621,0.6896551724,0,0,16.5517241379,4.8275862069,1.3793103448,0,0.6896551724,1.3793103448,6.8965517241
國立,進修部(學校),電機與電子群,736,6,1,75,9,4,33,22,14,46,6,1,0,12,27,3,0,3,10,37,41.9836956522,0.8152173913,0.1358695652,10.1902173913,1.222826087,0.5434782609,4.4836956522,2.9891304348,1.902173913,6.25,0.8152173913,0.1358695652,0,1.6304347826,3.6684782609,0.4076086957,0,0.4076086957,1.3586956522,5.027173913
國立,進修部(學校),化工群,99,2,0,5,0,1,3,7,0,6,1,1,0,4,2,1,0,0,5,2,40.404040404,2.0202020202,0,5.0505050505,0,1.0101010101,3.0303030303,7.0707070707,0,6.0606060606,1.0101010101,1.0101010101,0,4.0404040404,2.0202020202,1.0101010101,0,0,5.0505050505,2.0202020202
國立,進修部(學校),土木與建築群,91,0,0,4,5,0,7,3,1,8,1,0,0,3,5,0,0,0,8,2,51.6483516484,0,0,4.3956043956,5.4945054945,0,7.6923076923,3.2967032967,1.0989010989,8.7912087912,1.0989010989,0,0,3.2967032967,5.4945054945,0,0,0,8.7912087912,2.1978021978
國立,進修部(學校),商業與管理群,1992,27,9,63,7,1,32,125,16,185,4,21,6,25,61,4,4,14,67,114,39.4076305221,1.3554216867,0.4518072289,3.1626506024,0.3514056225,0.0502008032,1.6064257028,6.2751004016,0.8032128514,9.2871485944,0.2008032129,1.0542168675,0.3012048193,1.2550200803,3.062248996,0.2008032129,0.2008032129,0.702811245,3.3634538153,5.7228915663
國立,進修部(學校),外語群,19,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,21.0526315789,0,0,0,0,0,0,0,0,21.0526315789,0,0,0,0,0,0,0,0,0,0
國立,進修部(學校),設計群,197,0,0,25,0,0,6,2,1,10,0,0,0,2,0,0,0,0,10,4,30.4568527919,0,0,12.6903553299,0,0,3.0456852792,1.0152284264,0.5076142132,5.076142132,0,0,0,1.0152284264,0,0,0,0,5.076142132,2.0304568528
國立,進修部(學校),農業群,57,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,25,54.3859649123,0,0,0,0,0,3.5087719298,1.7543859649,0,0,0,0,0,0,5.2631578947,0,0,0,0,43.8596491228
國立,進修部(學校),食品群,292,2,0,28,4,0,11,14,2,33,4,2,0,2,4,1,0,1,3,30,48.2876712329,0.6849315068,0,9.5890410959,1.3698630137,0,3.7671232877,4.7945205479,0.6849315068,11.301369863,1.3698630137,0.6849315068,0,0.6849315068,1.3698630137,0.3424657534,0,0.3424657534,1.0273972603,10.2739726027
國立,進修部(學校),家政群,275,7,1,10,1,0,0,17,4,30,3,2,1,3,3,3,2,4,2,27,43.6363636364,2.5454545455,0.3636363636,3.6363636364,0.3636363636,0,0,6.1818181818,1.4545454545,10.9090909091,1.0909090909,0.7272727273,0.3636363636,1.0909090909,1.0909090909,1.0909090909,0.7272727273,1.4545454545,0.7272727273,9.8181818182
國立,進修部(學校),餐旅群,210,0,0,0,0,0,1,5,4,26,1,2,0,0,2,3,0,1,3,66,54.2857142857,0,0,0,0,0,0.4761904762,2.380952381,1.9047619048,12.380952381,0.4761904762,0.9523809524,0,0,0.9523809524,1.4285714286,0,0.4761904762,1.4285714286,31.4285714286
縣市立,普通科,,41676,6,0,31,2,1,13,29,2,82,0,1,0,9,22,95,6,4,18,34,0.8518091947,0.0143967751,0,0.0743833381,0.004798925,0.0023994625,0.0311930128,0.0695844131,0.004798925,0.1967559267,0,0.0023994625,0,0.0215951627,0.0527881754,0.2279489394,0.0143967751,0.0095978501,0.0431903254,0.0815817257
縣市立,專業群(職業)科,機械群,1807,1,0,15,0,0,5,2,0,12,1,0,0,4,3,0,0,0,2,9,2.9883785279,0.0553403431,0,0.8301051467,0,0,0.2767017156,0.1106806862,0,0.6640841173,0.0553403431,0,0,0.2213613724,0.1660210293,0,0,0,0.1106806862,0.498063088
縣市立,專業群(職業)科,動力機械群,616,0,0,1,0,0,1,0,0,0,0,0,0,6,4,0,0,0,0,3,2.4350649351,0,0,0.1623376623,0,0,0.1623376623,0,0,0,0,0,0,0.974025974,0.6493506494,0,0,0,0,0.487012987
縣市立,專業群(職業)科,電機與電子群,3026,0,0,12,0,0,3,6,1,8,0,0,0,8,2,0,0,0,0,2,1.3879709187,0,0,0.3965631196,0,0,0.0991407799,0.1982815598,0.0330469266,0.2643754131,0,0,0,0.2643754131,0.0660938533,0,0,0,0,0.0660938533
縣市立,專業群(職業)科,化工群,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣市立,專業群(職業)科,土木與建築群,436,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1,2,1.8348623853,0,0,0,0,0,0.6880733945,0,0,0.4587155963,0,0,0,0,0,0,0,0,0.2293577982,0.4587155963
縣市立,專業群(職業)科,商業與管理群,2672,1,0,0,0,0,0,0,0,9,0,2,0,2,6,1,0,3,0,4,1.0479041916,0.0374251497,0,0,0,0,0,0,0,0.3368263473,0,0.0748502994,0,0.0748502994,0.2245508982,0.0374251497,0,0.1122754491,0,0.1497005988
縣市立,專業群(職業)科,外語群,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣市立,專業群(職業)科,設計群,1224,0,0,0,2,0,0,0,0,4,6,0,0,1,0,0,1,1,7,0,1.7973856209,0,0,0,0.1633986928,0,0,0,0,0.3267973856,0.4901960784,0,0,0.0816993464,0,0,0.0816993464,0.0816993464,0.5718954248,0
縣市立,專業群(職業)科,農業群,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣市立,專業群(職業)科,食品群,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣市立,專業群(職業)科,家政群,152,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1.9736842105,0,0,0,0,0,0,0,0,0,0,0,0,1.9736842105,0,0,0,0,0,0
縣市立,專業群(職業)科,餐旅群,231,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1.2987012987,0,0,0,0,0,0,0,0,1.2987012987,0,0,0,0,0,0,0,0,0,0
縣市立,專業群(職業)科,藝術群,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.3157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3157894737
縣市立,專業群(職業)科,綜合,264,1,0,2,0,0,1,11,6,32,0,0,0,2,43,0,2,2,4,50,59.0909090909,0.3787878788,0,0.7575757576,0,0,0.3787878788,4.1666666667,2.2727272727,12.1212121212,0,0,0,0.7575757576,16.2878787879,0,0.7575757576,0.7575757576,1.5151515152,18.9393939394
縣市立,綜合高中,,2155,0,0,1,0,0,0,1,0,4,0,0,1,0,6,3,0,0,0,1,0.788863109,0,0,0.0464037123,0,0,0,0.0464037123,0,0.1856148492,0,0,0.0464037123,0,0.2784222738,0.1392111369,0,0,0,0.0464037123
縣市立,綜合高中,機械群,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣市立,綜合高中,電機與電子群,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣市立,綜合高中,化工群,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣市立,綜合高中,土木與建築群,127,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5748031496,0,0,0,0,0,1.5748031496,0,0,0,0,0,0,0,0,0,0,0,0,0
縣市立,綜合高中,商業與管理群,526,0,0,0,1,0,1,0,0,5,0,0,0,0,2,6,0,0,0,1,3.0418250951,0,0,0,0.1901140684,0,0.1901140684,0,0,0.9505703422,0,0,0,0,0.3802281369,1.1406844106,0,0,0,0.1901140684
縣市立,綜合高中,外語群,53,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5.6603773585,0,0,0,1.8867924528,0,1.8867924528,0,1.8867924528,0,0,0,0,0,0,0,0,0,0,0
縣市立,綜合高中,設計群,136,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0,5.1470588235,0,0,0.7352941176,0,0,0,0.7352941176,0,1.4705882353,0,0,0,0,0,0,0,0,2.2058823529,0
縣市立,綜合高中,農業群,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣市立,綜合高中,家政群,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣市立,綜合高中,餐旅群,99,2,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,13.1313131313,2.0202020202,0,0,0,0,0,0,0,3.0303030303,0,0,0,0,0,3.0303030303,0,0,0,5.0505050505
縣市立,實用技能學程,機械群,58,0,0,29,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,58.6206896552,0,0,50,1.724137931,0,3.4482758621,0,1.724137931,1.724137931,0,0,0,0,0,0,0,0,0,0
縣市立,實用技能學程,動力機械群,83,0,0,11,0,0,0,3,1,0,0,0,0,0,2,0,0,1,3,0,25.3012048193,0,0,13.2530120482,0,0,0,3.6144578313,1.2048192771,0,0,0,0,0,2.4096385542,0,0,1.2048192771,3.6144578313,0
縣市立,實用技能學程,電機與電子群,59,0,0,3,0,0,0,0,0,2,1,0,0,1,3,0,0,0,0,0,16.9491525424,0,0,5.0847457627,0,0,0,0,0,3.3898305085,1.6949152542,0,0,1.6949152542,5.0847457627,0,0,0,0,0
縣市立,實用技能學程,土木與建築群,10,0,0,2,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,60,0,0,20,0,0,0,0,0,0,10,0,0,20,10,0,0,0,0,0
縣市立,實用技能學程,商業與管理群,112,2,0,3,0,0,2,7,0,2,0,0,0,6,1,0,0,0,2,8,29.4642857143,1.7857142857,0,2.6785714286,0,0,1.7857142857,6.25,0,1.7857142857,0,0,0,5.3571428571,0.8928571429,0,0,0,1.7857142857,7.1428571429
縣市立,實用技能學程,設計群,15,0,0,1,0,0,1,1,0,2,0,0,0,2,2,0,0,0,0,0,60,0,0,6.6666666667,0,0,6.6666666667,6.6666666667,0,13.3333333333,0,0,0,13.3333333333,13.3333333333,0,0,0,0,0
縣市立,實用技能學程,餐旅群,30,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13.3333333333,0,0,0,0,0,0,0,0,13.3333333333,0,0,0,0,0,0,0,0,0,0
縣市立,實用技能學程,美容造型群,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣市立,進修部(學校),,373,10,0,27,3,0,3,7,7,7,3,3,2,0,0,1,3,15,9,102,54.1554959786,2.6809651475,0,7.2386058981,0.8042895442,0,0.8042895442,1.8766756032,1.8766756032,1.8766756032,0.8042895442,0.8042895442,0.5361930295,0,0,0.2680965147,0.8042895442,4.0214477212,2.4128686327,27.345844504
