設立別,學程別,群科別,畢業生人數,公立大學日間部人數,公立大學進修學士班人數,私立大學日間部人數,私立大學進修學士班人數,公立二專日間部人數,公立二專進修(夜間)部人數,私立二專日間部人數,私立二專進修(夜間)部人數,警察大學人數,警察專科學校人數,軍事院校人數,赴國外_大陸就讀人數,其他學校人數,升學率,公立大學日間部比率,公立大學進修學士班比率,私立大學日間部比率,私立大學進修學士班比率,公立二專日間部比率,公立二專進修(夜間)部比率,私立二專日間部比率,私立二專進修(夜間)部比率,警察大學比率,警察專科學校比率,軍事院校比率,赴國外_大陸就讀比率,其他學校比率
私立,普通科,普通科,21148,6174,237,12465,258,3,0,2,2,36,50,342,594,6,95.37,29.19,1.12,58.94,1.22,0.01,0,0.01,0.01,0.17,0.24,1.62,2.81,0.03
私立,專業群科,機械群,1424,157,33,663,142,1,4,2,0,0,3,13,1,1,71.63,11.03,2.32,46.56,9.97,0.07,0.28,0.14,0,0,0.21,0.91,0.07,0.07
私立,專業群科,動力機械群,3540,117,47,1338,389,20,2,1,12,0,3,82,0,2,56.86,3.31,1.33,37.8,10.99,0.56,0.06,0.03,0.34,0,0.08,2.32,0,0.06
私立,專業群科,電機與電子群,5790,741,173,3102,495,17,8,11,11,0,0,54,2,5,79.78,12.8,2.99,53.58,8.55,0.29,0.14,0.19,0.19,0,0,0.93,0.03,0.09
私立,專業群科,土木與建築群,105,11,3,60,15,4,0,0,1,0,0,0,0,0,89.52,10.48,2.86,57.14,14.29,3.81,0,0,0.95,0,0,0,0,0
私立,專業群科,商業與管理群,5421,731,281,3291,312,5,23,15,1,0,0,46,6,9,87.07,13.48,5.18,60.71,5.76,0.09,0.42,0.28,0.02,0,0,0.85,0.11,0.17
私立,專業群科,外語群,3906,656,93,2651,131,2,7,13,10,0,1,37,10,3,92.52,16.79,2.38,67.87,3.35,0.05,0.18,0.33,0.26,0,0.03,0.95,0.26,0.08
私立,專業群科,設計群,4627,314,87,3202,363,10,3,4,3,0,1,13,10,6,86.79,6.79,1.88,69.2,7.85,0.22,0.06,0.09,0.06,0,0.02,0.28,0.22,0.13
私立,專業群科,食品群,122,3,12,32,20,0,0,0,0,0,0,0,0,0,54.92,2.46,9.84,26.23,16.39,0,0,0,0,0,0,0,0,0
私立,專業群科,家政群,4378,217,44,2298,359,23,16,15,29,0,0,12,1,4,68.94,4.96,1.01,52.49,8.2,0.53,0.37,0.34,0.66,0,0,0.27,0.02,0.09
私立,專業群科,餐旅群,12504,556,317,6241,1168,37,13,48,54,3,1,62,2,31,68.24,4.45,2.54,49.91,9.34,0.3,0.1,0.38,0.43,0.02,0.01,0.5,0.02,0.25
私立,專業群科,海事群,18,3,0,10,0,0,0,0,0,0,0,0,0,0,72.22,16.67,0,55.56,0,0,0,0,0,0,0,0,0,0
私立,專業群科,藝術群,2274,153,71,1356,185,2,0,1,0,0,0,14,9,24,79.82,6.73,3.12,59.63,8.14,0.09,0,0.04,0,0,0,0.62,0.4,1.06
私立,專業群科,服務群,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
私立,專業群科,其他(綜合),379,5,0,33,6,0,0,0,0,0,0,0,0,5,12.93,1.32,0,8.71,1.58,0,0,0,0,0,0,0,0,1.32
私立,綜合高中,學術學程,803,185,9,495,53,0,0,1,0,0,1,7,18,0,95.77,23.04,1.12,61.64,6.6,0,0,0.12,0,0,0.12,0.87,2.24,0
私立,綜合高中,電機與電子群,303,43,4,179,8,0,0,0,0,0,0,4,0,0,78.55,14.19,1.32,59.08,2.64,0,0,0,0,0,0,1.32,0,0
私立,綜合高中,化工群,141,36,0,104,0,0,0,0,0,0,0,1,0,0,100,25.53,0,73.76,0,0,0,0,0,0,0,0.71,0,0
私立,綜合高中,商業與管理群,584,84,10,407,16,0,0,0,0,0,0,12,0,0,90.58,14.38,1.71,69.69,2.74,0,0,0,0,0,0,2.05,0,0
私立,綜合高中,外語群,353,23,2,288,10,0,0,0,0,0,0,1,9,3,95.18,6.52,0.57,81.59,2.83,0,0,0,0,0,0,0.28,2.55,0.85
私立,綜合高中,設計群,228,10,2,189,7,1,0,0,0,0,0,0,0,0,91.67,4.39,0.88,82.89,3.07,0.44,0,0,0,0,0,0,0,0
私立,綜合高中,家政群,189,11,2,122,10,0,0,0,0,0,0,0,0,0,76.72,5.82,1.06,64.55,5.29,0,0,0,0,0,0,0,0,0
私立,綜合高中,餐旅群,555,42,6,335,26,0,0,0,0,0,0,2,0,2,74.41,7.57,1.08,60.36,4.68,0,0,0,0,0,0,0.36,0,0.36
私立,綜合高中,其他(綜合),158,0,0,93,22,0,0,0,0,0,0,1,1,0,74.05,0,0,58.86,13.92,0,0,0,0,0,0,0.63,0.63,0
私立,實用技能學程,機械群,70,3,1,3,1,0,0,0,0,0,0,1,0,0,12.86,4.29,1.43,4.29,1.43,0,0,0,0,0,0,1.43,0,0
私立,實用技能學程,動力機械群,1087,13,10,176,165,0,0,0,2,0,1,10,1,1,34.87,1.2,0.92,16.19,15.18,0,0,0,0.18,0,0.09,0.92,0.09,0.09
私立,實用技能學程,電機與電子群,517,10,6,158,149,1,0,0,0,0,0,3,0,0,63.25,1.93,1.16,30.56,28.82,0.19,0,0,0,0,0,0.58,0,0
私立,實用技能學程,商業與管理群,510,11,11,250,27,0,0,0,0,0,0,3,1,0,59.41,2.16,2.16,49.02,5.29,0,0,0,0,0,0,0.59,0.2,0
私立,實用技能學程,農業群,29,0,0,8,3,0,0,0,0,0,0,0,0,0,37.93,0,0,27.59,10.34,0,0,0,0,0,0,0,0,0
私立,實用技能學程,食品群,218,5,1,71,57,0,0,0,0,0,0,0,0,0,61.47,2.29,0.46,32.57,26.15,0,0,0,0,0,0,0,0,0
私立,實用技能學程,餐旅群,2590,29,19,766,408,0,3,7,34,0,7,2,1,0,49.27,1.12,0.73,29.58,15.75,0,0.12,0.27,1.31,0,0.27,0.08,0.04,0
私立,實用技能學程,藝術群,79,1,1,41,6,0,0,0,0,0,0,0,0,0,62.03,1.27,1.27,51.9,7.59,0,0,0,0,0,0,0,0,0
私立,實用技能學程,美容造型群,780,17,7,196,106,3,2,2,2,0,0,0,0,0,42.95,2.18,0.9,25.13,13.59,0.38,0.26,0.26,0.26,0,0,0,0,0
私立,進修部,普通科,212,11,15,21,30,0,0,0,0,0,0,1,0,0,36.79,5.19,7.08,9.91,14.15,0,0,0,0,0,0,0.47,0,0
私立,進修部,機械群,64,0,0,1,14,0,1,0,0,0,0,0,0,0,25,0,0,1.56,21.88,0,1.56,0,0,0,0,0,0,0
私立,進修部,動力機械群,508,3,0,7,50,0,0,0,0,0,0,1,0,0,12.01,0.59,0,1.38,9.84,0,0,0,0,0,0,0.2,0,0
私立,進修部,電機與電子群,252,1,1,41,68,1,0,0,0,0,0,0,0,2,45.24,0.4,0.4,16.27,26.98,0.4,0,0,0,0,0,0,0,0.79
私立,進修部,商業與管理群,1157,6,15,98,140,0,5,0,44,0,0,2,0,1,26.88,0.52,1.3,8.47,12.1,0,0.43,0,3.8,0,0,0.17,0,0.09
私立,進修部,外語群,147,1,7,23,24,0,1,0,0,0,0,0,1,2,40.14,0.68,4.76,15.65,16.33,0,0.68,0,0,0,0,0,0.68,1.36
私立,進修部,設計群,267,1,8,16,31,2,7,3,16,0,0,0,1,0,31.84,0.37,3,5.99,11.61,0.75,2.62,1.12,5.99,0,0,0,0.37,0
私立,進修部,家政群,888,1,16,83,104,0,1,17,36,0,0,0,0,1,29.17,0.11,1.8,9.35,11.71,0,0.11,1.91,4.05,0,0,0,0,0.11
私立,進修部,餐旅群,2886,5,32,100,251,0,16,4,159,0,2,3,3,2,19.99,0.17,1.11,3.47,8.7,0,0.55,0.14,5.51,0,0.07,0.1,0.1,0.07
私立,進修部,藝術群,128,0,3,1,15,1,1,1,0,0,0,0,0,0,17.19,0,2.34,0.78,11.72,0.78,0.78,0.78,0,0,0,0,0,0
