設立別,學程別,群科別,畢業生人數,公立大學日間部人數,公立大學進修學士班人數,私立大學日間部人數,私立大學進修學士班人數,公立二專日間部人數,公立二專進修(夜間)部人數,私立二專日間部人數,私立二專進修(夜間)部人數,警察大學人數,警察專科學校人數,軍事院校人數,赴國外_大陸就讀人數,其他學校人數,升學率,公立大學日間部比率,公立大學進修學士班比率,私立大學日間部比率,私立大學進修學士班比率,公立二專日間部比率,公立二專進修(夜間)部比率,私立二專日間部比率,私立二專進修(夜間)部比率,警察大學比率,警察專科學校比率,軍事院校比率,赴國外_大陸就讀比率,其他學校比率
國立,進修部,化工群,25,0,3,5,3,0,0,0,1,0,0,0,0,1,52,0,12,20,12,0,0,0,4,0,0,0,0,4
國立,進修部,土木與建築群,24,1,0,0,1,1,0,0,0,0,0,0,0,0,12.5,4.17,0,0,4.17,4.17,0,0,0,0,0,0,0,0
國立,進修部,商業與管理群,880,25,36,109,74,3,7,6,16,0,0,7,0,8,33.07,2.84,4.09,12.39,8.41,0.34,0.8,0.68,1.82,0,0,0.8,0,0.91
國立,進修部,外語群,12,2,0,1,4,0,0,0,0,0,0,0,0,1,66.67,16.67,0,8.33,33.33,0,0,0,0,0,0,0,0,8.33
國立,進修部,設計群,189,3,1,31,31,0,11,0,0,0,0,0,0,0,40.74,1.59,0.53,16.4,16.4,0,5.82,0,0,0,0,0,0,0
國立,進修部,農業群,51,1,1,12,2,0,0,0,0,0,0,0,0,0,31.37,1.96,1.96,23.53,3.92,0,0,0,0,0,0,0,0,0
國立,進修部,食品群,189,6,10,15,15,0,0,0,0,0,0,0,2,0,25.4,3.17,5.29,7.94,7.94,0,0,0,0,0,0,0,1.06,0
國立,進修部,家政群,187,2,1,22,18,2,1,1,7,0,0,0,0,1,29.41,1.07,0.53,11.76,9.63,1.07,0.53,0.53,3.74,0,0,0,0,0.53
國立,進修部,餐旅群,191,0,5,9,22,0,3,0,5,0,0,0,1,1,24.08,0,2.62,4.71,11.52,0,1.57,0,2.62,0,0,0,0.52,0.52
縣市立,普通科,普通科,47494,19132,161,24432,274,12,0,2,0,34,302,375,539,7,95.32,40.28,0.34,51.44,0.58,0.03,0,0,0,0.07,0.64,0.79,1.13,0.01
縣市立,專業群科,機械群,2429,913,160,970,53,4,0,0,0,0,0,36,4,0,88.1,37.59,6.59,39.93,2.18,0.16,0,0,0,0,0,1.48,0.16,0
縣市立,專業群科,動力機械群,834,281,33,324,32,14,0,0,0,0,1,5,2,0,82.97,33.69,3.96,38.85,3.84,1.68,0,0,0,0,0.12,0.6,0.24,0
縣市立,專業群科,電機與電子群,3620,1832,85,1369,62,8,1,0,0,3,6,18,3,1,93.59,50.61,2.35,37.82,1.71,0.22,0.03,0,0,0.08,0.17,0.5,0.08,0.03
縣市立,專業群科,化工群,553,314,9,198,4,0,0,0,0,0,1,2,0,0,95.48,56.78,1.63,35.8,0.72,0,0,0,0,0,0.18,0.36,0,0
縣市立,專業群科,土木與建築群,629,328,12,217,6,7,0,0,1,0,1,4,0,0,91.57,52.15,1.91,34.5,0.95,1.11,0,0,0.16,0,0.16,0.64,0,0
縣市立,專業群科,商業與管理群,3468,1672,115,1506,28,5,0,0,0,0,3,6,3,2,96.31,48.21,3.32,43.43,0.81,0.14,0,0,0,0,0.09,0.17,0.09,0.06
縣市立,專業群科,外語群,637,256,6,336,6,1,0,0,0,0,0,2,10,1,97.02,40.19,0.94,52.75,0.94,0.16,0,0,0,0,0,0.31,1.57,0.16
縣市立,專業群科,設計群,1276,299,13,867,18,3,0,0,0,0,0,5,9,0,95.14,23.43,1.02,67.95,1.41,0.24,0,0,0,0,0,0.39,0.71,0
縣市立,專業群科,農業群,272,144,7,91,1,4,0,0,0,0,0,4,0,0,92.28,52.94,2.57,33.46,0.37,1.47,0,0,0,0,0,1.47,0,0
縣市立,專業群科,食品群,139,81,1,51,0,0,0,0,0,0,0,0,1,0,96.4,58.27,0.72,36.69,0,0,0,0,0,0,0,0,0.72,0
縣市立,專業群科,家政群,376,105,1,249,4,0,0,0,0,0,1,0,1,0,96.01,27.93,0.27,66.22,1.06,0,0,0,0,0,0.27,0,0.27,0
縣市立,專業群科,餐旅群,260,110,2,118,0,0,0,0,0,0,0,0,3,0,89.62,42.31,0.77,45.38,0,0,0,0,0,0,0,0,1.15,0
縣市立,專業群科,藝術群,62,12,0,46,0,0,0,1,0,0,0,1,0,0,96.77,19.35,0,74.19,0,0,0,1.61,0,0,0,1.61,0,0
縣市立,專業群科,其他(綜合),448,14,1,59,0,0,0,0,0,0,0,0,0,0,16.52,3.13,0.22,13.17,0,0,0,0,0,0,0,0,0,0
縣市立,綜合高中,學術學程,2802,679,9,1892,12,0,0,0,0,1,22,31,9,2,94.83,24.23,0.32,67.52,0.43,0,0,0,0,0.04,0.79,1.11,0.32,0.07
縣市立,綜合高中,機械群,58,32,0,23,0,0,0,0,0,0,0,3,0,0,100,55.17,0,39.66,0,0,0,0,0,0,0,5.17,0,0
縣市立,綜合高中,電機與電子群,141,81,3,46,0,0,0,0,0,0,0,2,1,0,94.33,57.45,2.13,32.62,0,0,0,0,0,0,0,1.42,0.71,0
縣市立,綜合高中,化工群,30,12,0,17,0,0,0,0,0,0,0,0,0,0,96.67,40,0,56.67,0,0,0,0,0,0,0,0,0,0
縣市立,綜合高中,土木與建築群,85,52,0,29,0,0,0,0,0,0,0,1,0,0,96.47,61.18,0,34.12,0,0,0,0,0,0,0,1.18,0,0
縣市立,綜合高中,商業與管理群,408,124,7,243,1,0,0,0,0,0,0,9,0,2,94.61,30.39,1.72,59.56,0.25,0,0,0,0,0,0,2.21,0,0.49
縣市立,綜合高中,外語群,62,4,1,52,1,0,0,0,0,0,0,1,0,0,95.16,6.45,1.61,83.87,1.61,0,0,0,0,0,0,1.61,0,0
縣市立,綜合高中,設計群,201,32,1,154,2,0,0,0,0,0,0,1,0,0,94.53,15.92,0.5,76.62,1,0,0,0,0,0,0,0.5,0,0
縣市立,綜合高中,農業群,11,10,0,1,0,0,0,0,0,0,0,0,0,0,100,90.91,0,9.09,0,0,0,0,0,0,0,0,0,0
縣市立,綜合高中,家政群,49,14,0,34,0,0,0,0,0,0,0,0,0,0,97.96,28.57,0,69.39,0,0,0,0,0,0,0,0,0,0
縣市立,綜合高中,餐旅群,106,10,11,55,5,0,0,0,0,0,0,0,0,0,76.42,9.43,10.38,51.89,4.72,0,0,0,0,0,0,0,0,0
縣市立,綜合高中,藝術群,6,0,0,3,1,0,0,0,0,0,0,0,0,0,66.67,0,0,50,16.67,0,0,0,0,0,0,0,0,0
縣市立,綜合高中,其他(綜合),13,0,0,3,0,0,0,0,0,0,0,0,0,0,23.08,0,0,23.08,0,0,0,0,0,0,0,0,0,0
縣市立,實用技能學程,機械群,127,8,1,24,17,0,0,0,0,0,0,1,0,0,40.16,6.3,0.79,18.9,13.39,0,0,0,0,0,0,0.79,0,0
縣市立,實用技能學程,動力機械群,60,0,0,5,29,0,0,0,0,0,0,0,0,0,56.67,0,0,8.33,48.33,0,0,0,0,0,0,0,0,0
縣市立,實用技能學程,電機與電子群,121,2,2,18,7,0,0,0,0,0,0,0,0,0,23.97,1.65,1.65,14.88,5.79,0,0,0,0,0,0,0,0,0
縣市立,實用技能學程,土木與建築群,23,0,0,0,7,0,0,0,0,0,0,0,0,0,30.43,0,0,0,30.43,0,0,0,0,0,0,0,0,0
縣市立,實用技能學程,商業與管理群,91,6,17,30,8,0,2,0,0,0,0,0,0,0,69.23,6.59,18.68,32.97,8.79,0,2.2,0,0,0,0,0,0,0
縣市立,實用技能學程,設計群,50,0,1,5,7,2,0,3,0,0,0,0,0,0,36,0,2,10,14,4,0,6,0,0,0,0,0,0
縣市立,實用技能學程,食品群,25,0,0,2,7,1,1,1,1,0,0,0,0,0,52,0,0,8,28,4,4,4,4,0,0,0,0,0
縣市立,實用技能學程,餐旅群,89,4,1,38,9,3,1,0,0,0,0,0,0,0,62.92,4.49,1.12,42.7,10.11,3.37,1.12,0,0,0,0,0,0,0
縣市立,實用技能學程,美容造型群,29,4,0,23,0,0,0,0,0,0,0,0,0,0,93.1,13.79,0,79.31,0,0,0,0,0,0,0,0,0,0
縣市立,進修部,普通科,302,4,3,6,45,0,0,0,0,0,0,0,0,8,21.85,1.32,0.99,1.99,14.9,0,0,0,0,0,0,0,0,2.65
縣市立,進修部,機械群,354,7,16,67,121,9,1,0,2,0,0,2,0,0,63.56,1.98,4.52,18.93,34.18,2.54,0.28,0,0.56,0,0,0.56,0,0
縣市立,進修部,動力機械群,118,3,4,24,34,0,0,0,1,0,0,0,0,0,55.93,2.54,3.39,20.34,28.81,0,0,0,0.85,0,0,0,0,0
縣市立,進修部,電機與電子群,399,11,27,86,89,0,1,0,10,0,1,2,1,1,57.39,2.76,6.77,21.55,22.31,0,0.25,0,2.51,0,0.25,0.5,0.25,0.25
縣市立,進修部,化工群,46,0,2,2,12,0,2,0,0,0,0,0,0,0,39.13,0,4.35,4.35,26.09,0,4.35,0,0,0,0,0,0,0
縣市立,進修部,土木與建築群,64,1,6,23,7,0,0,0,0,0,0,0,0,0,57.81,1.56,9.38,35.94,10.94,0,0,0,0,0,0,0,0,0
縣市立,進修部,商業與管理群,487,25,95,101,95,3,5,0,0,0,0,1,1,3,67.56,5.13,19.51,20.74,19.51,0.62,1.03,0,0,0,0,0.21,0.21,0.62
縣市立,進修部,外語群,41,2,7,18,7,0,0,0,0,0,0,0,3,0,90.24,4.88,17.07,43.9,17.07,0,0,0,0,0,0,0,7.32,0
縣市立,進修部,設計群,84,5,4,30,13,0,0,0,0,0,0,0,0,0,61.9,5.95,4.76,35.71,15.48,0,0,0,0,0,0,0,0,0
縣市立,進修部,食品群,45,0,0,3,12,0,2,0,0,0,0,0,0,1,40,0,0,6.67,26.67,0,4.44,0,0,0,0,0,0,2.22
縣市立,進修部,家政群,14,0,0,7,3,0,0,0,0,0,0,0,0,0,71.43,0,0,50,21.43,0,0,0,0,0,0,0,0,0
縣市立,進修部,餐旅群,32,0,0,3,0,0,0,0,2,0,0,0,0,0,15.63,0,0,9.38,0,0,0,0,6.25,0,0,0,0,0
私立,普通科,普通科,27751,6745,141,17481,380,0,1,1,0,34,196,392,976,4,94.96,24.31,0.51,62.99,1.37,0,0,0,0,0.12,0.71,1.41,3.52,0.01
私立,專業群科,機械群,1953,191,69,894,224,5,2,2,32,0,1,35,2,1,74.65,9.78,3.53,45.78,11.47,0.26,0.1,0.1,1.64,0,0.05,1.79,0.1,0.05
私立,專業群科,動力機械群,5006,145,42,1722,760,27,10,44,55,4,6,113,3,5,58.65,2.9,0.84,34.4,15.18,0.54,0.2,0.88,1.1,0.08,0.12,2.26,0.06,0.1
私立,專業群科,電機與電子群,8910,1031,178,4771,883,13,6,7,35,1,5,114,5,3,79.15,11.57,2,53.55,9.91,0.15,0.07,0.08,0.39,0.01,0.06,1.28,0.06,0.03
私立,專業群科,土木與建築群,198,30,5,107,13,4,0,0,0,0,0,3,0,0,81.82,15.15,2.53,54.04,6.57,2.02,0,0,0,0,0,1.52,0,0
私立,專業群科,商業與管理群,8370,957,317,5227,596,12,9,18,6,0,7,63,12,7,86.39,11.43,3.79,62.45,7.12,0.14,0.11,0.22,0.07,0,0.08,0.75,0.14,0.08
私立,專業群科,外語群,5145,732,130,3520,291,2,7,39,1,1,6,27,54,9,93.66,14.23,2.53,68.42,5.66,0.04,0.14,0.76,0.02,0.02,0.12,0.52,1.05,0.17
私立,專業群科,設計群,6450,370,110,4399,589,4,5,7,3,0,1,39,32,3,86.23,5.74,1.71,68.2,9.13,0.06,0.08,0.11,0.05,0,0.02,0.6,0.5,0.05
私立,專業群科,食品群,209,12,5,83,18,4,0,2,0,0,0,4,0,0,61.24,5.74,2.39,39.71,8.61,1.91,0,0.96,0,0,0,1.91,0,0
私立,專業群科,家政群,5947,204,129,2928,604,49,11,52,56,2,3,16,7,3,68.34,3.43,2.17,49.23,10.16,0.82,0.18,0.87,0.94,0.03,0.05,0.27,0.12,0.05
私立,專業群科,餐旅群,17704,685,327,8807,1872,57,56,106,98,4,6,82,20,20,68.57,3.87,1.85,49.75,10.57,0.32,0.32,0.6,0.55,0.02,0.03,0.46,0.11,0.11
私立,專業群科,海事群,55,15,0,0,0,0,0,0,0,0,0,0,0,0,27.27,27.27,0,0,0,0,0,0,0,0,0,0,0,0
私立,專業群科,藝術群,2983,158,40,1858,205,8,2,1,8,2,1,11,29,3,77.98,5.3,1.34,62.29,6.87,0.27,0.07,0.03,0.27,0.07,0.03,0.37,0.97,0.1
私立,專業群科,其他(綜合),443,0,0,33,14,0,0,0,2,0,0,0,0,0,11.06,0,0,7.45,3.16,0,0,0,0.45,0,0,0,0,0
私立,綜合高中,學術學程,1410,247,12,973,34,0,2,0,0,0,4,16,43,1,94.47,17.52,0.85,69.01,2.41,0,0.14,0,0,0,0.28,1.13,3.05,0.07
私立,綜合高中,動力機械群,16,1,0,5,0,0,0,0,0,0,0,5,0,0,68.75,6.25,0,31.25,0,0,0,0,0,0,0,31.25,0,0
私立,綜合高中,電機與電子群,523,105,44,233,13,0,0,0,0,0,0,7,1,2,77.44,20.08,8.41,44.55,2.49,0,0,0,0,0,0,1.34,0.19,0.38
私立,綜合高中,化工群,173,26,0,146,0,0,0,0,0,0,0,1,0,0,100,15.03,0,84.39,0,0,0,0,0,0,0,0.58,0,0
私立,綜合高中,商業與管理群,954,109,38,617,16,4,0,35,0,0,0,18,1,0,87.84,11.43,3.98,64.68,1.68,0.42,0,3.67,0,0,0,1.89,0.1,0
私立,綜合高中,外語群,793,63,5,622,38,0,0,0,0,0,1,7,14,0,94.58,7.94,0.63,78.44,4.79,0,0,0,0,0,0.13,0.88,1.77,0
私立,綜合高中,設計群,435,20,2,362,13,1,0,0,0,0,0,0,0,0,91.49,4.6,0.46,83.22,2.99,0.23,0,0,0,0,0,0,0,0
私立,綜合高中,家政群,388,10,0,279,25,2,0,0,2,0,1,4,0,3,84.02,2.58,0,71.91,6.44,0.52,0,0,0.52,0,0.26,1.03,0,0.77
私立,綜合高中,餐旅群,1025,21,16,665,68,1,0,1,7,0,1,17,1,0,77.85,2.05,1.56,64.88,6.63,0.1,0,0.1,0.68,0,0.1,1.66,0.1,0
私立,綜合高中,藝術群,9,1,0,3,0,0,0,0,0,0,0,0,0,0,44.44,11.11,0,33.33,0,0,0,0,0,0,0,0,0,0
私立,綜合高中,其他(綜合),236,22,3,138,18,0,0,0,0,0,1,0,1,0,77.54,9.32,1.27,58.47,7.63,0,0,0,0,0,0.42,0,0.42,0
私立,實用技能學程,機械群,90,1,0,9,27,0,0,0,0,0,0,4,1,0,46.67,1.11,0,10,30,0,0,0,0,0,0,4.44,1.11,0
私立,實用技能學程,動力機械群,1257,4,6,220,187,1,3,3,4,0,0,3,0,0,34.29,0.32,0.48,17.5,14.88,0.08,0.24,0.24,0.32,0,0,0.24,0,0
私立,實用技能學程,電機與電子群,475,19,4,120,54,4,0,0,10,0,0,1,0,21,49.05,4,0.84,25.26,11.37,0.84,0,0,2.11,0,0,0.21,0,4.42
私立,實用技能學程,商業與管理群,632,6,9,357,36,0,1,0,6,0,0,0,0,1,65.82,0.95,1.42,56.49,5.7,0,0.16,0,0.95,0,0,0,0,0.16
私立,實用技能學程,農業群,40,1,0,16,0,0,0,0,0,0,0,2,0,0,47.5,2.5,0,40,0,0,0,0,0,0,0,5,0,0
私立,實用技能學程,食品群,192,8,0,43,42,0,0,0,0,0,0,0,0,7,52.08,4.17,0,22.4,21.88,0,0,0,0,0,0,0,0,3.65
私立,實用技能學程,餐旅群,3090,32,8,915,374,30,7,11,39,3,0,7,0,7,46.38,1.04,0.26,29.61,12.1,0.97,0.23,0.36,1.26,0.1,0,0.23,0,0.23
私立,實用技能學程,美容造型群,1118,7,11,229,151,12,4,0,16,0,0,3,0,3,39,0.63,0.98,20.48,13.51,1.07,0.36,0,1.43,0,0,0.27,0,0.27
私立,進修部,普通科,277,28,9,32,26,0,0,0,0,0,0,6,1,0,36.82,10.11,3.25,11.55,9.39,0,0,0,0,0,0,2.17,0.36,0
私立,進修部,機械群,140,1,1,8,31,0,4,0,0,0,0,0,0,0,32.14,0.71,0.71,5.71,22.14,0,2.86,0,0,0,0,0,0,0
私立,進修部,動力機械群,691,0,2,24,52,0,1,0,6,0,0,0,0,0,12.3,0,0.29,3.47,7.53,0,0.14,0,0.87,0,0,0,0,0
私立,進修部,電機與電子群,458,1,1,27,67,1,3,0,9,0,0,1,0,0,24.02,0.22,0.22,5.9,14.63,0.22,0.66,0,1.97,0,0,0.22,0,0
私立,進修部,商業與管理群,1429,17,10,106,172,0,1,1,26,0,0,3,0,1,23.58,1.19,0.7,7.42,12.04,0,0.07,0.07,1.82,0,0,0.21,0,0.07
私立,進修部,外語群,243,0,8,21,36,0,1,0,3,0,0,0,0,0,28.4,0,3.29,8.64,14.81,0,0.41,0,1.23,0,0,0,0,0
私立,進修部,設計群,386,4,21,36,31,0,0,0,24,0,0,0,0,6,31.61,1.04,5.44,9.33,8.03,0,0,0,6.22,0,0,0,0,1.55
私立,進修部,家政群,1279,2,1,35,220,0,35,0,60,0,0,0,1,1,27.76,0.16,0.08,2.74,17.2,0,2.74,0,4.69,0,0,0,0.08,0.08
私立,進修部,餐旅群,3521,4,23,157,411,11,61,2,95,0,1,0,2,2,21.84,0.11,0.65,4.46,11.67,0.31,1.73,0.06,2.7,0,0.03,0,0.06,0.06
私立,進修部,藝術群,169,0,0,21,13,0,0,0,0,0,0,0,0,0,20.12,0,0,12.43,7.69,0,0,0,0,0,0,0,0,0
