設立別,學程別,群科別,畢業生人數,公立大學日間部人數,公立大學進修學士班人數,私立大學日間部人數,私立大學進修學士班人數,公立二專日間部人數,公立二專進修(夜間)部人數,私立二專日間部人數,私立二專進修(夜間)部人數,警察大學人數,警察專科學校人數,軍事院校人數,赴國外_大陸就讀人數,其他學校人數,升學率,公立大學日間部比率,公立大學進修學士班比率,私立大學日間部比率,私立大學進修學士班比率,公立二專日間部比率,公立二專進修(夜間)部比率,私立二專日間部比率,私立二專進修(夜間)部比率,警察大學比率,警察專科學校比率,軍事院校比率,赴國外_大陸就讀比率,其他學校比率
國立, 綜合高中,電機與電子群,107,53,1,43,0,0,0,0,0,0,1,0,0,0,91.59,49.53,0.93,40.19,0,0,0,0,0,0,0.93,0,0,0
國立, 綜合高中,化工群,42,33,0,8,0,0,0,0,0,0,0,1,0,0,100,78.57,0,19.05,0,0,0,0,0,0,0,2.38,0,0
國立, 綜合高中,土木與建築群,53,37,0,15,0,0,0,0,0,0,0,0,0,0,98.11,69.81,0,28.3,0,0,0,0,0,0,0,0,0,0
國立, 綜合高中,商業群,356,144,16,169,0,0,0,0,0,0,0,3,0,0,93.26,40.45,4.49,47.47,0,0,0,0,0,0,0,0.84,0,0
國立, 綜合高中,外語群,113,38,3,61,4,0,0,0,0,0,0,1,5,0,99.12,33.63,2.65,53.98,3.54,0,0,0,0,0,0,0.88,4.42,0
國立, 綜合高中,設計群,38,3,0,30,2,0,0,0,0,0,0,0,0,0,92.11,7.89,0,78.95,5.26,0,0,0,0,0,0,0,0,0
國立, 綜合高中,農業群,51,30,0,17,0,0,0,0,0,0,0,0,0,0,92.16,58.82,0,33.33,0,0,0,0,0,0,0,0,0,0
國立, 綜合高中,食品群,94,39,0,54,0,0,0,0,0,0,0,0,0,0,98.94,41.49,0,57.45,0,0,0,0,0,0,0,0,0,0
國立, 綜合高中,家政群,4,0,0,3,0,0,0,0,0,0,0,0,0,0,75,0,0,75,0,0,0,0,0,0,0,0,0,0
國立, 綜合高中,餐旅群,210,44,3,123,2,1,0,0,0,0,0,0,0,0,82.38,20.95,1.43,58.57,0.95,0.48,0,0,0,0,0,0,0,0
國立, 綜合高中,水產群,27,16,0,7,0,0,0,0,0,0,0,0,0,0,85.19,59.26,0,25.93,0,0,0,0,0,0,0,0,0,0
國立, 綜合高中,藝術群,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立, 綜合高中,綜合,91,9,16,45,9,0,0,0,0,0,0,1,0,0,87.91,9.89,17.58,49.45,9.89,0,0,0,0,0,0,1.1,0,0
國立, 實用技能學程,機械群,273,31,32,91,15,0,0,0,0,0,0,6,0,0,64.1,11.36,11.72,33.33,5.49,0,0,0,0,0,0,2.2,0,0
國立, 實用技能學程,動力機械群,50,4,1,9,9,0,0,0,0,0,0,0,0,0,46,8,2,18,18,0,0,0,0,0,0,0,0,0
國立, 實用技能學程,電機與電子群,287,27,21,65,34,7,0,1,0,0,0,2,0,1,55.05,9.41,7.32,22.65,11.85,2.44,0,0.35,0,0,0,0.7,0,0.35
國立, 實用技能學程,土木與建築群,109,5,0,65,7,1,0,0,0,0,0,0,0,0,71.56,4.59,0,59.63,6.42,0.92,0,0,0,0,0,0,0,0
國立, 實用技能學程,商業群,262,25,15,123,7,2,2,1,0,0,0,4,0,0,68.32,9.54,5.73,46.95,2.67,0.76,0.76,0.38,0,0,0,1.53,0,0
國立, 實用技能學程,設計群,119,6,5,75,2,0,0,0,0,0,0,2,0,0,75.63,5.04,4.2,63.03,1.68,0,0,0,0,0,0,1.68,0,0
國立, 實用技能學程,農業群,115,29,10,39,0,3,1,0,0,0,0,0,0,0,71.3,25.22,8.7,33.91,0,2.61,0.87,0,0,0,0,0,0,0
國立, 實用技能學程,食品群,191,6,3,79,25,0,0,0,0,0,0,0,0,0,59.16,3.14,1.57,41.36,13.09,0,0,0,0,0,0,0,0,0
國立, 實用技能學程,餐旅群,333,22,16,148,23,0,3,0,0,0,0,2,0,0,64.26,6.61,4.8,44.44,6.91,0,0.9,0,0,0,0,0.6,0,0
國立, 實用技能學程,水產群,15,5,0,5,0,0,0,0,0,0,0,0,0,0,66.67,33.33,0,33.33,0,0,0,0,0,0,0,0,0,0
國立, 實用技能學程,海事群,12,0,0,1,0,0,0,1,0,0,0,0,0,0,16.67,0,0,8.33,0,0,0,8.33,0,0,0,0,0,0
國立, 實用技能學程,美容造型群,133,6,0,65,11,8,0,1,0,0,0,0,0,0,68.42,4.51,0,48.87,8.27,6.02,0,0.75,0,0,0,0,0,0
國立, 進修部,普通科,87,1,5,22,11,0,0,0,0,0,0,0,0,0,44.83,1.15,5.75,25.29,12.64,0,0,0,0,0,0,0,0,0
國立, 進修部,機械群,218,10,6,26,39,1,1,0,3,0,0,0,0,0,39.45,4.59,2.75,11.93,17.89,0.46,0.46,0,1.38,0,0,0,0,0
國立, 進修部,動力機械群,73,1,2,4,15,0,1,0,0,0,0,0,0,0,31.51,1.37,2.74,5.48,20.55,0,1.37,0,0,0,0,0,0,0
國立, 進修部,電機與電子群,273,15,14,32,36,0,1,0,3,0,0,0,0,0,37,5.49,5.13,11.72,13.19,0,0.37,0,1.1,0,0,0,0,0
國立, 進修部,化工群,10,0,3,1,2,0,0,0,0,0,0,0,0,0,60,0,30,10,20,0,0,0,0,0,0,0,0,0
國立, 進修部,土木與建築群,17,1,0,4,5,0,0,0,0,0,0,0,0,0,58.82,5.88,0,23.53,29.41,0,0,0,0,0,0,0,0,0
國立, 進修部,商業與管理群,629,34,35,72,31,1,6,1,9,0,2,3,0,11,32.59,5.41,5.56,11.45,4.93,0.16,0.95,0.16,1.43,0,0.32,0.48,0,1.75
國立, 進修部,設計群,93,2,3,6,16,0,1,1,0,0,0,1,0,4,36.56,2.15,3.23,6.45,17.2,0,1.08,1.08,0,0,0,1.08,0,4.3
國立, 進修部,農業群,38,0,7,11,3,0,0,0,0,0,0,0,0,0,55.26,0,18.42,28.95,7.89,0,0,0,0,0,0,0,0,0
國立, 進修部,食品群,120,1,9,21,12,0,0,0,0,0,0,0,0,0,35.83,0.83,7.5,17.5,10,0,0,0,0,0,0,0,0,0
國立, 進修部,家政群,119,0,3,9,15,0,4,0,4,0,0,0,0,0,29.41,0,2.52,7.56,12.61,0,3.36,0,3.36,0,0,0,0,0
國立, 進修部,餐旅群,125,0,7,19,17,0,0,0,0,0,0,1,0,0,35.2,0,5.6,15.2,13.6,0,0,0,0,0,0,0.8,0,0
縣市立, 普通科,普通科,45068,18423,146,24061,364,2,1,1,0,24,112,407,224,6,97.12,40.88,0.32,53.39,0.81,0,0,0,0,0.05,0.25,0.9,0.5,0.01
縣市立, 專業群科,機械群,2146,1015,171,718,51,3,0,1,0,0,1,15,1,0,92.08,47.3,7.97,33.46,2.38,0.14,0,0.05,0,0,0.05,0.7,0.05,0
縣市立, 專業群科,動力機械群,741,297,20,349,12,4,0,2,0,0,0,6,0,0,93.12,40.08,2.7,47.1,1.62,0.54,0,0.27,0,0,0,0.81,0,0
縣市立, 專業群科,電機與電子群,3390,2017,96,1088,22,6,0,2,0,0,4,15,2,0,95.93,59.5,2.83,32.09,0.65,0.18,0,0.06,0,0,0.12,0.44,0.06,0
縣市立, 專業群科,化工群,482,343,5,117,3,0,0,0,0,0,0,1,0,0,97.3,71.16,1.04,24.27,0.62,0,0,0,0,0,0,0.21,0,0
縣市立, 專業群科,土木與建築群,548,336,40,134,5,5,2,0,0,0,0,4,0,0,95.99,61.31,7.3,24.45,0.91,0.91,0.36,0,0,0,0,0.73,0,0
縣市立, 專業群科,商業與管理群,3409,1841,38,1377,53,5,2,0,0,0,0,18,1,0,97.83,54,1.11,40.39,1.55,0.15,0.06,0,0,0,0,0.53,0.03,0
縣市立, 專業群科,外語群,571,247,0,302,3,0,1,0,0,0,0,4,2,0,97.9,43.26,0,52.89,0.53,0,0.18,0,0,0,0,0.7,0.35,0
縣市立, 專業群科,設計群,1229,346,57,782,5,4,0,0,0,0,0,0,1,0,97.23,28.15,4.64,63.63,0.41,0.33,0,0,0,0,0,0,0.08,0
縣市立, 專業群科,農業群,290,159,9,97,1,0,0,0,0,0,0,1,0,0,92.07,54.83,3.1,33.45,0.34,0,0,0,0,0,0,0.34,0,0
縣市立, 專業群科,食品群,127,82,0,30,2,0,0,0,0,0,0,1,0,0,90.55,64.57,0,23.62,1.57,0,0,0,0,0,0,0.79,0,0
縣市立, 專業群科,家政群,412,101,1,292,5,0,0,0,0,0,0,0,2,0,97.33,24.51,0.24,70.87,1.21,0,0,0,0,0,0,0,0.49,0
縣市立, 專業群科,餐旅群,240,106,1,121,1,0,0,0,0,0,0,2,0,0,96.25,44.17,0.42,50.42,0.42,0,0,0,0,0,0,0.83,0,0
縣市立, 專業群科,藝術群,116,20,2,93,0,0,0,0,0,0,0,1,0,0,100,17.24,1.72,80.17,0,0,0,0,0,0,0,0.86,0,0
縣市立, 專業群科,服務群,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣市立, 專業群科,綜合,472,1,0,40,4,0,0,1,0,0,0,0,0,0,9.75,0.21,0,8.47,0.85,0,0,0.21,0,0,0,0,0,0
縣市立, 綜合高中,學術學程,1868,359,13,1379,19,0,0,0,0,0,1,36,0,0,96.73,19.22,0.7,73.82,1.02,0,0,0,0,0,0.05,1.93,0,0
縣市立, 綜合高中,機械群,18,2,2,14,0,0,0,0,0,0,0,0,0,0,100,11.11,11.11,77.78,0,0,0,0,0,0,0,0,0,0
縣市立, 綜合高中,電機與電子群,118,86,9,23,0,0,0,0,0,0,0,0,0,0,100,72.88,7.63,19.49,0,0,0,0,0,0,0,0,0,0
縣市立, 綜合高中,化工群,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣市立, 綜合高中,土木與建築群,47,36,0,11,0,0,0,0,0,0,0,0,0,0,100,76.6,0,23.4,0,0,0,0,0,0,0,0,0,0
縣市立, 綜合高中,商業群,124,32,1,71,2,0,0,0,0,0,0,7,0,0,91.13,25.81,0.81,57.26,1.61,0,0,0,0,0,0,5.65,0,0
縣市立, 綜合高中,外語群,11,4,0,7,0,0,0,0,0,0,0,0,0,0,100,36.36,0,63.64,0,0,0,0,0,0,0,0,0,0
縣市立, 綜合高中,設計群,117,17,0,94,3,0,0,0,0,0,0,1,0,0,98.29,14.53,0,80.34,2.56,0,0,0,0,0,0,0.85,0,0
縣市立, 綜合高中,農業群,13,8,0,5,0,0,0,0,0,0,0,0,0,0,100,61.54,0,38.46,0,0,0,0,0,0,0,0,0,0
縣市立, 綜合高中,餐旅群,99,15,3,56,1,0,0,0,0,0,0,1,0,0,76.77,15.15,3.03,56.57,1.01,0,0,0,0,0,0,1.01,0,0
縣市立, 綜合高中,藝術群,4,0,0,4,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0
縣市立, 綜合高中,綜合,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣市立, 實用技能學程,機械群,106,8,34,7,28,0,0,0,0,0,0,0,0,0,72.64,7.55,32.08,6.6,26.42,0,0,0,0,0,0,0,0,0
縣市立, 實用技能學程,動力機械群,36,0,0,0,11,0,0,0,0,0,0,0,0,0,30.56,0,0,0,30.56,0,0,0,0,0,0,0,0,0
縣市立, 實用技能學程,電機與電子群,91,6,30,2,20,0,0,0,0,0,0,0,0,0,63.74,6.59,32.97,2.2,21.98,0,0,0,0,0,0,0,0,0
縣市立, 實用技能學程,土木與建築群,7,0,0,0,5,0,0,0,0,0,0,0,0,0,71.43,0,0,0,71.43,0,0,0,0,0,0,0,0,0
縣市立, 實用技能學程,商業群,31,7,0,10,0,0,7,0,1,0,0,0,0,0,80.65,22.58,0,32.26,0,0,22.58,0,3.23,0,0,0,0,1
縣市立, 實用技能學程,設計群,21,1,1,10,0,0,0,0,0,0,0,0,0,0,57.14,4.76,4.76,47.62,0,0,0,0,0,0,0,0,0,2
縣市立, 實用技能學程,食品群,17,0,0,5,5,0,0,0,0,0,0,0,0,0,58.82,0,0,29.41,29.41,0,0,0,0,0,0,0,0,0
縣市立, 實用技能學程,餐旅群,66,3,5,12,24,0,1,0,0,0,0,0,0,0,68.18,4.55,7.58,18.18,36.36,0,1.52,0,0,0,0,0,0,0
縣市立, 進修部,普通科,292,1,2,9,20,0,1,0,0,0,0,0,1,2,12.33,0.34,0.68,3.08,6.85,0,0.34,0,0,0,0,0,0.34,0.68
縣市立, 進修部,機械群,196,12,9,35,32,0,0,0,0,0,0,1,0,0,45.41,6.12,4.59,17.86,16.33,0,0,0,0,0,0,0.51,0,0
縣市立, 進修部,動力機械群,131,5,2,23,33,0,0,1,1,1,1,2,0,0,52.67,3.82,1.53,17.56,25.19,0,0,0.76,0.76,0.76,0.76,1.53,0,0
縣市立, 進修部,電機與電子群,203,6,15,32,41,1,0,3,0,0,1,3,0,0,50.25,2.96,7.39,15.76,20.2,0.49,0,1.48,0,0,0.49,1.48,0,0
縣市立, 進修部,化工群,21,1,3,1,3,0,0,0,0,0,0,0,0,0,38.1,4.76,14.29,4.76,14.29,0,0,0,0,0,0,0,0,0
縣市立, 進修部,土木與建築群,39,4,4,7,11,0,0,0,0,0,0,0,0,0,66.67,10.26,10.26,17.95,28.21,0,0,0,0,0,0,0,0,0
縣市立, 進修部,商業與管理群,266,25,44,59,40,2,3,0,0,0,0,2,0,0,65.79,9.4,16.54,22.18,15.04,0.75,1.13,0,0,0,0,0.75,0,0
縣市立, 進修部,外語群,22,4,0,14,0,0,0,0,0,0,0,0,0,0,81.82,18.18,0,63.64,0,0,0,0,0,0,0,0,0,0
縣市立, 進修部,設計群,54,3,3,18,3,0,0,0,0,0,0,0,0,0,50,5.56,5.56,33.33,5.56,0,0,0,0,0,0,0,0,0
縣市立, 進修部,食品群,30,0,2,4,0,0,0,0,0,0,0,0,0,0,20,0,6.67,13.33,0,0,0,0,0,0,0,0,0,0
縣市立, 進修部,家政群,7,0,0,1,5,0,0,0,0,0,0,0,0,0,85.71,0,0,14.29,71.43,0,0,0,0,0,0,0,0,0
縣市立, 進修部,餐旅群,26,0,0,12,1,0,3,0,0,0,0,0,0,0,61.54,0,0,46.15,3.85,0,11.54,0,0,0,0,0,0,0
私立, 普通科,普通科,22119,6362,90,13535,347,8,1,8,0,36,53,296,721,7,97.04,28.76,0.41,61.19,1.57,0.04,0,0.04,0,0.16,0.24,1.34,3.26,0.03
私立, 專業群科,機械群,1312,188,77,601,89,6,2,0,3,0,0,16,0,1,74.92,14.33,5.87,45.81,6.78,0.46,0.15,0,0.23,0,0,1.22,0,0.08
私立, 專業群科,動力機械群,3020,141,67,1214,332,27,0,1,4,0,2,66,0,0,61.39,4.67,2.22,40.2,10.99,0.89,0,0.03,0.13,0,0.07,2.19,0,0
私立, 專業群科,電機與電子群,5356,859,216,2809,435,8,5,7,7,1,1,54,2,9,82.39,16.04,4.03,52.45,8.12,0.15,0.09,0.13,0.13,0.02,0.02,1.01,0.04,0.17
私立, 專業群科,土木與建築群,102,18,1,57,1,4,0,0,1,0,0,2,0,2,84.31,17.65,0.98,55.88,0.98,3.92,0,0,0.98,0,0,1.96,0,1.96
私立, 專業群科,商業與管理群,5425,745,260,3332,218,5,6,11,1,0,2,37,7,4,85.31,13.73,4.79,61.42,4.02,0.09,0.11,0.2,0.02,0,0.04,0.68,0.13,0.07
私立, 專業群科,外語群,3737,663,127,2512,159,4,8,9,2,1,1,19,19,1,94.33,17.74,3.4,67.22,4.25,0.11,0.21,0.24,0.05,0.03,0.03,0.51,0.51,0.03
私立, 專業群科,設計群,4090,299,69,3023,215,16,1,4,1,0,0,11,4,1,89.1,7.31,1.69,73.91,5.26,0.39,0.02,0.1,0.02,0,0,0.27,0.1,0.02
私立, 專業群科,農業群,60,6,1,36,1,0,0,1,0,0,0,0,0,0,75,10,1.67,60,1.67,0,0,1.67,0,0,0,0,0,0
私立, 專業群科,食品群,103,1,0,37,13,1,1,0,0,0,0,1,0,0,52.43,0.97,0,35.92,12.62,0.97,0.97,0,0,0,0,0.97,0,0
私立, 專業群科,家政群,3947,214,65,2006,303,27,15,13,29,1,0,16,0,32,68.94,5.42,1.65,50.82,7.68,0.68,0.38,0.33,0.73,0.03,0,0.41,0,0.81
私立, 專業群科,餐旅群,10698,641,331,5341,940,25,32,41,43,2,0,34,6,3,69.54,5.99,3.09,49.93,8.79,0.23,0.3,0.38,0.4,0.02,0,0.32,0.06,0.03
私立, 專業群科,海事群,22,1,0,21,0,0,0,0,0,0,0,0,0,0,100,4.55,0,95.45,0,0,0,0,0,0,0,0,0,0
私立, 專業群科,藝術群,2245,144,63,1445,199,2,2,3,7,0,0,5,4,12,84.01,6.41,2.81,64.37,8.86,0.09,0.09,0.13,0.31,0,0,0.22,0.18,0.53
私立, 專業群科,服務群,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
私立, 專業群科,綜合,320,3,0,33,6,0,0,0,0,0,0,0,0,0,13.13,0.94,0,10.31,1.88,0,0,0,0,0,0,0,0,0
私立, 綜合高中,學術學程,904,177,8,620,11,0,0,0,0,0,4,19,26,0,95.69,19.58,0.88,68.58,1.22,0,0,0,0,0,0.44,2.1,2.88,0
私立, 綜合高中,電機與電子群,222,26,6,116,14,0,0,0,0,0,0,2,0,0,73.87,11.71,2.7,52.25,6.31,0,0,0,0,0,0,0.9,0,0
私立, 綜合高中,化工群,153,50,0,103,0,0,0,0,0,0,0,0,0,0,100,32.68,0,67.32,0,0,0,0,0,0,0,0,0,0
私立, 綜合高中,商業群,382,36,4,260,18,0,0,0,0,0,0,3,0,0,84.03,9.42,1.05,68.06,4.71,0,0,0,0,0,0,0.79,0,0
私立, 綜合高中,外語群,270,14,0,213,20,0,0,0,0,0,0,2,2,0,92.96,5.19,0,78.89,7.41,0,0,0,0,0,0,0.74,0.74,0
私立, 綜合高中,設計群,99,5,0,77,1,0,0,0,0,0,0,4,0,0,87.88,5.05,0,77.78,1.01,0,0,0,0,0,0,4.04,0,0
私立, 綜合高中,家政群,171,18,1,103,19,0,0,0,0,0,0,1,0,0,83.04,10.53,0.58,60.23,11.11,0,0,0,0,0,0,0.58,0,0
私立, 綜合高中,餐旅群,421,36,3,244,41,0,0,0,0,1,0,2,0,0,77.67,8.55,0.71,57.96,9.74,0,0,0,0,0.24,0,0.48,0,0
私立, 綜合高中,綜合,20,0,0,13,0,0,0,0,0,0,0,0,0,0,65,0,0,65,0,0,0,0,0,0,0,0,0,0
私立, 實用技能學程,機械群,79,1,3,26,5,0,0,0,0,0,0,0,0,0,44.3,1.27,3.8,32.91,6.33,0,0,0,0,0,0,0,0,0
私立, 實用技能學程,動力機械群,926,10,10,181,151,0,0,1,8,0,0,2,0,0,39.2,1.08,1.08,19.55,16.31,0,0,0.11,0.86,0,0,0.22,0,0
私立, 實用技能學程,電機與電子群,628,24,20,261,47,0,0,0,0,0,0,5,0,0,56.85,3.82,3.18,41.56,7.48,0,0,0,0,0,0,0.8,0,0
私立, 實用技能學程,商業群,383,8,23,165,42,2,7,31,4,0,0,1,1,0,74.15,2.09,6.01,43.08,10.97,0.52,1.83,8.09,1.04,0,0,0.26,0.26,0
私立, 實用技能學程,農業群,68,2,2,17,12,0,0,0,0,0,0,1,0,0,50,2.94,2.94,25,17.65,0,0,0,0,0,0,1.47,0,0
私立, 實用技能學程,食品群,236,2,2,75,38,4,2,0,3,0,0,0,0,0,53.39,0.85,0.85,31.78,16.1,1.69,0.85,0,1.27,0,0,0,0,0
私立, 實用技能學程,餐旅群,2474,24,33,804,243,8,2,8,9,5,0,6,0,0,46.16,0.97,1.33,32.5,9.82,0.32,0.08,0.32,0.36,0.2,0,0.24,0,0
私立, 實用技能學程,藝術群,110,7,0,75,1,0,0,0,0,0,0,0,0,0,75.45,6.36,0,68.18,0.91,0,0,0,0,0,0,0,0,0
私立, 實用技能學程,美容造型群,727,33,0,222,44,3,4,2,4,0,0,1,0,0,43.05,4.54,0,30.54,6.05,0.41,0.55,0.28,0.55,0,0,0.14,0,0
私立, 進修部,普通科,127,22,2,6,7,0,0,0,0,0,0,0,0,0,29.13,17.32,1.57,4.72,5.51,0,0,0,0,0,0,0,0,0
私立, 進修部,機械群,59,0,0,1,11,0,0,0,0,0,0,0,0,0,20.34,0,0,1.69,18.64,0,0,0,0,0,0,0,0,0
私立, 進修部,動力機械群,350,2,3,10,36,0,1,0,6,0,0,0,0,3,17.43,0.57,0.86,2.86,10.29,0,0.29,0,1.71,0,0,0,0,0.86
私立, 進修部,電機與電子群,190,0,1,7,29,0,0,0,0,0,0,0,0,0,19.47,0,0.53,3.68,15.26,0,0,0,0,0,0,0,0,0
私立, 進修部,商業與管理群,1123,7,20,52,161,1,3,3,14,0,0,1,0,0,23.33,0.62,1.78,4.63,14.34,0.09,0.27,0.27,1.25,0,0,0.09,0,0
私立, 進修部,外語群,133,1,1,15,34,1,2,0,2,0,0,0,0,0,42.11,0.75,0.75,11.28,25.56,0.75,1.5,0,1.5,0,0,0,0,0
私立, 進修部,設計群,282,0,7,20,40,2,8,3,4,0,0,0,0,0,29.79,0,2.48,7.09,14.18,0.71,2.84,1.06,1.42,0,0,0,0,0
私立, 進修部,家政群,766,5,12,55,122,0,10,2,17,0,0,1,0,0,29.24,0.65,1.57,7.18,15.93,0,1.31,0.26,2.22,0,0,0.13,0,0
私立, 進修部,餐旅群,2529,7,23,122,294,7,16,1,27,0,2,3,0,7,20.13,0.28,0.91,4.82,11.63,0.28,0.63,0.04,1.07,0,0.08,0.12,0,0.28
私立, 進修部,藝術群,104,0,1,1,15,0,0,0,1,0,0,0,0,0,17.31,0,0.96,0.96,14.42,0,0,0,0.96,0,0,0,0,0
